"COMMUNE";"DCLT";"CS1";"AGEREVQ";"IPONDI"
"61007";"61007";"2";"50";4.02046076086513
"61007";"61007";"2";"45";4.02046076086513
"61007";"61007";"6";"50";4.02046076086513
"61007";"61007";"1";"45";4.02046076086513
"61007";"61007";"4";"40";4.02046076086513
"61007";"61063";"4";"40";4.02046076086513
"61007";"61063";"6";"40";4.02046076086513
"61007";"61070";"4";"45";4.02046076086513
"61007";"61070";"3";"30";4.02046076086513
"61007";"61070";"6";"40";4.02046076086513
"61007";"61070";"3";"35";4.02046076086513
"61007";"61070";"3";"30";4.02046076086513
"61007";"61070";"6";"40";4.02046076086513
"61007";"61070";"6";"50";4.02046076086513
"61007";"61070";"3";"35";4.02046076086513
"61007";"61070";"6";"40";4.02046076086513
"61007";"61070";"4";"20";4.02046076086513
"61007";"61094";"4";"15";4.02046076086513
"61007";"61096";"4";"35";4.02046076086513
"61007";"61124";"6";"30";4.02046076086513
"61007";"61145";"3";"50";4.02046076086513
"61007";"61168";"5";"45";4.02046076086513
"61007";"61169";"5";"45";4.02046076086513
"61007";"61169";"6";"40";4.02046076086513
"61007";"61169";"5";"55";4.02046076086513
"61007";"61169";"5";"20";4.02046076086513
"61007";"61169";"5";"40";4.02046076086513
"61007";"61169";"5";"45";4.02046076086513
"61007";"61169";"6";"70";4.02046076086513
"61007";"61169";"4";"20";4.02046076086513
"61007";"61169";"6";"55";4.02046076086513
"61007";"61169";"4";"40";4.02046076086513
"61007";"61169";"6";"45";4.02046076086513
"61007";"61169";"6";"45";4.02046076086513
"61007";"61169";"4";"45";4.02046076086513
"61007";"61169";"5";"45";4.02046076086513
"61007";"61169";"4";"40";4.02046076086513
"61007";"61169";"4";"55";4.02046076086513
"61007";"61169";"2";"30";4.02046076086513
"61007";"61169";"6";"55";4.02046076086513
"61007";"61169";"4";"40";4.02046076086513
"61007";"61169";"2";"50";4.02046076086513
"61007";"61169";"2";"50";4.02046076086513
"61007";"61169";"4";"35";4.02046076086513
"61007";"61169";"5";"40";4.02046076086513
"61007";"61169";"5";"35";4.02046076086513
"61007";"61169";"3";"60";4.02046076086513
"61007";"61169";"4";"25";4.02046076086513
"61007";"61169";"5";"40";4.02046076086513
"61007";"61169";"5";"45";4.02046076086513
"61007";"61169";"5";"45";4.02046076086513
"61007";"61169";"2";"60";4.02046076086513
"61007";"61169";"2";"40";4.02046076086513
"61007";"61169";"5";"40";4.02046076086513
"61007";"61169";"5";"20";4.02046076086513
"61007";"61169";"4";"55";4.02046076086513
"61007";"61169";"4";"55";4.02046076086513
"61007";"61169";"4";"45";4.02046076086513
"61007";"61169";"5";"25";4.02046076086513
"61007";"61169";"5";"25";4.02046076086513
"61007";"61169";"5";"35";4.02046076086513
"61007";"61169";"4";"30";4.02046076086513
"61007";"61169";"6";"60";4.02046076086513
"61007";"61169";"5";"30";4.02046076086513
"61007";"61169";"4";"30";4.02046076086513
"61007";"61169";"6";"55";4.02046076086513
"61007";"61169";"6";"40";4.02046076086513
"61007";"61169";"4";"45";4.02046076086513
"61007";"61169";"3";"40";4.02046076086513
"61007";"61169";"6";"40";4.02046076086513
"61007";"61169";"6";"25";4.02046076086513
"61007";"61169";"6";"45";4.02046076086513
"61007";"61169";"4";"45";4.02046076086513
"61007";"61169";"6";"50";4.02046076086513
"61007";"61169";"3";"35";4.02046076086513
"61007";"61169";"6";"55";4.02046076086513
"61007";"61169";"5";"40";4.02046076086513
"61007";"61169";"6";"55";4.02046076086513
"61007";"61169";"4";"25";4.02046076086513
"61007";"61169";"6";"50";4.02046076086513
"61007";"61169";"2";"60";4.02046076086513
"61007";"61169";"5";"50";4.02046076086513
"61007";"61169";"4";"50";4.02046076086513
"61007";"61169";"5";"20";4.02046076086513
"61007";"61169";"4";"40";4.02046076086513
"61007";"61169";"6";"45";4.02046076086513
"61007";"61169";"6";"45";4.02046076086513
"61007";"61169";"5";"35";4.02046076086513
"61007";"61169";"6";"20";4.02046076086513
"61007";"61169";"3";"40";4.02046076086513
"61007";"61169";"4";"55";4.02046076086513
"61007";"61169";"5";"20";4.02046076086513
"61007";"61169";"6";"30";4.02046076086513
"61007";"61169";"4";"55";4.02046076086513
"61007";"61169";"5";"55";4.02046076086513
"61007";"61169";"4";"40";4.02046076086513
"61007";"61169";"5";"40";4.02046076086513
"61007";"61169";"3";"35";4.02046076086513
"61007";"61169";"5";"40";4.02046076086513
"61007";"61169";"5";"60";4.02046076086513
"61007";"61169";"5";"35";4.02046076086513
"61007";"61169";"5";"25";4.02046076086513
"61007";"61169";"5";"50";4.02046076086513
"61007";"61169";"4";"40";4.02046076086513
"61007";"61169";"4";"20";4.02046076086513
"61007";"61169";"5";"55";4.02046076086513
"61007";"61200";"6";"45";4.02046076086513
"61007";"61218";"6";"45";4.02046076086513
"61007";"61218";"3";"35";4.02046076086513
"61007";"61218";"4";"20";4.02046076086513
"61007";"61243";"6";"35";4.02046076086513
"61007";"61243";"6";"35";4.02046076086513
"61007";"61278";"5";"35";4.02046076086513
"61007";"61278";"5";"20";4.02046076086513
"61007";"61297";"3";"35";4.02046076086513
"61007";"61303";"3";"45";4.02046076086513
"61007";"61313";"6";"15";4.02046076086513
"61007";"61391";"6";"50";4.02046076086513
"61007";"61391";"4";"55";4.02046076086513
"61007";"61391";"3";"45";4.02046076086513
"61007";"61391";"6";"45";4.02046076086513
"61007";"61391";"6";"60";4.02046076086513
"61007";"61391";"3";"30";4.02046076086513
"61007";"61391";"4";"45";4.02046076086513
"61007";"61391";"6";"45";4.02046076086513
"61007";"61391";"6";"50";4.02046076086513
"61007";"61391";"4";"45";4.02046076086513
"61007";"61391";"6";"40";4.02046076086513
"61007";"61391";"5";"40";4.02046076086513
"61007";"61391";"5";"55";4.02046076086513
"61007";"61407";"6";"35";4.02046076086513
"61007";"61407";"6";"40";4.02046076086513
"61007";"61445";"5";"55";4.02046076086513
"61007";"61447";"6";"20";4.02046076086513
"61007";"61447";"4";"50";4.02046076086513
"61007";"61447";"6";"35";4.02046076086513
"61007";"61447";"4";"25";4.02046076086513
"61007";"61463";"4";"25";4.02046076086513
"61007";"61465";"4";"25";4.02046076086513
"61007";"61465";"4";"25";4.02046076086513
"61007";"61465";"4";"55";4.02046076086513
"61007";"61478";"6";"20";4.02046076086513
"61007";"61486";"6";"45";4.02046076086513
"61007";"61486";"4";"30";4.02046076086513
"61007";"61486";"1";"20";4.02046076086513
"61007";"73227";"5";"20";4.02046076086513
"61007";"75113";"4";"60";4.02046076086513
"61007";"78621";"4";"40";4.02046076086513
"61007";"78621";"4";"55";4.02046076086513
"61007";"99999";"3";"45";4.02046076086513
"61008";"14092";"2";"30";4.08850624148171
"61008";"27038";"6";"35";4.08850624148171
"61008";"27108";"6";"45";4.08850624148171
"61008";"27108";"4";"45";4.08850624148171
"61008";"27108";"6";"40";4.08850624148171
"61008";"27112";"3";"55";4.08850624148171
"61008";"27502";"3";"30";4.08850624148171
"61008";"27679";"5";"40";4.08850624148171
"61008";"28180";"5";"35";4.08850624148171
"61008";"45004";"2";"40";4.08850624148171
"61008";"51559";"5";"15";4.08850624148171
"61008";"61001";"6";"50";4.08850624148171
"61008";"61006";"6";"50";4.08850624148171
"61008";"61008";"3";"55";4.08850624148171
"61008";"61008";"4";"55";4.08850624148171
"61008";"61008";"2";"40";4.08850624148171
"61008";"61008";"4";"45";4.08850624148171
"61008";"61008";"5";"60";4.08850624148171
"61008";"61008";"5";"55";4.08850624148171
"61008";"61008";"5";"25";4.08850624148171
"61008";"61008";"6";"50";4.08850624148171
"61008";"61008";"2";"50";4.08850624148171
"61008";"61008";"6";"55";4.08850624148171
"61008";"61008";"3";"45";4.08850624148171
"61008";"61008";"6";"45";2.66706759680914
"61008";"61008";"4";"55";4.08850624148171
"61008";"61008";"4";"50";4.08850624148171
"61008";"61008";"2";"50";4.08850624148171
"61008";"61008";"5";"55";4.08850624148171
"61008";"61008";"5";"20";4.08850624148171
"61008";"61008";"2";"60";4.08850624148171
"61008";"61008";"5";"25";4.08850624148171
"61008";"61008";"5";"55";4.08850624148171
"61008";"61008";"5";"20";4.08850624148171
"61008";"61008";"5";"25";4.08850624148171
"61008";"61008";"6";"40";4.08850624148171
"61008";"61008";"2";"40";4.08850624148171
"61008";"61008";"3";"45";4.08850624148171
"61008";"61008";"2";"50";4.08850624148171
"61008";"61008";"4";"35";4.08850624148171
"61008";"61008";"3";"60";4.08850624148171
"61008";"61008";"6";"55";4.08850624148171
"61008";"61008";"2";"40";4.08850624148171
"61008";"61150";"5";"40";4.08850624148171
"61008";"61150";"2";"45";4.08850624148171
"61008";"61151";"6";"35";4.08850624148171
"61008";"61167";"4";"35";4.08850624148171
"61008";"61167";"3";"35";4.08850624148171
"61008";"61181";"6";"55";4.08850624148171
"61008";"61181";"4";"50";4.08850624148171
"61008";"61214";"6";"25";4.08850624148171
"61008";"61214";"5";"30";4.08850624148171
"61008";"61214";"6";"30";4.08850624148171
"61008";"61214";"5";"45";4.08850624148171
"61008";"61214";"6";"50";4.08850624148171
"61008";"61214";"5";"50";4.08850624148171
"61008";"61214";"4";"45";4.08850624148171
"61008";"61214";"5";"55";4.08850624148171
"61008";"61214";"4";"40";4.08850624148171
"61008";"61214";"5";"45";4.08850624148171
"61008";"61214";"6";"55";4.08850624148171
"61008";"61214";"6";"45";4.08850624148171
"61008";"61214";"5";"30";4.08850624148171
"61008";"61214";"5";"60";4.08850624148171
"61008";"61214";"5";"50";4.08850624148171
"61008";"61214";"4";"20";4.08850624148171
"61008";"61214";"6";"45";4.08850624148171
"61008";"61214";"6";"35";4.08850624148171
"61008";"61214";"5";"35";4.08850624148171
"61008";"61214";"4";"50";4.08850624148171
"61008";"61214";"6";"30";4.08850624148171
"61008";"61214";"4";"55";4.08850624148171
"61008";"61214";"5";"40";4.08850624148171
"61008";"61214";"5";"55";4.08850624148171
"61008";"61293";"6";"50";4.08850624148171
"61008";"61293";"4";"30";4.08850624148171
"61008";"61342";"6";"30";4.08850624148171
"61008";"61342";"6";"30";4.08850624148171
"61008";"61342";"6";"35";4.08850624148171
"61008";"61342";"6";"45";4.08850624148171
"61008";"61342";"4";"35";4.08850624148171
"61008";"61342";"5";"20";4.08850624148171
"61008";"61342";"6";"35";4.08850624148171
"61008";"61342";"3";"35";4.08850624148171
"61008";"61342";"6";"30";4.08850624148171
"61008";"61342";"6";"55";4.08850624148171
"61008";"61389";"5";"25";4.08850624148171
"61008";"61389";"4";"50";4.08850624148171
"61008";"61414";"6";"45";4.08850624148171
"61008";"61423";"6";"20";4.08850624148171
"61008";"61429";"4";"50";4.08850624148171
"61008";"61429";"4";"45";4.08850624148171
"61008";"61429";"4";"20";4.08850624148171
"61008";"61440";"6";"45";4.08850624148171
"61008";"61440";"6";"25";4.08850624148171
"61008";"61456";"6";"40";4.08850624148171
"61008";"61456";"5";"45";4.08850624148171
"61008";"61456";"6";"45";4.08850624148171
"61008";"61456";"5";"30";4.08850624148171
"61008";"61457";"2";"85";4.08850624148171
"61008";"61457";"6";"55";4.08850624148171
"61008";"61457";"6";"55";4.08850624148171
"61008";"61461";"6";"40";4.08850624148171
"61008";"61464";"4";"40";4.08850624148171
"61008";"61491";"6";"50";4.08850624148171
"61008";"61491";"4";"45";4.08850624148171
"61008";"61491";"6";"60";4.08850624148171
"61008";"61493";"4";"45";4.08850624148171
"61008";"61508";"3";"55";4.08850624148171
"61008";"75102";"5";"65";4.08850624148171
"61008";"75111";"4";"40";4.08850624148171
"61008";"75111";"3";"50";4.08850624148171
"61008";"75113";"5";"20";4.08850624148171
"61008";"76231";"5";"20";4.08850624148171
"61008";"93073";"4";"45";4.08850624148171
"61009";"14457";"6";"45";4
"61009";"61006";"6";"35";4
"61009";"61006";"4";"40";4
"61009";"61006";"4";"40";4
"61009";"61006";"6";"55";4
"61009";"61006";"4";"30";4
"61009";"61006";"4";"45";4
"61009";"61006";"4";"55";4
"61009";"61006";"5";"50";4
"61009";"61006";"6";"35";4
"61009";"61006";"5";"35";4
"61009";"61006";"5";"15";4
"61009";"61009";"5";"50";4
"61009";"61009";"6";"30";4
"61009";"61009";"1";"25";4
"61009";"61009";"1";"30";4
"61009";"61009";"1";"45";4
"61009";"61055";"5";"30";4
"61009";"61083";"5";"35";4
"61009";"61153";"6";"35";4
"61009";"61181";"6";"45";4
"61009";"61316";"6";"50";4
"61009";"61339";"4";"50";4
"61009";"61473";"6";"20";4
"61009";"61494";"5";"55";4
"61009";"61494";"5";"35";4
"61009";"61494";"4";"30";4
"61009";"61496";"5";"30";4
"61009";"61508";"4";"25";4
"61010";"14137";"4";"45";4
"61010";"14371";"5";"40";4
"61010";"14478";"5";"50";4
"61010";"53245";"6";"50";4
"61010";"61006";"6";"55";4
"61010";"61010";"1";"50";4
"61010";"61010";"1";"20";4
"61010";"61010";"5";"20";4
"61010";"61010";"5";"50";4
"61010";"61508";"4";"45";4
"61011";"14174";"5";"40";3.96244131455399
"61011";"14174";"6";"50";3.96244131455399
"61011";"14174";"4";"45";3.96244131455399
"61011";"22093";"2";"55";3.96244131455399
"61011";"61007";"5";"35";3.96244131455399
"61011";"61007";"3";"45";3.96244131455399
"61011";"61007";"5";"30";3.96244131455399
"61011";"61007";"6";"40";3.96244131455399
"61011";"61007";"6";"45";3.96244131455399
"61011";"61007";"6";"25";3.96244131455399
"61011";"61011";"2";"55";3.96244131455399
"61011";"61011";"5";"45";3.96244131455399
"61011";"61070";"3";"20";3.96244131455399
"61011";"61070";"6";"40";3.96244131455399
"61011";"61070";"5";"35";3.96244131455399
"61011";"61145";"4";"35";3.96244131455399
"61011";"61169";"4";"30";3.96244131455399
"61011";"61169";"4";"45";3.96244131455399
"61011";"61169";"4";"35";3.96244131455399
"61011";"61169";"4";"30";3.96244131455399
"61011";"61169";"4";"35";3.96244131455399
"61011";"61169";"3";"45";3.96244131455399
"61011";"61169";"4";"40";3.96244131455399
"61011";"61169";"2";"45";3.96244131455399
"61011";"61169";"6";"35";3.96244131455399
"61011";"61169";"4";"30";3.96244131455399
"61011";"61169";"4";"45";3.96244131455399
"61011";"61169";"5";"40";3.96244131455399
"61011";"61169";"3";"50";3.96244131455399
"61011";"61169";"5";"55";3.96244131455399
"61011";"61169";"4";"35";3.96244131455399
"61011";"61169";"5";"40";3.96244131455399
"61011";"61278";"6";"30";3.96244131455399
"61011";"61391";"6";"35";3.96244131455399
"61011";"61391";"6";"40";3.96244131455399
"61011";"61391";"5";"35";3.96244131455399
"61011";"61391";"6";"45";3.96244131455399
"61011";"61391";"6";"50";3.96244131455399
"61011";"61391";"5";"45";3.96244131455399
"61011";"61391";"6";"50";3.96244131455399
"61011";"61391";"6";"40";3.96244131455399
"61011";"61483";"5";"35";3.96244131455399
"61012";"61001";"3";"45";4.12269938650307
"61012";"61012";"4";"55";4.12269938650307
"61012";"61012";"2";"55";4.12269938650307
"61012";"61012";"1";"45";4.12269938650307
"61012";"61012";"3";"45";4.12269938650307
"61012";"61012";"6";"35";4.12269938650307
"61012";"61012";"6";"50";4.12269938650307
"61012";"61012";"1";"70";4.12269938650307
"61012";"61012";"6";"20";4.12269938650307
"61012";"61012";"4";"25";4.12269938650307
"61012";"61150";"6";"25";4.12269938650307
"61012";"61191";"6";"35";4.12269938650307
"61012";"61214";"4";"40";4.12269938650307
"61012";"61244";"6";"50";4.12269938650307
"61012";"61342";"6";"20";4.12269938650307
"61012";"61342";"6";"35";4.12269938650307
"61012";"61343";"5";"25";4.12269938650307
"61012";"61422";"5";"35";4.12269938650307
"61012";"61457";"5";"35";4.12269938650307
"61013";"35352";"4";"25";4.02162162162162
"61013";"61001";"3";"25";4.02162162162162
"61013";"61001";"5";"40";4.02162162162162
"61013";"61006";"2";"35";4.02162162162162
"61013";"61013";"1";"50";4.02162162162162
"61013";"61013";"1";"60";4.02162162162162
"61013";"61015";"2";"30";4.02162162162162
"61013";"61051";"5";"25";4.02162162162162
"61013";"61156";"4";"25";4.02162162162162
"61013";"61224";"6";"20";4.02162162162162
"61013";"61258";"6";"30";4.02162162162162
"61013";"61258";"4";"50";4.02162162162162
"61013";"61258";"5";"35";4.02162162162162
"61013";"61310";"5";"35";4.02162162162162
"61013";"61343";"4";"25";4.02162162162162
"61013";"61414";"5";"35";4.02162162162162
"61013";"61464";"5";"15";4.02162162162162
"61014";"14117";"3";"55";4
"61014";"14118";"3";"55";4
"61014";"14258";"4";"45";4
"61014";"35240";"4";"45";4
"61014";"61001";"6";"40";4
"61014";"61001";"6";"40";4
"61014";"61006";"4";"55";4
"61014";"61006";"4";"55";4
"61014";"61006";"5";"40";4
"61014";"61006";"5";"45";4
"61014";"61006";"5";"35";4
"61014";"61006";"4";"45";4
"61014";"61006";"5";"30";4
"61014";"61006";"5";"55";4
"61014";"61006";"6";"20";4
"61014";"61006";"6";"45";4
"61014";"61006";"4";"20";4
"61014";"61014";"6";"55";4
"61014";"61014";"2";"35";4
"61014";"61014";"5";"50";4
"61014";"61014";"4";"50";4
"61014";"61190";"6";"15";4
"61014";"61464";"5";"35";4
"61014";"61496";"6";"50";4
"61015";"53161";"5";"60";4
"61015";"61001";"3";"30";4
"61015";"61001";"4";"35";4
"61015";"61001";"6";"45";4
"61015";"61015";"1";"45";4
"61015";"61015";"6";"25";4
"61015";"61015";"6";"55";4
"61015";"61015";"1";"40";4
"61015";"61015";"6";"20";4
"61015";"61015";"1";"45";4
"61015";"61015";"5";"60";4
"61015";"61015";"1";"40";4
"61015";"61098";"2";"30";4
"61015";"61165";"4";"35";4
"61015";"61168";"3";"35";4
"61015";"61181";"5";"25";4
"61015";"61181";"4";"45";4
"61015";"61294";"4";"50";4
"61015";"61389";"5";"20";4
"61015";"61464";"4";"50";4
"61015";"61464";"5";"20";4
"61015";"61464";"2";"40";4
"61015";"61464";"5";"45";4
"61015";"61464";"4";"40";4
"61015";"61464";"5";"35";4
"61015";"61464";"4";"30";4
"61015";"94065";"4";"50";4
"61016";"61001";"6";"15";3.91666666666667
"61016";"61016";"2";"45";3.91666666666667
"61016";"61016";"2";"40";3.91666666666667
"61016";"61016";"2";"40";3.91666666666667
"61016";"61016";"5";"35";3.91666666666667
"61016";"61214";"6";"40";3.91666666666667
"61016";"61293";"3";"45";3.91666666666667
"61016";"61345";"6";"50";3.91666666666667
"61016";"61414";"6";"50";3.91666666666667
"61016";"61491";"4";"40";3.91666666666667
"61016";"92064";"4";"55";3.91666666666667
"61017";"50129";"6";"50";4.06060606060606
"61017";"61017";"1";"40";4.06060606060606
"61017";"61017";"4";"35";4.06060606060606
"61017";"61017";"5";"45";4.06060606060606
"61017";"61181";"5";"55";4.06060606060606
"61017";"61464";"4";"35";4.06060606060606
"61017";"75107";"4";"45";4.06060606060606
"61017";"75118";"4";"40";4.06060606060606
"61018";"14740";"6";"45";3.76811594202899
"61018";"14740";"5";"45";3.76811594202899
"61018";"61018";"1";"50";3.76811594202899
"61018";"61018";"6";"50";3.76811594202899
"61018";"61018";"1";"45";3.76811594202899
"61018";"61460";"5";"45";3.76811594202899
"61019";"61019";"1";"45";4
"61019";"61019";"1";"40";4
"61019";"61310";"5";"30";4
"61019";"61310";"5";"55";4
"61019";"61315";"6";"40";4
"61019";"75104";"5";"55";4
"61020";"14327";"5";"40";4
"61020";"61001";"4";"20";4
"61020";"61001";"4";"45";4
"61020";"61001";"4";"25";4
"61020";"61006";"6";"50";4
"61020";"61006";"4";"40";4
"61020";"61006";"5";"35";4
"61020";"61006";"5";"45";4
"61020";"61020";"2";"70";4
"61020";"61020";"6";"55";4
"61020";"61020";"6";"20";4
"61020";"61020";"1";"25";4
"61020";"61020";"1";"40";4
"61020";"61020";"1";"40";4
"61020";"61020";"1";"30";4
"61020";"61063";"6";"45";4
"61020";"61074";"6";"50";4
"61020";"61153";"4";"45";4
"61020";"61153";"6";"20";4
"61020";"61153";"4";"55";4
"61020";"61153";"3";"50";4
"61020";"61168";"3";"50";4
"61020";"61168";"3";"40";4
"61020";"61303";"6";"45";4
"61020";"61341";"4";"45";4
"61020";"61397";"2";"60";4
"61020";"61462";"3";"55";4
"61020";"61503";"2";"35";4
"61020";"95127";"5";"40";4
"61021";"53127";"6";"30";4.09022556390977
"61021";"61021";"1";"30";4.09022556390977
"61021";"61021";"1";"40";4.09022556390977
"61021";"61021";"1";"50";4.09022556390977
"61021";"61021";"5";"55";4.09022556390977
"61021";"61096";"6";"55";4.09022556390977
"61021";"61145";"6";"30";4.09022556390977
"61021";"61168";"6";"35";4.09022556390977
"61021";"61169";"6";"35";4.09022556390977
"61021";"61169";"6";"30";4.09022556390977
"61023";"14098";"6";"55";3.9935379644588
"61023";"14327";"3";"35";3.9935379644588
"61023";"14437";"5";"40";3.9935379644588
"61023";"14437";"6";"40";3.9935379644588
"61023";"14654";"6";"55";3.9935379644588
"61023";"27056";"4";"40";3.9935379644588
"61023";"61001";"4";"45";3.9935379644588
"61023";"61006";"4";"30";3.9935379644588
"61023";"61006";"2";"45";3.9935379644588
"61023";"61006";"4";"30";3.9935379644588
"61023";"61006";"3";"35";3.9935379644588
"61023";"61006";"6";"40";3.9935379644588
"61023";"61006";"2";"55";3.9935379644588
"61023";"61006";"3";"35";3.9935379644588
"61023";"61006";"4";"45";3.9935379644588
"61023";"61006";"3";"30";3.9935379644588
"61023";"61006";"6";"50";3.9935379644588
"61023";"61006";"6";"40";3.9935379644588
"61023";"61006";"6";"45";3.9935379644588
"61023";"61006";"3";"40";3.9935379644588
"61023";"61006";"5";"45";3.9935379644588
"61023";"61006";"6";"50";3.9935379644588
"61023";"61006";"4";"50";3.9935379644588
"61023";"61006";"3";"30";3.9935379644588
"61023";"61006";"6";"40";3.9935379644588
"61023";"61006";"2";"30";3.9935379644588
"61023";"61006";"4";"30";3.9935379644588
"61023";"61006";"5";"40";3.9935379644588
"61023";"61006";"6";"55";3.9935379644588
"61023";"61006";"5";"35";3.9935379644588
"61023";"61006";"6";"50";3.9935379644588
"61023";"61006";"5";"45";3.9935379644588
"61023";"61006";"6";"50";3.9935379644588
"61023";"61023";"1";"30";3.9935379644588
"61023";"61023";"5";"45";3.9935379644588
"61023";"61023";"1";"55";3.9935379644588
"61023";"61023";"5";"45";3.9935379644588
"61023";"61023";"4";"45";3.9935379644588
"61023";"61023";"4";"45";3.9935379644588
"61023";"61023";"2";"40";3.9935379644588
"61023";"61023";"2";"35";3.9935379644588
"61023";"61023";"1";"65";3.9935379644588
"61023";"61023";"5";"60";3.9935379644588
"61023";"61023";"6";"45";3.9935379644588
"61023";"61023";"5";"40";3.9935379644588
"61023";"61071";"4";"50";3.9935379644588
"61023";"61138";"6";"35";3.9935379644588
"61023";"61138";"6";"40";3.9935379644588
"61023";"61176";"5";"55";3.9935379644588
"61023";"61294";"4";"35";3.9935379644588
"61023";"61303";"6";"40";3.9935379644588
"61023";"61303";"6";"45";3.9935379644588
"61023";"61316";"6";"40";3.9935379644588
"61023";"61339";"6";"40";3.9935379644588
"61023";"61462";"6";"40";3.9935379644588
"61023";"61494";"6";"50";3.9935379644588
"61023";"61508";"3";"25";3.9935379644588
"61024";"14118";"3";"30";3.98179059180577
"61024";"14258";"4";"40";3.98179059180577
"61024";"14327";"3";"30";3.98179059180577
"61024";"14762";"4";"35";3.98179059180577
"61024";"61007";"2";"35";3.98179059180577
"61024";"61007";"4";"35";3.98179059180577
"61024";"61007";"6";"30";3.98179059180577
"61024";"61007";"6";"30";3.98179059180577
"61024";"61024";"5";"45";3.98179059180577
"61024";"61024";"5";"50";3.98179059180577
"61024";"61024";"2";"50";3.98179059180577
"61024";"61024";"1";"55";3.98179059180577
"61024";"61024";"1";"40";3.98179059180577
"61024";"61024";"2";"35";3.98179059180577
"61024";"61024";"2";"35";3.98179059180577
"61024";"61024";"5";"40";3.98179059180577
"61024";"61024";"1";"50";3.98179059180577
"61024";"61024";"1";"55";3.98179059180577
"61024";"61024";"1";"50";3.98179059180577
"61024";"61024";"2";"55";3.98179059180577
"61024";"61024";"2";"35";3.98179059180577
"61024";"61024";"6";"25";3.98179059180577
"61024";"61024";"1";"35";3.98179059180577
"61024";"61024";"1";"55";3.98179059180577
"61024";"61093";"4";"35";3.98179059180577
"61024";"61135";"4";"25";3.98179059180577
"61024";"61145";"4";"35";3.98179059180577
"61024";"61145";"4";"35";3.98179059180577
"61024";"61148";"6";"25";3.98179059180577
"61024";"61163";"4";"30";3.98179059180577
"61024";"61163";"5";"45";3.98179059180577
"61024";"61168";"4";"35";3.98179059180577
"61024";"61168";"5";"35";3.98179059180577
"61024";"61168";"4";"45";3.98179059180577
"61024";"61168";"5";"20";3.98179059180577
"61024";"61168";"5";"40";3.98179059180577
"61024";"61168";"5";"45";3.98179059180577
"61024";"61169";"5";"20";3.98179059180577
"61024";"61169";"5";"45";3.98179059180577
"61024";"61169";"6";"45";3.98179059180577
"61024";"61169";"5";"35";3.98179059180577
"61024";"61169";"6";"35";3.98179059180577
"61024";"61169";"5";"35";3.98179059180577
"61024";"61169";"6";"40";3.98179059180577
"61024";"61169";"5";"40";3.98179059180577
"61024";"61169";"4";"25";3.98179059180577
"61024";"61169";"4";"45";3.98179059180577
"61024";"61169";"4";"45";3.98179059180577
"61024";"61169";"6";"35";3.98179059180577
"61024";"61169";"6";"30";3.98179059180577
"61024";"61169";"6";"40";3.98179059180577
"61024";"61169";"4";"20";3.98179059180577
"61024";"61169";"5";"45";3.98179059180577
"61024";"61169";"6";"30";3.98179059180577
"61024";"61169";"5";"40";3.98179059180577
"61024";"61169";"5";"40";3.98179059180577
"61024";"61169";"6";"35";3.98179059180577
"61024";"61169";"6";"45";3.98179059180577
"61024";"61169";"6";"35";3.98179059180577
"61024";"61218";"6";"35";3.98179059180577
"61024";"61222";"6";"30";3.98179059180577
"61024";"61232";"3";"40";3.98179059180577
"61024";"61243";"6";"35";3.98179059180577
"61024";"61278";"6";"45";3.98179059180577
"61024";"61278";"6";"25";3.98179059180577
"61024";"61362";"4";"35";3.98179059180577
"61024";"61391";"6";"40";3.98179059180577
"61024";"61407";"5";"25";3.98179059180577
"61024";"61466";"5";"45";3.98179059180577
"61024";"61486";"4";"35";3.98179059180577
"61024";"61486";"6";"45";3.98179059180577
"61025";"27638";"6";"25";4
"61025";"53003";"6";"25";4
"61025";"53127";"6";"50";4
"61025";"53127";"6";"30";4
"61025";"53127";"6";"25";4
"61025";"53147";"6";"50";4
"61025";"53147";"5";"20";4
"61025";"61025";"1";"45";4
"61025";"61025";"2";"55";4
"61025";"61025";"6";"45";4
"61025";"61025";"2";"50";4
"61025";"61025";"1";"55";4
"61025";"61025";"2";"50";4
"61025";"61025";"2";"50";4
"61025";"61025";"1";"55";4
"61025";"61025";"6";"20";4
"61025";"61025";"6";"20";4
"61025";"61025";"1";"35";4
"61025";"61025";"1";"40";4
"61025";"61025";"1";"30";4
"61025";"61025";"1";"40";4
"61025";"61025";"2";"50";4
"61025";"61075";"6";"30";4
"61025";"61075";"2";"25";4
"61025";"61075";"6";"30";4
"61025";"61096";"5";"30";4
"61025";"61096";"5";"20";4
"61025";"61096";"6";"30";4
"61025";"61096";"6";"45";4
"61025";"61096";"5";"15";4
"61025";"61096";"6";"35";4
"61025";"61096";"5";"40";4
"61025";"61135";"6";"55";4
"61025";"61135";"6";"40";4
"61025";"61135";"4";"40";4
"61025";"61135";"4";"25";4
"61025";"61135";"1";"75";4
"61025";"61145";"5";"25";4
"61025";"61145";"6";"55";4
"61025";"61145";"4";"50";4
"61025";"61145";"2";"50";4
"61025";"61145";"5";"55";4
"61025";"61145";"5";"45";4
"61025";"61145";"5";"50";4
"61025";"61168";"5";"50";4
"61025";"61168";"6";"40";4
"61025";"61169";"5";"50";4
"61025";"61169";"4";"20";4
"61025";"61169";"5";"50";4
"61025";"61380";"1";"30";4
"61025";"61421";"2";"30";4
"61025";"61483";"5";"30";4
