"CODGEO";"LIBGEO";"P12_POP";"SUPERF";"typoA";"typoB"
"63343";"Saint-Flour";263;9;"CLASSE 4";"E"
"63344";"Saint-Gal-sur-Sioule";127;10;"CLASSE 1";"A"
"63345";"Saint-Genès-Champanelle";3277;52;"CLASSE 1";"F"
"63346";"Saint-Genès-Champespe";227;32;"CLASSE 4";"D"
"63347";"Saint-Genès-du-Retz";498;8;"CLASSE 1";"D"
"63348";"Saint-Genès-la-Tourette";182;18;"CLASSE 5";"C"
"63349";"Saint-Georges-de-Mons";2050;34;"CLASSE 1";"D"
"63350";"Saint-Georges-sur-Allier";1194;9;"CLASSE 5";"C"
"63351";"Saint-Germain-près-Herment";78;17;"CLASSE 4";"B"
"63352";"Saint-Germain-Lembron";1881;16;"CLASSE 5";"F"
"63353";"Saint-Germain-l'Herm";483;37;"CLASSE 5";"D"
"63354";"Saint-Gervais-d'Auvergne";1324;47;"CLASSE 1";"F"
"63355";"Saint-Gervais-sous-Meymont";269;10;"CLASSE 2";"A"
"63356";"Saint-Gervazy";312;14;"CLASSE 2";"C"
"63357";"Saint-Hérent";97;13;"CLASSE 4";"B"
"63358";"Saint-Hilaire-la-Croix";312;16;"CLASSE 2";"E"
"63359";"Saint-Hilaire-les-Monges";101;11;"CLASSE 4";"F"
"63360";"Saint-Hilaire";187;18;"CLASSE 4";"A"
"63362";"Saint-Ignat";815;15;"CLASSE 1";"B"
"63363";"Saint-Jacques-d'Ambur";282;20;"CLASSE 2";"A"
"63364";"Saint-Jean-d'Heurs";644;11;"CLASSE 4";"D"
"63365";"Saint-Jean-des-Ollières";471;20;"CLASSE 5";"F"
"63366";"Saint-Jean-en-Val";352;12;"CLASSE 3";"B"
"63367";"Saint-Jean-Saint-Gervais";110;14;"CLASSE 1";"C"
"63368";"Saint-Julien-de-Coppel";1180;22;"CLASSE 5";"A"
"63369";"Saint-Julien-la-Geneste";130;12;"CLASSE 4";"D"
"63370";"Saint-Julien-Puy-Lavèze";390;29;"CLASSE 2";"A"
"63371";"Saint-Just";173;19;"CLASSE 5";"D"
"63372";"Saint-Laure";585;7;"CLASSE 5";"C"
"63373";"Saint-Maigner";195;19;"CLASSE 3";"D"
"63374";"Saint-Martin-des-Olmes";263;17;"CLASSE 1";"E"
"63375";"Saint-Martin-des-Plains";143;4;"CLASSE 5";"F"
"63376";"Saint-Martin-d'Ollières";145;14;"CLASSE 4";"B"
"63377";"Saint-Maurice-près-Pionsat";365;31;"CLASSE 3";"C"
"63378";"Saint-Maurice";813;5;"CLASSE 2";"E"
"63379";"Saint-Myon";450;6;"CLASSE 5";"D"
"63380";"Saint-Nectaire";726;33;"CLASSE 4";"E"
"63381";"Saint-Ours";1631;56;"CLASSE 2";"E"
"63382";"Saint-Pardoux";436;16;"CLASSE 4";"B"
"63383";"Saint-Pierre-Colamine";238;17;"CLASSE 3";"A"
"63384";"Saint-Pierre-la-Bourlhonne";128;12;"CLASSE 4";"A"
"63385";"Saint-Pierre-le-Chastel";385;17;"CLASSE 3";"B"
"63386";"Saint-Pierre-Roche";421;17;"CLASSE 4";"A"
"63387";"Saint-Priest-Bramefant";904;19;"CLASSE 1";"B"
"63388";"Saint-Priest-des-Champs";741;45;"CLASSE 5";"D"
"63389";"Saint-Quentin-sur-Sauxillang";96;8;"CLASSE 1";"D"
"63390";"Saint-Quintin-sur-Sioule";348;14;"CLASSE 5";"D"
"63391";"Saint-Rémy-de-Blot";232;15;"CLASSE 5";"E"
"63392";"Saint-Rémy-de-Chargnat";545;6;"CLASSE 3";"E"
"63393";"Saint-Rémy-sur-Durolle";1831;18;"CLASSE 2";"F"
"63394";"Saint-Romain";233;16;"CLASSE 3";"D"
"63395";"Saint-Sandoux";916;10;"CLASSE 3";"E"
"63396";"Saint-Saturnin";1024;17;"CLASSE 5";"A"
"63397";"Saint-Sauves-d'Auvergne";1123;50;"CLASSE 4";"A"
"63398";"Saint-Sauveur-la-Sagne";109;8;"CLASSE 4";"C"
"63399";"Saint-Sulpice";90;18;"CLASSE 4";"C"
"63400";"Saint-Sylvestre-Pragoulin";1087;24;"CLASSE 5";"C"
"63401";"Saint-Victor-la-Rivière";240;19;"CLASSE 5";"B"
"63402";"Saint-Victor-Montvianeix";244;45;"CLASSE 5";"E"
"63403";"Saint-Vincent";425;6;"CLASSE 5";"A"
"63404";"Saint-Yvoine";548;9;"CLASSE 1";"C"
"63405";"Sallèdes";585;19;"CLASSE 3";"F"
"63406";"Sardon";321;8;"CLASSE 3";"C"
"63407";"Saulzet-le-Froid";264;28;"CLASSE 1";"E"
"63408";"Sauret-Besserve";176;10;"CLASSE 3";"A"
"63409";"Saurier";239;8;"CLASSE 2";"C"
"63410";"Sauvagnat";135;24;"CLASSE 4";"D"
"63411";"Sauvagnat-Sainte-Marthe";501;6;"CLASSE 2";"F"
"63412";"Sauvessanges";511;33;"CLASSE 1";"D"
"63413";"La Sauvetat";679;8;"CLASSE 5";"B"
"63414";"Sauviat";526;16;"CLASSE 2";"D"
"63415";"Sauxillanges";1194;25;"CLASSE 3";"D"
"63416";"Savennes";88;17;"CLASSE 4";"B"
"63417";"Sayat";2155;8;"CLASSE 4";"A"
"63418";"Sermentizon";556;18;"CLASSE 4";"B"
"63419";"Servant";524;27;"CLASSE 2";"B"
"63420";"Seychalles";668;9;"CLASSE 4";"C"
"63421";"Singles";166;20;"CLASSE 3";"A"
"63422";"Solignat";474;11;"CLASSE 3";"E"
"63423";"Sugères";605;21;"CLASSE 1";"C"
"63424";"Surat";552;9;"CLASSE 5";"C"
"63425";"Tallende";1568;6;"CLASSE 4";"A"
"63426";"Tauves";776;34;"CLASSE 3";"D"
"63427";"Teilhède";418;12;"CLASSE 1";"C"
"63428";"Teilhet";299;19;"CLASSE 4";"C"
"63429";"Ternant-les-Eaux";41;4;"CLASSE 2";"F"
"63430";"Thiers";11217;44;"CLASSE 1";"C"
"63431";"Thiolières";169;5;"CLASSE 4";"A"
"63432";"Thuret";849;17;"CLASSE 1";"D"
"63433";"Tortebesse";56;12;"CLASSE 4";"C"
"63434";"Tours-sur-Meymont";531;18;"CLASSE 1";"D"
"63435";"Tourzel-Ronzières";252;12;"CLASSE 2";"F"
"63436";"Tralaigues";86;5;"CLASSE 1";"D"
"63437";"Trémouille-Saint-Loup";133;12;"CLASSE 1";"E"
"63438";"Trézioux";471;17;"CLASSE 1";"F"
"63439";"Usson";267;5;"CLASSE 5";"D"
"63440";"Valbeleix";141;22;"CLASSE 4";"D"
"63441";"Valcivières";211;33;"CLASSE 2";"F"
"63442";"Valz-sous-Châteauneuf";57;5;"CLASSE 3";"A"
"63443";"Varennes-sur-Morge";417;5;"CLASSE 1";"D"
"63444";"Varennes-sur-Usson";263;6;"CLASSE 2";"E"
"63445";"Vassel";261;3;"CLASSE 2";"C"
"63446";"Vensat";455;16;"CLASSE 1";"F"
"63447";"Vergheas";81;7;"CLASSE 1";"F"
"63448";"Vernet-la-Varenne";704;35;"CLASSE 2";"F"
"63449";"Le Vernet-Sainte-Marguerite";302;25;"CLASSE 3";"B"
"63450";"Verneugheol";249;34;"CLASSE 2";"A"
"63451";"Vernines";381;18;"CLASSE 5";"F"
"63452";"Verrières";78;3;"CLASSE 5";"D"
"63453";"Vertaizon";3184;13;"CLASSE 5";"A"
"63454";"Vertolaye";566;11;"CLASSE 2";"E"
"63455";"Veyre-Monton";3464;12;"CLASSE 1";"A"
"63456";"Vichel";298;6;"CLASSE 5";"E"
"63457";"Vic-le-Comte";4910;18;"CLASSE 4";"C"
"63458";"Villeneuve";164;4;"CLASSE 2";"E"
"63459";"Villeneuve-les-Cerfs";522;10;"CLASSE 2";"A"
"63460";"Villosanges";342;33;"CLASSE 5";"F"
"63461";"Vinzelles";336;13;"CLASSE 3";"F"
"63462";"Virlet";275;17;"CLASSE 5";"E"
"63463";"Viscomtat";575;25;"CLASSE 5";"F"
"63464";"Vitrac";337;13;"CLASSE 3";"E"
"63465";"Viverols";410;13;"CLASSE 3";"F"
"63466";"Vodable";203;12;"CLASSE 2";"E"
"63467";"Voingt";50;6;"CLASSE 2";"A"
"63468";"Vollore-Montagne";305;21;"CLASSE 2";"C"
"63469";"Vollore-Ville";746;30;"CLASSE 3";"A"
"63470";"Volvic";4462;28;"CLASSE 5";"B"
"63471";"Youx";975;19;"CLASSE 3";"B"
"63472";"Yronde-et-Buron";670;15;"CLASSE 4";"A"
"63473";"Yssac-la-Tourette";359;2;"CLASSE 3";"A"
"64001";"Aast";183;5;"CLASSE 5";"C"
"64002";"Abère";156;6;"CLASSE 1";"C"
"64003";"Abidos";233;3;"CLASSE 5";"D"
"64004";"Abitain";98;7;"CLASSE 3";"C"
"64005";"Abos";520;8;"CLASSE 2";"B"
"64006";"Accous";442;61;"CLASSE 1";"E"
"64007";"Agnos";910;9;"CLASSE 4";"D"
"64008";"Ahaxe-Alciette-Bascassan";283;15;"CLASSE 5";"F"
"64009";"Ahetze";1899;11;"CLASSE 5";"B"
"64010";"Aïcirits-Camou-Suhast";656;10;"CLASSE 2";"C"
"64011";"Aincille";129;6;"CLASSE 4";"F"
"64012";"Ainharp";143;14;"CLASSE 3";"E"
"64013";"Ainhice-Mongelos";157;10;"CLASSE 5";"A"
"64014";"Ainhoa";669;16;"CLASSE 1";"D"
"64015";"Alçay-Alçabéhéty-Sunharette";228;34;"CLASSE 1";"C"
"64016";"Aldudes";338;23;"CLASSE 2";"A"
"64017";"Alos-Sibas-Abense";303;6;"CLASSE 1";"F"
"64018";"Amendeuix-Oneix";428;8;"CLASSE 3";"F"
"64019";"Amorots-Succos";235;15;"CLASSE 4";"B"
"64020";"Ance";234;10;"CLASSE 2";"C"
"64021";"Andoins";622;12;"CLASSE 2";"D"
"64022";"Andrein";135;8;"CLASSE 5";"E"
"64023";"Angaïs";852;6;"CLASSE 2";"B"
"64024";"Anglet";39223;27;"CLASSE 2";"B"
"64025";"Angous";114;6;"CLASSE 3";"C"
"64026";"Anhaux";344;12;"CLASSE 2";"D"
"64027";"Anos";185;2;"CLASSE 3";"F"
"64028";"Anoye";153;10;"CLASSE 2";"D"
"64029";"Aramits";678;30;"CLASSE 2";"C"
"64031";"Arancou";134;5;"CLASSE 4";"D"
"64032";"Araujuzon";207;7;"CLASSE 1";"A"
"64033";"Araux";134;5;"CLASSE 3";"B"
"64034";"Arbérats-Sillègue";296;5;"CLASSE 2";"C"
"64035";"Arbonne";2075;11;"CLASSE 1";"C"
"64036";"Arbouet-Sussaute";296;15;"CLASSE 5";"F"
"64037";"Arbus";1106;14;"CLASSE 5";"A"
"64038";"Arcangues";3133;17;"CLASSE 2";"B"
"64039";"Aren";244;7;"CLASSE 1";"C"
"64040";"Arette";1068;92;"CLASSE 2";"E"
"64041";"Aressy";638;2;"CLASSE 4";"E"
"64042";"Argagnon";729;9;"CLASSE 2";"D"
"64043";"Argelos";250;6;"CLASSE 4";"F"
"64044";"Arget";89;4;"CLASSE 2";"B"
"64045";"Arhansus";71;5;"CLASSE 5";"D"
"64046";"Armendarits";391;17;"CLASSE 3";"D"
"64047";"Arnéguy";235;21;"CLASSE 3";"A"
"64048";"Arnos";80;6;"CLASSE 4";"C"
"64049";"Aroue-Ithorots-Olhaïby";247;18;"CLASSE 2";"C"
"64050";"Arrast-Larrebieu";96;8;"CLASSE 5";"C"
"64051";"Arraute-Charritte";388;23;"CLASSE 2";"B"
"64052";"Arricau-Bordes";107;8;"CLASSE 1";"F"
"64053";"Arrien";160;4;"CLASSE 2";"A"
"64054";"Arros-de-Nay";829;13;"CLASSE 3";"E"
"64056";"Arrosès";147;10;"CLASSE 5";"E"
"64057";"Arthez-de-Béarn";1835;28;"CLASSE 2";"F"
"64058";"Arthez-d'Asson";511;7;"CLASSE 2";"C"
"64059";"Artigueloutan";999;8;"CLASSE 4";"A"
"64060";"Artiguelouve";1595;11;"CLASSE 2";"F"
"64061";"Artix";3556;9;"CLASSE 3";"A"
"64062";"Arudy";2185;28;"CLASSE 3";"B"
"64063";"Arzacq-Arraziguet";1026;15;"CLASSE 4";"D"
"64064";"Asasp-Arros";487;24;"CLASSE 1";"C"
"64065";"Ascain";4156;19;"CLASSE 3";"A"
"64066";"Ascarat";313;6;"CLASSE 2";"F"
"64067";"Assat";1776;9;"CLASSE 3";"E"
"64068";"Asson";2042;83;"CLASSE 5";"B"
"64069";"Aste-Béon";275;19;"CLASSE 2";"A"
"64070";"Astis";312;3;"CLASSE 5";"F"
"64071";"Athos-Aspis";187;6;"CLASSE 2";"D"
"64072";"Aubertin";657;17;"CLASSE 4";"A"
"64073";"Aubin";254;6;"CLASSE 3";"D"
"64074";"Aubous";52;4;"CLASSE 3";"C"
"64075";"Audaux";178;7;"CLASSE 2";"B"
"64077";"Auga";141;4;"CLASSE 2";"D"
"64078";"Auriac";244;5;"CLASSE 3";"F"
"64079";"Aurions-Idernes";104;6;"CLASSE 4";"F"
"64080";"Aussevielle";784;3;"CLASSE 4";"A"
"64081";"Aussurucq";249;47;"CLASSE 5";"F"
"64082";"Auterrive";118;3;"CLASSE 3";"E"
"64083";"Autevielle-Saint-Martin-Bide";212;6;"CLASSE 3";"F"
"64084";"Aydie";130;8;"CLASSE 1";"D"
"64085";"Aydius";98;35;"CLASSE 4";"B"
"64086";"Ayherre";992;28;"CLASSE 4";"B"
"64087";"Baigts-de-Béarn";824;14;"CLASSE 3";"B"
"64088";"Balansun";279;11;"CLASSE 2";"F"
"64089";"Baleix";147;6;"CLASSE 5";"E"
"64090";"Baliracq-Maumusson";145;6;"CLASSE 3";"D"
"64091";"Baliros";386;4;"CLASSE 5";"C"
"64092";"Banca";332;50;"CLASSE 3";"D"
"64093";"Barcus";693;47;"CLASSE 4";"D"
"64094";"Bardos";1672;43;"CLASSE 4";"F"
"64095";"Barinque";605;9;"CLASSE 3";"A"
"64096";"Barraute-Camu";161;4;"CLASSE 3";"D"
"64097";"Barzun";597;8;"CLASSE 1";"E"
"64098";"Bassillon-Vauzé";72;5;"CLASSE 2";"A"
"64099";"Bastanès";102;5;"CLASSE 4";"F"
"64100";"Bassussarry";2490;7;"CLASSE 4";"A"
"64101";"Baudreix";526;2;"CLASSE 5";"C"
"64102";"Bayonne";45855;22;"CLASSE 2";"E"
"64103";"Bédeille";198;4;"CLASSE 5";"E"
"64104";"Bedous";571;12;"CLASSE 5";"C"
"64105";"Béguios";252;11;"CLASSE 3";"E"
"64106";"Béhasque-Lapiste";454;6;"CLASSE 5";"D"
"64107";"Béhorléguy";76;21;"CLASSE 5";"B"
"64108";"Bellocq";896;13;"CLASSE 1";"D"
"64109";"Bénéjacq";1885;17;"CLASSE 2";"D"
"64110";"Béost";217;44;"CLASSE 5";"D"
"64111";"Bentayou-Sérée";107;8;"CLASSE 5";"A"
"64112";"Bérenx";457;14;"CLASSE 1";"A"
"64113";"Bergouey-Viellenave";128;11;"CLASSE 3";"B"
"64114";"Bernadets";572;4;"CLASSE 3";"E"
"64115";"Berrogain-Laruns";146;3;"CLASSE 2";"C"
"64116";"Bescat";272;7;"CLASSE 5";"A"
"64117";"Bésingrand";116;2;"CLASSE 2";"A"
"64118";"Bétracq";49;5;"CLASSE 2";"A"
"64119";"Beuste";510;6;"CLASSE 2";"A"
"64120";"Beyrie-sur-Joyeuse";509;25;"CLASSE 1";"F"
"64121";"Beyrie-en-Béarn";189;3;"CLASSE 4";"E"
"64122";"Biarritz";25330;12;"CLASSE 5";"F"
"64123";"Bidache";1317;30;"CLASSE 5";"A"
"64124";"Bidarray";671;38;"CLASSE 2";"F"
"64125";"Bidart";6513;12;"CLASSE 4";"C"
"64126";"Bidos";1178;1;"CLASSE 4";"B"
"64127";"Bielle";448;25;"CLASSE 2";"D"
"64128";"Bilhères";167;17;"CLASSE 2";"D"
"64129";"Billère";13367;5;"CLASSE 4";"F"
"64130";"Biriatou";1140;11;"CLASSE 4";"D"
"64131";"Biron";610;4;"CLASSE 5";"A"
"64132";"Bizanos";4767;4;"CLASSE 3";"A"
"64133";"Boeil-Bezing";1245;9;"CLASSE 5";"C"
"64134";"Bonloc";370;1;"CLASSE 5";"B"
"64135";"Bonnut";716;22;"CLASSE 2";"F"
"64136";"Borce";150;58;"CLASSE 5";"B"
"64137";"Bordères";642;5;"CLASSE 5";"F"
"64138";"Bordes";2659;7;"CLASSE 4";"F"
"64139";"Bosdarros";1023;25;"CLASSE 2";"A"
"64140";"Boucau";7782;6;"CLASSE 3";"B"
"64141";"Boueilh-Boueilho-Lasque";350;17;"CLASSE 4";"D"
"64142";"Bougarber";782;10;"CLASSE 5";"D"
"64143";"Bouillon";153;3;"CLASSE 5";"C"
"64144";"Boumourt";143;8;"CLASSE 5";"E"
"64145";"Bourdettes";477;2;"CLASSE 3";"F"
"64146";"Bournos";341;6;"CLASSE 1";"D"
"64147";"Briscous";2642;31;"CLASSE 4";"C"
"64148";"Bruges-Capbis-Mifaget";950;17;"CLASSE 5";"E"
"64149";"Bugnein";214;11;"CLASSE 1";"F"
"64150";"Bunus";163;7;"CLASSE 5";"F"
"64151";"Burgaronne";103;5;"CLASSE 3";"E"
"64152";"Buros";1774;14;"CLASSE 5";"C"
"64153";"Burosse-Mendousse";55;6;"CLASSE 5";"F"
"64154";"Bussunarits-Sarrasquette";170;12;"CLASSE 1";"D"
"64155";"Bustince-Iriberry";88;6;"CLASSE 5";"F"
"64156";"Buziet";484;8;"CLASSE 3";"D"
"64157";"Buzy";941;17;"CLASSE 1";"D"
"64158";"Cabidos";186;7;"CLASSE 5";"F"
"64159";"Cadillon";100;5;"CLASSE 4";"E"
"64160";"Cambo-les-Bains";6636;22;"CLASSE 3";"D"
"64161";"Came";865;34;"CLASSE 4";"E"
"64162";"Camou-Cihigue";101;10;"CLASSE 2";"A"
"64165";"Cardesse";269;8;"CLASSE 3";"E"
"64166";"Caro";183;4;"CLASSE 4";"F"
"64167";"Carrère";215;7;"CLASSE 3";"C"
"64168";"Carresse-Cassaber";674;14;"CLASSE 1";"F"
"64170";"Castagnède";195;8;"CLASSE 1";"D"
"64171";"Casteide-Cami";220;7;"CLASSE 5";"B"
"64172";"Casteide-Candau";225;9;"CLASSE 5";"E"
"64173";"Casteide-Doat";141;5;"CLASSE 2";"C"
"64174";"Castéra-Loubix";54;3;"CLASSE 2";"E"
"64175";"Castet";158;24;"CLASSE 5";"C"
"64176";"Castetbon";175;14;"CLASSE 5";"C"
"64177";"Castétis";603;9;"CLASSE 1";"E"
"64178";"Castetnau-Camblong";443;11;"CLASSE 2";"C"
"64179";"Castetner";144;7;"CLASSE 3";"A"
"64180";"Castetpugon";179;7;"CLASSE 2";"F"
"64181";"Castillon (Canton d'Arthez-d";290;7;"CLASSE 5";"D"
"64182";"Castillon (Canton de Lembeye";58;5;"CLASSE 3";"E"
"64183";"Caubios-Loos";506;7;"CLASSE 5";"C"
"64184";"Cescau";530;8;"CLASSE 2";"F"
"64185";"Cette-Eygun";77;19;"CLASSE 3";"F"
"64186";"Charre";199;11;"CLASSE 1";"B"
"64187";"Charritte-de-Bas";251;7;"CLASSE 3";"B"
"64188";"Chéraute";1102;35;"CLASSE 2";"F"
"64189";"Ciboure";6855;7;"CLASSE 1";"E"
"64190";"Claracq";230;10;"CLASSE 2";"A"
"64191";"Coarraze";2094;15;"CLASSE 5";"D"
"64192";"Conchez-de-Béarn";130;4;"CLASSE 2";"C"
"64193";"Corbère-Abères";109;7;"CLASSE 3";"F"
"64194";"Coslédaà-Lube-Boast";391;14;"CLASSE 2";"D"
"64195";"Coublucq";107;6;"CLASSE 3";"F"
"64196";"Crouseilles";145;8;"CLASSE 3";"B"
"64197";"Cuqueron";185;3;"CLASSE 1";"E"
"64198";"Denguin";1775;12;"CLASSE 4";"A"
"64199";"Diusse";145;5;"CLASSE 1";"C"
"64200";"Doazon";191;6;"CLASSE 1";"B"
"64201";"Dognen";210;7;"CLASSE 1";"C"
"64202";"Domezain-Berraute";509;22;"CLASSE 5";"C"
"64203";"Doumy";294;6;"CLASSE 5";"D"
"64204";"Eaux-Bonnes";366;39;"CLASSE 5";"C"
"64205";"Escos";253;6;"CLASSE 2";"B"
"64206";"Escot";132;23;"CLASSE 2";"A"
"64207";"Escou";372;6;"CLASSE 1";"B"
"64208";"Escoubès";360;6;"CLASSE 3";"E"
"64209";"Escout";431;10;"CLASSE 5";"D"
"64210";"Escurès";151;4;"CLASSE 3";"E"
"64211";"Eslourenties-Daban";266;5;"CLASSE 5";"C"
"64212";"Espéchède";161;9;"CLASSE 3";"B"
"64213";"Espelette";2038;27;"CLASSE 3";"E"
"64214";"Espès-Undurein";508;10;"CLASSE 1";"C"
"64215";"Espiute";108;4;"CLASSE 5";"A"
"64216";"Espoey";1062;13;"CLASSE 2";"B"
"64217";"Esquiule";538;29;"CLASSE 3";"C"
"64218";"Estérençuby";356;46;"CLASSE 3";"E"
"64219";"Estialescq";262;5;"CLASSE 1";"B"
"64220";"Estos";519;3;"CLASSE 3";"F"
"64221";"Etcharry";123;7;"CLASSE 1";"F"
"64222";"Etchebar";70;8;"CLASSE 1";"C"
"64223";"Etsaut";80;35;"CLASSE 3";"F"
"64224";"Eysus";687;7;"CLASSE 1";"F"
"64225";"Féas";425;14;"CLASSE 1";"B"
"64226";"Fichous-Riumayou";177;6;"CLASSE 1";"C"
"64227";"Gabaston";611;13;"CLASSE 5";"F"
"64228";"Gabat";224;8;"CLASSE 1";"C"
"64229";"Gamarthe";123;10;"CLASSE 1";"E"
"64230";"Gan";5517;40;"CLASSE 3";"C"
"64231";"Garindein";508;7;"CLASSE 2";"F"
"64232";"Garlède-Mondebat";212;9;"CLASSE 1";"A"
"64233";"Garlin";1397;18;"CLASSE 3";"A"
"64234";"Garos";230;12;"CLASSE 3";"E"
"64235";"Garris";303;3;"CLASSE 4";"B"
"64236";"Gayon";57;4;"CLASSE 2";"E"
"64237";"Gelos";3593;11;"CLASSE 4";"A"
"64238";"Ger";1933;31;"CLASSE 1";"E"
"64239";"Gerderest";124;7;"CLASSE 3";"E"
"64240";"Gère-Bélesten";198;13;"CLASSE 4";"F"
"64241";"Géronce";446;16;"CLASSE 2";"A"
"64242";"Gestas";65;2;"CLASSE 2";"A"
"64243";"Géus-d'Arzacq";197;4;"CLASSE 1";"C"
"64244";"Geüs-d'Oloron";229;7;"CLASSE 2";"B"
"64245";"Goès";578;5;"CLASSE 2";"F"
"64246";"Gomer";262;3;"CLASSE 5";"C"
"64247";"Gotein-Libarrenx";455;12;"CLASSE 1";"A"
"64249";"Guéthary";1304;1;"CLASSE 1";"C"
"64250";"Guiche";933;25;"CLASSE 3";"F"
"64251";"Guinarthe-Parenties";242;2;"CLASSE 1";"E"
"64252";"Gurmençon";814;3;"CLASSE 3";"C"
"64253";"Gurs";424;11;"CLASSE 4";"A"
"64254";"Hagetaubin";565;19;"CLASSE 5";"E"
"64255";"Halsou";532;5;"CLASSE 5";"C"
"64256";"Hasparren";6160;77;"CLASSE 1";"D"
"64257";"Haut-de-Bosdarros";307;12;"CLASSE 2";"C"
"64258";"Haux";87;17;"CLASSE 3";"E"
"64259";"Hélette";749;23;"CLASSE 3";"A"
"64260";"Hendaye";16759;8;"CLASSE 3";"D"
"64261";"Herrère";360;9;"CLASSE 5";"E"
"64262";"Higuères-Souye";286;7;"CLASSE 3";"E"
"64263";"L'Hôpital-d'Orion";156;8;"CLASSE 1";"A"
"64264";"L'Hôpital-Saint-Blaise";80;2;"CLASSE 3";"F"
"64265";"Hosta";79;17;"CLASSE 3";"E"
"64266";"Hours";240;6;"CLASSE 1";"A"
"64267";"Ibarrolle";95;9;"CLASSE 3";"D"
"64268";"Idaux-Mendy";262;10;"CLASSE 2";"F"
"64269";"Idron";4267;8;"CLASSE 5";"F"
"64270";"Igon";939;5;"CLASSE 4";"A"
"64271";"Iholdy";576;22;"CLASSE 3";"C"
"64272";"Ilharre";148;11;"CLASSE 3";"D"
"64273";"Irissarry";857;26;"CLASSE 3";"B"
"64274";"Irouléguy";355;9;"CLASSE 1";"E"
"64275";"Ispoure";618;8;"CLASSE 4";"F"
"64276";"Issor";248;23;"CLASSE 3";"F"
"64277";"Isturits";467;14;"CLASSE 2";"E"
"64279";"Itxassou";2022;39;"CLASSE 4";"E"
"64280";"Izeste";456;7;"CLASSE 3";"E"
"64281";"Jasses";153;5;"CLASSE 4";"E"
"64282";"Jatxou";1106;14;"CLASSE 2";"D"
"64283";"Jaxu";172;11;"CLASSE 4";"F"
"64284";"Jurançon";7046;19;"CLASSE 3";"F"
"64285";"Juxue";210;15;"CLASSE 4";"C"
"64286";"Laà-Mondrans";403;6;"CLASSE 1";"F"
"64287";"Laàs";118;6;"CLASSE 4";"B"
"64288";"Labastide-Cézéracq";548;5;"CLASSE 5";"D"
"64289";"La Bastide-Clairence";1018;23;"CLASSE 2";"F"
"64290";"Labastide-Monréjeau";573;8;"CLASSE 2";"F"
"64291";"Labastide-Villefranche";342;15;"CLASSE 1";"A"
"64292";"Labatmale";250;3;"CLASSE 4";"D"
"64293";"Labatut";167;8;"CLASSE 1";"C"
"64294";"Labets-Biscay";153;9;"CLASSE 3";"C"
"64295";"Labeyrie";107;4;"CLASSE 2";"B"
"64296";"Lacadée";152;5;"CLASSE 1";"A"
"64297";"Lacarre";166;4;"CLASSE 5";"B"
"64298";"Lacarry-Arhan-Charritte-de-H";127;23;"CLASSE 1";"D"
"64299";"Lacommande";225;3;"CLASSE 3";"D"
"64300";"Lacq";722;17;"CLASSE 1";"D"
"64301";"Lagor";1208;21;"CLASSE 4";"B"
"64302";"Lagos";471;4;"CLASSE 1";"C"
"64303";"Laguinge-Restoue";182;6;"CLASSE 4";"A"
"64304";"Lahonce";2041;9;"CLASSE 5";"B"
"64305";"Lahontan";478;15;"CLASSE 1";"A"
"64306";"Lahourcade";718;11;"CLASSE 3";"C"
"64307";"Lalongue";199;8;"CLASSE 2";"F"
"64308";"Lalonquette";278;5;"CLASSE 5";"F"
"64309";"Lamayou";192;10;"CLASSE 3";"D"
"64310";"Lanne-en-Barétous";495;41;"CLASSE 3";"A"
"64311";"Lannecaube";165;9;"CLASSE 5";"B"
"64312";"Lanneplaà";324;7;"CLASSE 2";"C"
"64313";"Lantabat";296;29;"CLASSE 5";"F"
"64314";"Larceveau-Arros-Cibits";403;18;"CLASSE 4";"E"
"64315";"Laroin";960;7;"CLASSE 1";"A"
"64316";"Larrau";194;127;"CLASSE 2";"F"
"64317";"Larressore";1694;11;"CLASSE 5";"A"
"64318";"Larreule";165;10;"CLASSE 4";"B"
"64319";"Larribar-Sorhapuru";189;11;"CLASSE 2";"E"
"64320";"Laruns";1200;249;"CLASSE 1";"F"
"64321";"Lasclaveries";257;6;"CLASSE 1";"A"
"64322";"Lasse";310;15;"CLASSE 3";"E"
"64323";"Lasserre";98;4;"CLASSE 4";"F"
"64324";"Lasseube";1732;49;"CLASSE 1";"C"
"64325";"Lasseubetat";197;7;"CLASSE 3";"B"
"64326";"Lay-Lamidou";124;5;"CLASSE 2";"C"
"64327";"Lecumberry";178;58;"CLASSE 4";"D"
"64328";"Ledeuix";1026;14;"CLASSE 4";"D"
"64329";"Lée";1228;3;"CLASSE 1";"B"
"64330";"Lées-Athas";302;45;"CLASSE 4";"B"
"64331";"Lembeye";784;8;"CLASSE 4";"B"
"64332";"Lème";172;7;"CLASSE 3";"B"
"64334";"Léren";219;5;"CLASSE 2";"A"
"64335";"Lescar";9995;27;"CLASSE 4";"A"
"64336";"Lescun";186;61;"CLASSE 5";"A"
"64337";"Lespielle";132;7;"CLASSE 2";"B"
"64338";"Lespourcy";186;7;"CLASSE 2";"F"
"64339";"Lestelle-Bétharram";858;9;"CLASSE 2";"D"
"64340";"Lichans-Sunhar";63;3;"CLASSE 4";"A"
"64341";"Lichos";139;3;"CLASSE 1";"F"
