CODGEO;LIBGEO;REG;DEP;ARR;CV;ZE2010;UU2010;AU2010;TUU2010;TDUU2010;TAU2010;CATAEU2010;EPCI;NATURE_EPCI
33477;Saint-Seurin-de-Cursac;72;33;331;3307;7204;33301;376;3;31;01;221;200023794;CC
33478;Saint-Seurin-sur-l'Isle;72;33;335;3322;7205;33202;561;2;21;01;221;ZZZZZZZZZ;ZZ
33479;Saint-Sève;72;33;333;3338;7204;33000;475;0;04;01;222;243301512;CC
33480;Saint-Sulpice-de-Faleyrens;72;33;335;3330;7205;33401;177;4;43;05;111;243301256;CC
33481;Saint-Sulpice-de-Guilleragues;72;33;333;3332;7204;33000;000;0;04;00;400;243301546;CC
33482;Saint-Sulpice-de-Pommiers;72;33;333;3347;7204;33000;000;0;04;00;400;243301124;CC
33483;Saint-Sulpice-et-Cameyrac;72;33;332;3319;7204;33701;006;7;73;09;111;243301249;CC
33484;Saint-Symphorien;72;33;333;3345;7207;33000;998;0;06;00;300;243301306;CC
33485;Sainte-Terre;72;33;335;3321;7204;33000;997;0;06;00;120;ZZZZZZZZZ;ZZ
33486;Saint-Trojan;72;33;331;3315;7204;33000;006;0;04;09;112;243300894;CC
33487;Saint-Vincent-de-Paul;72;33;332;3319;7204;33701;006;7;73;09;111;243300316;CU
33488;Saint-Vincent-de-Pertignas;72;33;335;3337;7204;33000;997;0;04;00;120;243301454;CC
33489;Saint-Vivien-de-Blaye;72;33;331;3344;7204;33000;006;0;04;09;112;243301181;CC
33490;Saint-Vivien-de-Médoc;72;33;334;3346;7206;33000;000;0;06;00;400;243300738;CC
33491;Saint-Vivien-de-Monségur;72;33;333;3332;7204;33000;000;0;04;00;400;243301546;CC
33492;Saint-Yzan-de-Soudiac;72;33;331;3344;7204;33119;006;1;14;09;112;243301181;CC
33493;Saint-Yzans-de-Médoc;72;33;334;3329;7206;33000;000;0;04;00;400;243301421;CC
33494;Salaunes;72;33;334;3320;7204;33000;006;0;05;09;112;243301389;CC
33495;Salignac;72;33;331;3339;7204;33000;006;0;06;09;112;243301223;CC
33496;Salleboeuf;72;33;332;3323;7204;33701;006;7;73;09;111;243301355;CC
33498;Salles;72;33;336;3305;7207;33204;006;2;21;09;112;243301405;CC
33499;Les Salles-de-Castillon;72;33;335;3321;7205;33000;998;0;04;00;300;243301454;CC
33500;Samonac;72;33;331;3315;7204;33124;006;1;14;09;112;243300894;CC
33501;Saucats;72;33;332;3327;7204;33000;006;0;06;09;112;243301264;CC
33502;Saugon;72;33;331;3344;7204;33000;006;0;04;09;112;243301181;CC
33503;Saumos;72;33;334;3320;7204;33000;006;0;04;09;112;243301389;CC
33504;Sauternes;72;33;333;3328;7204;33000;998;0;05;00;300;243301488;CC
33505;La Sauve;72;33;332;3323;7204;33000;006;0;06;09;112;243301215;CC
33506;Sauveterre-de-Guyenne;72;33;333;3347;7204;33000;000;0;06;00;400;243301124;CC
33507;Sauviac;72;33;333;3304;7204;33000;607;0;04;01;222;243301272;CC
33508;Savignac;72;33;333;3303;7204;33000;998;0;05;00;300;243301520;CC
33509;Savignac-de-l'Isle;72;33;335;3326;7205;33000;997;0;05;00;120;200027068;CC
33510;Semens;72;33;333;3343;7204;33000;998;0;03;00;300;243301462;CC
33511;Sendets;72;33;333;3325;7204;33000;998;0;04;00;300;243301231;CC
33512;Sigalens;72;33;333;3303;7204;33000;998;0;04;00;300;243301520;CC
33513;Sillas;72;33;333;3325;7204;33000;998;0;03;00;300;243301231;CC
33514;Soulac-sur-Mer;72;33;334;3346;7206;33104;000;1;12;00;400;243300738;CC
33515;Soulignac;72;33;333;3348;7204;33000;006;0;04;09;112;243301298;CC
33516;Soussac;72;33;333;3334;7204;33000;000;0;03;00;400;243301116;CC
33517;Soussans;72;33;334;3320;7204;33116;006;1;14;09;112;243301447;CC
33518;Tabanac;72;33;332;3323;7204;33701;006;7;73;09;111;243301173;CC
33519;Le Taillan-Médoc;72;33;332;3363;7204;33701;006;7;73;09;111;243300316;CU
33520;Taillecavat;72;33;333;3332;7204;33000;000;0;04;00;400;243301546;CC
33521;Talais;72;33;334;3346;7206;33000;000;0;05;00;400;243300738;CC
33522;Talence;72;33;332;3356;7204;33701;006;7;73;09;111;243300316;CU
33523;Targon;72;33;333;3348;7204;33000;006;0;06;09;112;243301298;CC
33524;Tarnès;72;33;335;3324;7204;33123;006;1;14;09;112;243301397;CC
33525;Tauriac;72;33;331;3315;7204;33000;006;0;06;09;112;243300894;CC
33526;Tayac;72;33;335;3331;7205;33000;998;0;03;00;300;243301553;CC
33527;Le Teich;72;33;336;3349;7207;33501;131;5;51;06;111;243300563;CA
33528;Le Temple;72;33;334;3320;7204;33000;006;0;05;09;112;243301389;CC
33529;La Teste-de-Buch;72;33;336;3349;7207;33501;131;5;51;06;111;243300563;CA
33530;Teuillac;72;33;331;3315;7204;33000;006;0;05;09;112;243300894;CC
33531;Tizac-de-Curton;72;33;335;3316;7204;33000;006;0;04;09;112;243300795;CC
33532;Tizac-de-Lapouyade;72;33;335;3326;7204;33000;006;0;04;09;112;200027068;CC
33533;Toulenne;72;33;333;3328;7204;33303;318;3;31;01;211;243301488;CC
33534;Le Tourne;72;33;332;3323;7204;33701;006;7;73;09;111;243301173;CC
33535;Tresses;72;33;332;3358;7204;33701;006;7;73;09;111;243301355;CC
33536;Le Tuzan;72;33;333;3345;7207;33000;006;0;04;09;112;243301306;CC
33537;Uzeste;72;33;333;3350;7204;33000;998;0;04;00;300;243301280;CC
33538;Valeyrac;72;33;334;3329;7206;33000;000;0;04;00;400;243300738;CC
33539;Vayres;72;33;335;3330;7204;33701;006;7;73;09;111;243301322;CC
33540;Vendays-Montalivet;72;33;334;3329;7206;33000;000;0;07;00;400;243300738;CC
33541;Vensac;72;33;334;3346;7206;33000;000;0;05;00;400;243300738;CC
33542;Vérac;72;33;335;3324;7204;33000;006;0;05;09;112;243301397;CC
33543;Verdelais;72;33;333;3343;7204;33117;998;1;14;00;300;243301462;CC
33544;Le Verdon-sur-Mer;72;33;334;3346;7206;33000;000;0;06;00;400;243300738;CC
33545;Vertheuil;72;33;334;3333;7206;33000;998;0;06;00;300;243300837;CC
33546;Vignonet;72;33;335;3321;7205;33000;997;0;05;00;120;243301256;CC
33547;Villandraut;72;33;333;3350;7204;33000;998;0;05;00;300;243301280;CC
33548;Villegouge;72;33;335;3324;7204;33000;006;0;06;09;112;243301397;CC
33549;Villenave-de-Rions;72;33;333;3317;7204;33000;006;0;04;09;112;243301173;CC
33550;Villenave-d'Ornon;72;33;332;3357;7204;33701;006;7;73;09;111;243300316;CU
33551;Villeneuve;72;33;331;3315;7204;33000;006;0;04;09;112;243300894;CC
33552;Virelade;72;33;333;3336;7204;33120;006;1;14;09;112;243301538;CC
33553;Virsac;72;33;331;3339;7204;33306;006;3;32;09;112;243301223;CC
33554;Yvrac;72;33;332;3355;7204;33701;006;7;73;09;111;243301249;CC
33555;Marcheprime;72;33;336;3302;7204;33112;006;1;13;09;112;243301504;CC
34001;Abeilhan;91;34;341;3435;9108;34000;053;0;06;07;112;243400728;CC
34002;Adissan;91;34;341;3421;9107;34000;998;0;05;00;300;243400819;CA
34003;Agde;91;34;341;3401;9107;34401;241;4;41;03;211;243400819;CA
34004;Agel;91;34;341;3430;9108;34000;000;0;04;00;400;200000610;CC
34005;Agonès;91;34;342;3413;9110;34000;015;0;04;09;112;243400736;CC
34006;Aigne;91;34;341;3427;9108;34000;000;0;04;00;400;200000610;CC
34007;Aigues-Vives;91;34;341;3430;9108;34000;000;0;04;00;400;200000610;CC
34008;Les Aires;91;34;341;3431;9108;34302;295;3;31;02;211;243400546;CC
34009;Alignan-du-Vent;91;34;341;3435;9108;34000;998;0;06;00;300;243400728;CC
34010;Aniane;91;34;342;3402;9111;34113;015;1;12;09;112;243400694;CC
34011;Arboras;91;34;342;3414;9109;34000;015;0;02;09;112;243400694;CC
34012;Argelliers;91;34;342;3402;9111;34000;015;0;05;09;112;243400694;CC
34013;Aspiran;91;34;342;3410;9109;34000;998;0;06;00;300;243400355;CC
34014;Assas;91;34;343;3407;9111;34701;015;7;72;09;111;200022986;CC
34015;Assignan;91;34;341;3430;9108;34000;000;0;03;00;400;243400454;CC
34016;Aumelas;91;34;342;3414;9111;34000;015;0;04;09;112;243400694;CC
34017;Aumes;91;34;341;3421;9107;34000;998;0;04;00;300;243400819;CA
34018;Autignac;91;34;341;3425;9108;34000;053;0;05;07;112;243400413;CC
34019;Avène;91;34;342;3416;9109;34000;000;0;04;00;400;243400777;CC
34020;Azillanet;91;34;341;3427;9108;34000;000;0;04;00;400;200000610;CC
34021;Babeau-Bouldoux;91;34;341;3430;9108;34000;000;0;04;00;400;243400454;CC
34022;Baillargues;91;34;343;3407;9111;34212;015;2;22;09;112;243400017;CA
34023;Balaruc-les-Bains;91;34;343;3412;9112;34502;102;5;52;06;111;243400827;CA
34024;Balaruc-le-Vieux;91;34;343;3412;9112;34502;102;5;52;06;111;243400827;CA
34025;Bassan;91;34;341;3405;9108;34000;053;0;06;07;112;243400769;CA
34026;Beaufort;91;34;341;3427;9108;34000;000;0;03;00;400;200000610;CC
34027;Beaulieu;91;34;343;3407;9111;34120;015;1;13;09;112;243400017;CA
34028;Bédarieux;91;34;341;3403;9108;34302;295;3;31;02;211;ZZZZZZZZZ;ZZ
34029;Bélarga;91;34;342;3414;9109;34000;015;0;04;09;112;243400694;CC
34030;Berlou;91;34;341;3426;9108;34000;000;0;03;00;400;243400629;CC
34031;Bessan;91;34;341;3401;9107;34208;493;2;21;01;221;243400819;CA
34032;Béziers;91;34;341;3498;9108;34501;053;5;52;07;111;243400769;CA
34033;Boisseron;91;34;343;3417;9111;34000;015;0;06;09;112;243400520;CC
34034;Boisset;91;34;341;3433;9108;34000;000;0;01;00;400;243400553;CC
34035;La Boissière;91;34;342;3402;9111;34000;015;0;05;09;112;243400694;CC
34036;Le Bosc;91;34;342;3415;9109;34000;998;0;06;00;300;200017341;CC
34037;Boujan-sur-Libron;91;34;341;3405;9108;34501;053;5;52;07;111;243400769;CA
34038;Le Bousquet-d'Orb;91;34;342;3416;9109;34000;998;0;06;00;300;243400538;CC
34039;Bouzigues;91;34;343;3420;9112;34000;997;0;06;00;120;243400751;CC
34040;Brenas;91;34;342;3416;9109;34000;998;0;01;00;300;243400777;CC
34041;Brignac;91;34;342;3410;9109;34000;015;0;05;09;112;243400355;CC
34042;Brissac;91;34;342;3413;9110;34000;997;0;05;00;120;243400736;CC
34043;Buzignargues;91;34;343;3407;9111;34000;015;0;04;09;112;243400637;CC
34044;Cabrerolles;91;34;341;3425;9108;34000;998;0;04;00;300;243400512;CC
34045;Cabrières;91;34;341;3421;9107;34000;998;0;04;00;300;243400355;CC
34046;Cambon-et-Salvergues;91;34;341;3426;9108;34000;000;0;02;00;400;243400389;CC
34047;Campagnan;91;34;342;3414;9111;34000;998;0;05;00;300;243400694;CC
34048;Campagne;91;34;343;3409;9111;34000;015;0;04;09;112;243400637;CC
34049;Camplong;91;34;341;3403;9108;34000;998;0;04;00;300;243400538;CC
34050;Candillargues;91;34;343;3419;9111;34000;015;0;06;09;112;243400470;CC
34051;Canet;91;34;342;3410;9109;34126;015;1;13;09;112;243400355;CC
34052;Capestang;91;34;341;3406;9108;34117;997;1;13;00;120;243400686;CC
34053;Carlencas-et-Levas;91;34;341;3403;9108;34000;998;0;03;00;300;ZZZZZZZZZ;ZZ
34054;Cassagnoles;91;34;341;3427;9108;34000;000;0;02;00;400;200000610;CC
34055;Castanet-le-Haut;91;34;341;3431;9108;34000;000;0;03;00;400;243400389;CC
34056;Castelnau-de-Guers;91;34;341;3411;9107;34000;998;0;06;00;300;243400819;CA
34057;Castelnau-le-Lez;91;34;343;3447;9111;34701;015;7;72;09;111;243400017;CA
34058;Castries;91;34;343;3407;9111;34204;015;2;21;09;112;243400017;CA
34059;La Caunette;91;34;341;3427;9108;34000;000;0;04;00;400;200000610;CC
34060;Causse-de-la-Selle;91;34;342;3432;9111;34000;015;0;04;09;112;200022986;CC
34061;Causses-et-Veyran;91;34;341;3425;9108;34000;053;0;05;07;112;243400710;CC
34062;Caussiniojouls;91;34;341;3425;9108;34000;998;0;03;00;300;243400512;CC
34063;Caux;91;34;341;3428;9107;34110;998;1;12;00;300;243400819;CA
34064;Le Caylar;91;34;342;3408;9109;34000;000;0;04;00;400;200017341;CC
34065;Cazedarnes;91;34;341;3430;9108;34000;053;0;04;07;112;243400454;CC
34066;Cazevieille;91;34;343;3418;9111;34000;015;0;03;09;112;200022986;CC
34067;Cazilhac;91;34;342;3413;9110;34209;455;2;22;01;221;243400736;CC
34068;Cazouls-d'Hérault;91;34;341;3421;9107;34000;998;0;04;00;300;243400819;CA
34069;Cazouls-lès-Béziers;91;34;341;3438;9108;34129;053;1;14;07;112;243400488;CC
34070;Cébazan;91;34;341;3430;9108;34000;997;0;04;00;120;243400454;CC
34071;Ceilhes-et-Rocozels;91;34;342;3416;9109;34000;000;0;04;00;400;243400777;CC
34072;Celles;91;34;342;3410;9109;34000;000;0;01;00;400;200017341;CC
34073;Cers;91;34;341;3405;9108;34104;053;1;11;07;112;243400769;CA
34074;Cessenon-sur-Orb;91;34;341;3430;9108;34000;053;0;06;07;112;243400454;CC
34075;Cesseras;91;34;341;3427;9108;34000;000;0;04;00;400;200000610;CC
34076;Ceyras;91;34;342;3410;9109;34000;015;0;05;09;112;243400355;CC
34077;Clapiers;91;34;343;3423;9111;34701;015;7;72;09;111;243400017;CA
34078;Claret;91;34;343;3409;9111;34000;015;0;06;09;112;200022986;CC
34079;Clermont-l'Hérault;91;34;342;3410;9109;34213;403;2;22;01;221;243400355;CC
34080;Colombières-sur-Orb;91;34;341;3426;9108;34000;295;0;04;02;212;243400629;CC
34081;Colombiers;91;34;341;3438;9108;34106;053;1;11;07;112;243400488;CC
34082;Combaillaux;91;34;343;3418;9111;34000;015;0;06;09;112;200022986;CC
34083;Combes;91;34;341;3431;9108;34302;295;3;31;02;211;243400611;CC
34084;Corneilhan;91;34;341;3438;9108;34000;053;0;06;07;112;243400769;CA
34085;Coulobres;91;34;341;3435;9108;34000;053;0;04;07;112;243400728;CC
34086;Courniou;91;34;341;3433;9108;34000;000;0;05;00;400;243400553;CC
34087;Cournonsec;91;34;343;3449;9111;34211;015;2;22;09;112;243400017;CA
34088;Cournonterral;91;34;343;3449;9111;34211;015;2;22;09;112;243400017;CA
34089;Creissan;91;34;341;3406;9108;34000;053;0;06;07;112;243400686;CC
34090;Le Crès;91;34;343;3447;9111;34701;015;7;72;09;111;243400017;CA
34091;Le Cros;91;34;342;3408;9109;34000;000;0;01;00;400;200017341;CC
34092;Cruzy;91;34;341;3430;9108;34000;000;0;05;00;400;243400686;CC
34093;Dio-et-Valquières;91;34;342;3416;9109;34000;295;0;03;02;212;243400777;CC
34094;Espondeilhan;91;34;341;3435;9108;34000;053;0;05;07;112;243400769;CA
34095;Fabrègues;91;34;343;3449;9111;34701;015;7;72;09;111;243400017;CA
34096;Faugères;91;34;341;3403;9108;34000;998;0;04;00;300;243400512;CC
34097;Félines-Minervois;91;34;341;3427;9108;34000;000;0;04;00;400;200000610;CC
34098;Ferrals-les-Montagnes;91;34;341;3427;9108;34000;000;0;03;00;400;200000610;CC
34099;Ferrières-les-Verreries;91;34;343;3409;9111;34000;015;0;02;09;112;200022986;CC
34100;Ferrières-Poussarou;91;34;341;3426;9108;34000;000;0;02;00;400;243400629;CC
34101;Florensac;91;34;341;3411;9107;34130;998;1;14;00;300;243400819;CA
34102;Fontanès;91;34;343;3409;9111;34000;015;0;04;09;112;200022986;CC
34103;Fontès;91;34;341;3421;9107;34000;998;0;05;00;300;243400355;CC
34104;Fos;91;34;341;3429;9108;34000;998;0;02;00;300;243400678;CC
34105;Fouzilhon;91;34;341;3429;9108;34000;053;0;03;07;112;243400413;CC
34106;Fozières;91;34;342;3415;9109;34214;385;2;22;01;221;200017341;CC
34107;Fraisse-sur-Agout;91;34;341;3434;9108;34000;000;0;04;00;400;243400389;CC
34108;Frontignan;91;34;343;3412;9112;34502;102;5;52;06;111;243400827;CA
34109;Gabian;91;34;341;3429;9108;34000;998;0;05;00;300;243400678;CC
34110;Galargues;91;34;343;3407;9111;34000;015;0;05;09;112;243400637;CC
34111;Ganges;91;34;342;3413;9110;34209;455;2;22;01;221;243400736;CC
34112;Garrigues;91;34;343;3409;9111;34000;015;0;03;09;112;243400637;CC
34113;Gigean;91;34;343;3420;9111;34502;102;5;52;06;111;243400827;CA
34114;Gignac;91;34;342;3414;9111;34201;015;2;21;09;112;243400694;CC
34115;Gorniès;91;34;342;3413;9110;34000;998;0;03;00;300;243400736;CC
34116;Grabels;91;34;343;3446;9111;34701;015;7;72;09;111;243400017;CA
34117;Graissessac;91;34;341;3403;9108;34000;998;0;05;00;300;243400538;CC
34118;Guzargues;91;34;343;3407;9111;34000;015;0;04;09;112;200022986;CC
34119;Hérépian;91;34;341;3431;9108;34302;295;3;31;02;211;243400546;CC
34120;Jacou;91;34;343;3407;9111;34701;015;7;72;09;111;243400017;CA
34121;Joncels;91;34;342;3416;9109;34000;000;0;04;00;400;243400777;CC
34122;Jonquières;91;34;342;3414;9109;34000;015;0;04;09;112;243400694;CC
34123;Juvignac;91;34;343;3446;9111;34701;015;7;72;09;111;243400017;CA
34124;Lacoste;91;34;342;3410;9109;34213;403;2;22;01;221;243400355;CC
34125;Lagamas;91;34;342;3414;9109;34000;015;0;03;09;112;243400694;CC
34126;Lamalou-les-Bains;91;34;341;3431;9108;34302;295;3;31;02;211;243400546;CC
34127;Lansargues;91;34;343;3419;9111;34112;015;1;12;09;112;243400470;CC
34128;Laroque;91;34;342;3413;9110;34209;455;2;22;01;221;243400736;CC
34129;Lattes;91;34;343;3448;9111;34701;015;7;72;09;111;243400017;CA
34130;Laurens;91;34;341;3425;9108;34000;998;0;06;00;300;243400512;CC
34131;Lauret;91;34;343;3409;9111;34000;015;0;05;09;112;200022986;CC
34132;Lauroux;91;34;342;3415;9109;34000;385;0;03;01;222;200017341;CC
34133;Lavalette;91;34;342;3416;9109;34000;000;0;01;00;400;200017341;CC
34134;Lavérune;91;34;343;3444;9111;34701;015;7;72;09;111;243400017;CA
34135;Lespignan;91;34;341;3438;9108;34119;053;1;13;07;112;243400488;CC
34136;Lézignan-la-Cèbe;91;34;341;3421;9107;34215;384;2;22;01;211;243400819;CA
34137;Liausson;91;34;342;3410;9109;34000;998;0;03;00;300;243400355;CC
34138;Lieuran-Cabrières;91;34;341;3421;9107;34000;998;0;04;00;300;243400355;CC
34139;Lieuran-lès-Béziers;91;34;341;3405;9108;34000;053;0;06;07;112;243400769;CA
34140;Lignan-sur-Orb;91;34;341;3438;9108;34501;053;5;52;07;111;243400769;CA
34141;La Livinière;91;34;341;3427;9108;34000;000;0;05;00;400;200000610;CC
34142;Lodève;91;34;342;3415;9109;34214;385;2;22;01;221;200017341;CC
34143;Loupian;91;34;343;3420;9112;34000;997;0;07;00;120;243400751;CC
34144;Lunas;91;34;342;3416;9109;34000;998;0;05;00;300;243400777;CC
34145;Lunel;91;34;343;3417;9111;00463;153;4;44;05;111;243400520;CC
34146;Lunel-Viel;91;34;343;3417;9111;00463;153;4;44;05;111;243400520;CC
34147;Magalas;91;34;341;3429;9108;34111;053;1;12;07;112;243400413;CC
34148;Maraussan;91;34;341;3438;9108;34501;053;5;52;07;111;243400488;CC
34149;Margon;91;34;341;3429;9108;34000;997;0;04;00;120;243400678;CC
34150;Marseillan;91;34;341;3401;9107;34210;443;2;22;01;221;243400827;CA
34151;Marsillargues;91;34;343;3417;9111;00463;153;4;44;05;111;243400520;CC
34152;Mas-de-Londres;91;34;342;3432;9111;34000;015;0;04;09;112;200022986;CC
34153;Les Matelles;91;34;343;3418;9111;34000;015;0;06;09;112;200022986;CC
34154;Mauguio;91;34;343;3419;9111;34304;015;3;32;09;112;243400470;CC
34155;Maureilhan;91;34;341;3406;9108;34000;053;0;06;07;112;243400488;CC
34156;Mérifons;91;34;342;3416;9109;34000;998;0;02;00;300;243400355;CC
34157;Mèze;91;34;343;3420;9112;34301;997;3;31;00;120;243400751;CC
34158;Minerve;91;34;341;3427;9108;34000;000;0;03;00;400;200000610;CC
34159;Mireval;91;34;343;3412;9111;34205;015;2;21;09;112;243400827;CA
34160;Mons;91;34;341;3426;9108;34000;000;0;05;00;400;243400629;CC
34161;Montady;91;34;341;3406;9108;34125;053;1;13;07;112;243400488;CC
34162;Montagnac;91;34;341;3421;9107;34124;998;1;13;00;300;243400819;CA
34163;Montarnaud;91;34;342;3402;9111;34107;015;1;11;09;112;243400694;CC
34164;Montaud;91;34;343;3407;9111;34000;015;0;05;09;112;243400017;CA
34165;Montbazin;91;34;343;3420;9111;34502;102;5;52;06;111;243400751;CC
34166;Montblanc;91;34;341;3435;9108;34109;997;1;11;00;120;243400728;CC
34167;Montels;91;34;341;3406;9108;34000;997;0;04;00;120;243400686;CC
34168;Montesquieu;91;34;341;3429;9108;34000;000;0;02;00;400;243400678;CC
34169;Montferrier-sur-Lez;91;34;343;3423;9111;34701;015;7;72;09;111;243400017;CA
34170;Montouliers;91;34;341;3430;9108;34000;997;0;04;00;120;243400686;CC
34171;Montoulieu;91;34;342;3413;9110;34000;998;0;03;00;300;243400736;CC
34172;Montpellier;91;34;343;3499;9111;34701;015;7;72;09;111;243400017;CA
34173;Montpeyroux;91;34;342;3414;9109;34000;015;0;06;09;112;243400694;CC
34174;Moulès-et-Baucels;91;34;342;3413;9110;34209;455;2;22;01;221;243400736;CC
34175;Mourèze;91;34;342;3410;9109;34000;998;0;03;00;300;243400355;CC
34176;Mudaison;91;34;343;3419;9111;34108;015;1;11;09;112;243400470;CC
34177;Murles;91;34;343;3418;9111;34000;015;0;04;09;112;200022986;CC
34178;Murviel-lès-Béziers;91;34;341;3425;9108;34114;053;1;12;07;112;243400710;CC
34179;Murviel-lès-Montpellier;91;34;343;3449;9111;34000;015;0;06;09;112;243400017;CA
34180;Nébian;91;34;342;3410;9109;34213;403;2;22;01;221;243400355;CC
34181;Neffiès;91;34;341;3429;9108;34000;998;0;05;00;300;243400678;CC
34182;Nézignan-l'Évêque;91;34;341;3428;9107;34000;998;0;06;00;300;243400819;CA
34183;Nissan-lez-Enserune;91;34;341;3406;9108;34123;053;1;13;07;112;243400488;CC
34184;Nizas;91;34;341;3421;9107;34000;998;0;05;00;300;243400819;CA
34185;Notre-Dame-de-Londres;91;34;342;3432;9111;34000;015;0;04;09;112;200022986;CC
34186;Octon;91;34;342;3416;9109;34000;998;0;04;00;300;243400355;CC
34187;Olargues;91;34;341;3426;9108;34000;000;0;05;00;400;243400629;CC
34188;Olmet-et-Villecun;91;34;342;3415;9109;34214;385;2;22;01;221;200017341;CC
34189;Olonzac;91;34;341;3427;9108;00154;000;1;11;00;400;200000610;CC
34190;Oupia;91;34;341;3427;9108;34000;000;0;04;00;400;200000610;CC
34191;Pailhès;91;34;341;3425;9108;34000;053;0;04;07;112;243400710;CC
34192;Palavas-les-Flots;91;34;343;3448;9111;34206;015;2;21;09;112;243400470;CC
34193;Pardailhan;91;34;341;3433;9108;34000;000;0;03;00;400;243400553;CC
34194;Paulhan;91;34;342;3410;9109;34122;998;1;13;00;300;243400355;CC
34195;Pégairolles-de-Buèges;91;34;342;3432;9111;34000;015;0;01;09;112;200022986;CC
34196;Pégairolles-de-l'Escalette;91;34;342;3408;9109;34000;998;0;03;00;300;200017341;CC
34197;Péret;91;34;341;3421;9107;34000;998;0;05;00;300;243400355;CC
34198;Pérols;91;34;343;3448;9111;34701;015;7;72;09;111;243400017;CA
34199;Pézenas;91;34;341;3428;9107;34215;384;2;22;01;211;243400819;CA
34200;Pézènes-les-Mines;91;34;341;3403;9108;34000;998;0;03;00;300;ZZZZZZZZZ;ZZ
34201;Pierrerue;91;34;341;3430;9108;34000;000;0;04;00;400;243400454;CC
34202;Pignan;91;34;343;3449;9111;34207;015;2;21;09;112;243400017;CA
34203;Pinet;91;34;341;3411;9107;34000;998;0;06;00;300;243400819;CA
34204;Plaissan;91;34;342;3414;9111;34000;015;0;05;09;112;243400694;CC
34205;Les Plans;91;34;342;3415;9109;34214;385;2;22;01;221;200017341;CC
34206;Poilhes;91;34;341;3406;9108;34000;053;0;04;07;112;243400686;CC
34207;Pomérols;91;34;341;3411;9107;34101;998;1;11;00;300;243400819;CA
34208;Popian;91;34;342;3414;9111;34000;015;0;04;09;112;243400694;CC
34209;Portiragnes;91;34;341;3405;9108;34121;053;1;13;07;112;243400819;CA
34210;Le Pouget;91;34;342;3414;9109;34000;015;0;06;09;112;243400694;CC
34211;Le Poujol-sur-Orb;91;34;341;3431;9108;34302;295;3;31;02;211;ZZZZZZZZZ;ZZ
34212;Poujols;91;34;342;3415;9109;34214;385;2;22;01;221;200017341;CC
34213;Poussan;91;34;343;3420;9112;34502;102;5;52;06;111;243400751;CC
34214;Pouzolles;91;34;341;3429;9108;34000;998;0;06;00;300;243400678;CC
34215;Pouzols;91;34;342;3414;9109;34126;015;1;13;09;112;243400694;CC
34216;Le Pradal;91;34;341;3403;9108;34302;295;3;31;02;211;243400546;CC
34217;Prades-le-Lez;91;34;343;3418;9111;34701;015;7;72;09;111;243400017;CA
34218;Prades-sur-Vernazobre;91;34;341;3430;9108;34000;000;0;04;00;400;243400454;CC
34219;Prémian;91;34;341;3426;9108;34000;000;0;04;00;400;243400629;CC
34220;Le Puech;91;34;342;3415;9109;34000;998;0;04;00;300;200017341;CC
34221;Puéchabon;91;34;342;3402;9111;34000;015;0;04;09;112;243400694;CC
34222;Puilacher;91;34;342;3414;9109;34000;015;0;04;09;112;243400694;CC
34223;Puimisson;91;34;341;3425;9108;34000;053;0;05;07;112;243400413;CC
34224;Puissalicon;91;34;341;3435;9108;34000;053;0;06;07;112;243400728;CC
34225;Puisserguier;91;34;341;3406;9108;34115;053;1;12;07;112;243400686;CC
34226;Quarante;91;34;341;3406;9108;34000;997;0;06;00;120;243400686;CC
34227;Restinclières;91;34;343;3407;9111;34120;015;1;13;09;112;243400017;CA
34228;Rieussec;91;34;341;3433;9108;34000;000;0;02;00;400;243400553;CC
34229;Riols;91;34;341;3433;9108;34000;000;0;05;00;400;243400553;CC
34230;Les Rives;91;34;342;3408;9109;34000;000;0;03;00;400;200017341;CC
34231;Romiguières;91;34;342;3416;9109;34000;000;0;01;00;400;200017341;CC
34232;Roquebrun;91;34;341;3426;9108;34000;000;0;05;00;400;243400629;CC
34233;Roqueredonde;91;34;342;3416;9109;34000;998;0;03;00;300;200017341;CC
34234;Roquessels;91;34;341;3429;9108;34000;000;0;03;00;400;243400413;CC
34235;Rosis;91;34;341;3431;9108;34000;998;0;04;00;300;243400389;CC
34236;Rouet;91;34;342;3432;9111;34000;015;0;02;09;112;200022986;CC
34237;Roujan;91;34;341;3429;9108;34000;998;0;06;00;300;243400678;CC
34238;Saint-André-de-Buèges;91;34;342;3432;9111;34000;997;0;02;00;120;200022986;CC
34239;Saint-André-de-Sangonis;91;34;342;3414;9109;34132;015;1;14;09;112;243400694;CC
34240;Saint-Aunès;91;34;343;3419;9111;34118;015;1;13;09;112;243400470;CC
34241;Saint-Bauzille-de-la-Sylve;91;34;342;3414;9111;34000;015;0;05;09;112;243400694;CC
34242;Saint-Bauzille-de-Montmel;91;34;343;3418;9111;34000;015;0;05;09;112;200022986;CC
34243;Saint-Bauzille-de-Putois;91;34;342;3413;9110;34000;015;0;06;09;112;243400736;CC
34244;Saint-Brès;91;34;343;3407;9111;34212;015;2;22;09;112;243400017;CA
34245;Saint-Chinian;91;34;341;3430;9108;34000;000;0;06;00;400;243400454;CC
34246;Saint-Christol;91;34;343;3417;9111;34000;015;0;06;09;112;243400520;CC
