CODGEO;LIBGEO;REG;DEP;ARR;CV;ZE2010;UU2010;AU2010;TUU2010;TDUU2010;TAU2010;CATAEU2010;EPCI;NATURE_EPCI
13113;Venelles;93;13;131;1301;9308;00759;003;7;73;09;111;241300276;CA
13114;Ventabren;93;13;131;1351;9308;13111;003;1;14;09;112;241300276;CA
13115;Vernègues;93;13;132;1309;9308;13215;997;2;22;00;120;241300201;CA
13116;Verquières;93;13;132;1326;0059;00754;016;7;72;09;111;241300383;CC
13117;Vitrolles;93;13;134;1353;9310;00759;003;7;73;09;111;241300276;CA
13118;Coudoux;93;13;131;1351;9308;13104;003;1;13;09;112;241300276;CA
13119;Carnoux-en-Provence;93;13;133;1354;9310;13209;003;2;21;09;112;241300391;CU
14001;Ablon;25;14;143;1419;2503;00363;281;3;32;02;211;241400886;CC
14002;Acqueville;25;14;142;1431;2502;14000;022;0;03;08;112;241400621;CC
14003;Agy;25;14;141;1403;2501;14000;239;0;04;03;112;241400555;CC
14004;Aignerville;25;14;141;1433;2501;14000;997;0;03;00;120;241400670;CC
14005;Airan;25;14;142;1406;2502;14000;022;0;05;08;112;241400837;CC
14006;Amayé-sur-Orne;25;14;142;1416;2502;14000;022;0;05;08;112;241400746;CC
14007;Amayé-sur-Seulles;25;14;142;1437;2502;14000;022;0;03;08;112;241400902;CC
14008;Amblie;25;14;142;1413;2502;14000;022;0;04;08;112;241400548;CC
14009;Amfreville;25;14;142;1447;2502;14000;022;0;06;08;112;241400639;CC
14011;Anctoville;25;14;141;1411;2502;14000;022;0;06;08;112;241400902;CC
14012;Angerville;25;14;143;1415;2502;14103;997;1;11;00;120;241400845;CC
14013;Angoville;25;14;142;1431;2502;14000;022;0;01;08;112;241400621;CC
14014;Anguerny;25;14;142;1413;2502;14000;022;0;05;08;112;241400860;CC
14015;Anisy;25;14;142;1413;2502;14000;022;0;05;08;112;241400860;CC
14016;Annebault;25;14;143;1415;2502;14000;997;0;04;00;120;241400845;CC
14019;Arganchy;25;14;141;1403;2501;14000;239;0;04;03;112;241400555;CC
14020;Argences;25;14;142;1434;2502;14204;022;2;22;08;112;241400837;CC
14021;Arromanches-les-Bains;25;14;141;1428;2501;14000;997;0;05;00;120;241400787;CC
14022;Asnelles;25;14;141;1428;2502;14000;997;0;05;00;120;241400787;CC
14023;Asnières-en-Bessin;25;14;141;1420;2501;14000;000;0;02;00;400;241400670;CC
14024;Auberville;25;14;143;1415;2503;14402;173;4;43;05;111;241400811;CC
14025;Aubigny;25;14;142;1417;2502;14000;997;0;04;00;120;241400514;CC
14026;Audrieu;25;14;142;1432;2502;14000;022;0;05;08;112;241400662;CC
14027;Aunay-sur-Odon;25;14;144;1401;2502;14113;000;1;13;00;400;241400894;CC
14028;Auquainville;25;14;143;1423;2504;14000;160;0;04;05;112;241400738;CC
14029;Les Autels-Saint-Bazile;25;14;143;1423;2502;14000;000;0;01;00;400;241400738;CC
14030;Authie;25;14;142;1409;2502;14000;022;0;06;08;112;241400498;CA
14031;Les Authieux-Papion;25;14;143;1424;2504;14000;997;0;02;00;120;241400779;CC
14032;Les Authieux-sur-Calonne;25;14;143;1405;2503;14000;998;0;04;00;300;241400878;CC
14033;Auvillars;25;14;143;1410;2502;14000;997;0;04;00;120;241400761;CC
14034;Avenay;25;14;142;1416;2502;14000;022;0;05;08;112;241400746;CC
14035;Balleroy;25;14;141;1402;2501;14000;997;0;05;00;120;241400613;CC
14036;Banneville-la-Campagne;25;14;142;1434;2502;14000;022;0;03;08;112;241400829;CC
14037;Banneville-sur-Ajon;25;14;142;1437;2502;14000;022;0;04;08;112;241400902;CC
14038;Banville;25;14;141;1428;2502;14000;022;0;05;08;112;241400787;CC
14039;Barbery;25;14;142;1407;2502;14000;022;0;05;08;112;241400647;CC
14040;Barbeville;25;14;141;1403;2501;14000;239;0;03;03;112;241400555;CC
14041;Barneville-la-Bertran;25;14;143;1419;2503;14000;998;0;03;00;300;241400886;CC
14042;Baron-sur-Odon;25;14;142;1416;2502;14601;022;6;62;08;111;241400746;CC
14043;Barou-en-Auge;25;14;142;1425;2502;14000;998;0;02;00;300;241400514;CC
14044;Basly;25;14;142;1413;2502;14000;022;0;05;08;112;241400860;CC
14045;Basseneville;25;14;143;1415;2502;14000;022;0;04;08;112;241400845;CC
14046;Bavent;25;14;142;1447;2502;14000;022;0;06;08;112;241400639;CC
14047;Bayeux;25;14;141;1403;2501;14303;239;3;32;03;111;241400555;CC
14049;Bazenville;25;14;141;1428;2502;14000;022;0;03;08;112;241400787;CC
14050;La Bazoque;25;14;141;1402;2501;14000;997;0;03;00;120;241400613;CC
14052;Beaulieu;25;14;144;1404;2505;14000;199;0;03;04;112;241400704;CC
14053;Beaumais;25;14;142;1425;2502;14000;998;0;03;00;300;241400514;CC
14054;Beaumesnil;25;14;144;1430;2505;14000;199;0;03;04;112;241400753;CC
14055;Beaumont-en-Auge;25;14;143;1427;2503;14000;173;0;04;05;112;241400878;CC
14056;Bauquay;25;14;144;1401;2502;14113;000;1;13;00;400;241400894;CC
14057;Bellengreville;25;14;142;1406;2502;14204;022;2;22;08;112;241400837;CC
14058;Bellou;25;14;143;1423;2504;14000;998;0;03;00;300;241400738;CC
14059;Benerville-sur-Mer;25;14;143;1435;2503;14402;173;4;43;05;111;241400415;CC
14060;Bénouville;25;14;142;1448;2502;14000;022;0;06;08;112;241400498;CA
14061;Le Bény-Bocage;25;14;144;1404;2505;14000;199;0;05;04;112;241400704;CC
14062;Bény-sur-Mer;25;14;142;1413;2502;14000;022;0;04;08;112;241400548;CC
14063;Bernesq;25;14;141;1433;2501;14000;000;0;04;00;400;241400670;CC
14064;Bernières-d'Ailly;25;14;142;1425;2502;14000;997;0;04;00;120;241400514;CC
14065;Bernières-le-Patry;25;14;144;1436;2505;14000;199;0;05;04;112;241400522;CC
14066;Bernières-sur-Mer;25;14;142;1414;2502;14302;022;3;31;08;112;241400860;CC
14068;Biéville-Beuville;25;14;142;1448;2502;14106;022;1;12;08;112;241400498;CA
14069;Beuvillers;25;14;143;1421;2504;14401;160;4;43;05;111;241400803;CC
14070;Beuvron-en-Auge;25;14;143;1410;2502;14000;997;0;04;00;120;241400761;CC
14073;La Bigne;25;14;144;1401;2502;14000;997;0;03;00;120;241400894;CC
14074;Billy;25;14;142;1406;2502;14000;022;0;04;08;112;241400837;CC
14075;Bissières;25;14;143;1424;2502;14000;022;0;03;08;112;241400779;CC
14076;Blainville-sur-Orne;25;14;142;1448;2502;14202;022;2;21;08;112;241400498;CA
14077;Blangy-le-Château;25;14;143;1405;2503;14000;997;0;05;00;120;241400878;CC
14078;Blay;25;14;141;1433;2501;14000;239;0;04;03;112;241400670;CC
14079;Blonville-sur-Mer;25;14;143;1435;2503;14402;173;4;43;05;111;241400415;CC
14080;Le Bô;25;14;142;1431;2502;14000;997;0;03;00;120;241400621;CC
14081;Boissey;25;14;143;1429;2502;14000;997;0;03;00;120;241400795;CC
14082;La Boissière;25;14;143;1449;2504;14000;160;0;03;05;112;241400803;CC
14083;Bonnebosq;25;14;143;1410;2503;14000;997;0;05;00;120;241400761;CC
14084;Bonnemaison;25;14;142;1437;2502;14000;022;0;04;08;112;241400902;CC
14085;Bonneville-la-Louvet;25;14;143;1405;2503;14000;997;0;05;00;120;241400878;CC
14086;Bonneville-sur-Touques;25;14;143;1427;2503;14402;173;4;43;05;111;241400878;CC
14087;Bonnoeil;25;14;142;1417;2502;14000;022;0;03;08;112;241400514;CC
14088;Bons-Tassilly;25;14;142;1417;2502;14000;022;0;04;08;112;241400514;CC
14089;Bougy;25;14;142;1416;2502;14000;022;0;04;08;112;241400746;CC
14090;Boulon;25;14;142;1407;2502;14000;022;0;05;08;112;241400647;CC
14091;Bourgeauville;25;14;143;1415;2503;14000;997;0;03;00;120;241400845;CC
14092;Bourguébus;25;14;142;1406;2502;14000;022;0;06;08;112;241400688;CC
14093;Branville;25;14;143;1415;2503;14000;173;0;03;05;112;241400845;CC
14096;Brémoy;25;14;144;1401;2502;14000;000;0;04;00;400;241400894;CC
14097;Bretteville-le-Rabet;25;14;142;1407;2502;14000;022;0;04;08;112;241400647;CC
14098;Bretteville-l'Orgueilleuse;25;14;142;1432;2502;14104;022;1;11;08;112;241400696;CC
14099;Bretteville-sur-Dives;25;14;143;1429;2502;14119;640;1;14;01;221;241400795;CC
14100;Bretteville-sur-Laize;25;14;142;1407;2502;14000;022;0;06;08;112;241400647;CC
14101;Bretteville-sur-Odon;25;14;142;1408;2502;14601;022;6;62;08;111;241400498;CA
14102;Le Breuil-en-Auge;25;14;143;1405;2504;14000;997;0;05;00;120;241400878;CC
14103;Le Breuil-en-Bessin;25;14;141;1433;2501;14114;997;1;13;00;120;241400613;CC
14104;Le Brévedent;25;14;143;1405;2504;14000;997;0;03;00;120;241400878;CC
14105;La Brévière;25;14;143;1423;2504;14000;000;0;03;00;400;241400738;CC
14106;Bréville-les-Monts;25;14;142;1447;2502;14000;022;0;05;08;112;241400639;CC
14107;Bricqueville;25;14;141;1433;2501;14000;997;0;03;00;120;241400670;CC
14109;Brouay;25;14;142;1432;2502;14000;022;0;04;08;112;241400696;CC
14110;Brucourt;25;14;143;1415;2502;14000;173;0;03;05;112;241400845;CC
14111;Bucéels;25;14;141;1402;2502;14000;022;0;04;08;112;241400662;CC
14113;Burcy;25;14;144;1436;2505;14000;199;0;04;04;112;241400522;CC
14115;Bures-les-Monts;25;14;144;1404;2505;14000;997;0;03;00;120;241400704;CC
14116;Le Bû-sur-Rouvres;25;14;142;1407;2502;14000;022;0;02;08;112;241400647;CC
14117;Cabourg;25;14;142;1447;2502;14402;173;4;43;05;111;241400811;CC
14118;Caen;25;14;142;1497;2502;14601;022;6;62;08;111;241400498;CA
14119;Cagny;25;14;142;1434;2502;14112;022;1;13;08;112;241400837;CC
14120;Cahagnes;25;14;144;1401;2502;14000;022;0;06;08;112;241400894;CC
14121;Cahagnolles;25;14;141;1402;2502;14000;022;0;04;08;112;241400613;CC
14122;La Caine;25;14;142;1416;2502;14000;022;0;02;08;112;241400746;CC
14123;Cairon;25;14;142;1413;2502;14108;022;1;12;08;112;241400696;CC
14124;La Cambe;25;14;141;1420;2501;14000;000;0;05;00;400;241400720;CC
14125;Cambes-en-Plaine;25;14;142;1413;2502;14000;022;0;06;08;112;241400498;CA
14126;Cambremer;25;14;143;1410;2504;14000;997;0;06;00;120;241400761;CC
14127;Campagnolles;25;14;144;1430;2505;14000;199;0;04;04;112;241400753;CC
14128;Campandré-Valcongrain;25;14;142;1437;2502;14000;022;0;03;08;112;241400894;CC
14129;Campeaux;25;14;144;1404;2505;14000;997;0;05;00;120;241400704;CC
14130;Campigny;25;14;141;1402;2501;14000;997;0;03;00;120;241400555;CC
14131;Canapville;25;14;143;1427;2503;14402;173;4;43;05;111;241400878;CC
14132;Canchy;25;14;141;1420;2501;14000;000;0;04;00;400;241400720;CC
14134;Canteloup;25;14;142;1434;2502;14000;022;0;03;08;112;241400837;CC
14135;Carcagny;25;14;142;1432;2502;14000;022;0;04;08;112;ZZZZZZZZZ;ZZ
14136;Cardonville;25;14;141;1420;2501;14000;000;0;03;00;400;241400720;CC
14137;Carpiquet;25;14;142;1409;2502;14601;022;6;62;08;111;241400498;CA
14138;Cartigny-l'Épinay;25;14;141;1420;2510;14000;998;0;04;00;300;241400720;CC
14139;Carville;25;14;144;1404;2505;14000;199;0;04;04;112;241400704;CC
14140;Castillon;25;14;141;1402;2501;14000;997;0;04;00;120;241400613;CC
14141;Castillon-en-Auge;25;14;143;1424;2504;14000;998;0;03;00;300;241400779;CC
14142;Castilly;25;14;141;1420;2501;14000;000;0;04;00;400;241400720;CC
14143;Caumont-l'Éventé;25;14;141;1411;2502;14000;997;0;06;00;120;241400894;CC
14144;Caumont-sur-Orne;25;14;142;1431;2502;14000;022;0;02;08;112;241400621;CC
14145;Cauvicourt;25;14;142;1407;2502;14000;022;0;04;08;112;241400647;CC
14146;Cauville;25;14;142;1431;2502;14000;022;0;03;08;112;241400621;CC
14147;Cernay;25;14;143;1426;2504;14000;998;0;03;00;300;241400910;CC
14148;Cerqueux;25;14;143;1426;2504;14000;722;0;03;01;222;241400910;CC
14149;Cesny-aux-Vignes;25;14;142;1406;2502;14000;022;0;04;08;112;241400837;CC
14150;Cesny-Bois-Halbout;25;14;142;1431;2502;14000;022;0;05;08;112;241400621;CC
14151;Champ-du-Boult;25;14;144;1430;2505;14000;199;0;04;04;112;241400753;CC
14152;La Chapelle-Engerbold;25;14;144;1412;2512;14000;997;0;03;00;120;241400712;CC
14153;La Chapelle-Haute-Grue;25;14;143;1423;2504;14000;000;0;01;00;400;241400738;CC
14154;La Chapelle-Yvon;25;14;143;1426;2504;14000;160;0;04;05;112;241400910;CC
14155;Cheffreville-Tonnencourt;25;14;143;1423;2504;14000;160;0;04;05;112;241400738;CC
14156;Chênedollé;25;14;144;1436;2505;14000;199;0;04;04;112;241400522;CC
14157;Cheux;25;14;142;1432;2502;14000;022;0;06;08;112;241400696;CC
14158;Chicheboville;25;14;142;1406;2502;14000;022;0;05;08;112;241400837;CC
14159;Chouain;25;14;141;1402;2502;14000;022;0;04;08;112;241400555;CC
14160;Cintheaux;25;14;142;1407;2502;14000;022;0;03;08;112;241400647;CC
14161;Clarbec;25;14;143;1427;2503;14000;997;0;04;00;120;241400878;CC
14162;Clécy;25;14;142;1431;2502;14000;997;0;06;00;120;241400621;CC
14163;Cléville;25;14;142;1434;2502;14000;022;0;04;08;112;241400837;CC
14164;Clinchamps-sur-Orne;25;14;142;1406;2502;14000;022;0;06;08;112;200026185;CC
14165;Colleville-sur-Mer;25;14;141;1433;2501;14000;000;0;03;00;400;241400670;CC
14166;Colleville-Montgomery;25;14;142;1448;2502;14000;022;0;07;08;112;ZZZZZZZZZ;ZZ
14167;Colombelles;25;14;142;1447;2502;14601;022;6;62;08;111;241400498;CA
14168;Colombières;25;14;141;1433;2501;14000;997;0;03;00;120;241400670;CC
14169;Colombiers-sur-Seulles;25;14;141;1428;2502;14000;022;0;03;08;112;241400548;CC
14170;Colomby-sur-Thaon;25;14;142;1413;2502;14000;022;0;04;08;112;241400860;CC
14171;Combray;25;14;142;1431;2502;14000;022;0;03;08;112;241400621;CC
14172;Commes;25;14;141;1428;2501;14000;997;0;04;00;120;241400555;CC
14173;Condé-sur-Ifs;25;14;142;1407;2502;14000;022;0;04;08;112;241400779;CC
14174;Condé-sur-Noireau;25;14;144;1412;2512;00262;444;2;21;01;221;241400712;CC
14175;Condé-sur-Seulles;25;14;141;1402;2502;14000;022;0;04;08;112;241400555;CC
14176;Conteville;25;14;142;1406;2502;14000;022;0;02;08;112;241400837;CC
14177;Coquainvilliers;25;14;143;1405;2504;14000;160;0;05;05;112;241400803;CC
14178;Corbon;25;14;143;1410;2502;14000;997;0;02;00;120;241400761;CC
14179;Cordebugle;25;14;143;1421;2504;14000;160;0;03;05;112;241400530;CC
14180;Cordey;25;14;142;1417;2502;14000;365;0;03;01;212;241400514;CC
14181;Cormelles-le-Royal;25;14;142;1446;2502;14601;022;6;62;08;111;241400498;CA
14182;Cormolain;25;14;141;1411;2502;14000;997;0;04;00;120;241400613;CC
14183;Cossesseville;25;14;142;1431;2502;14000;997;0;03;00;120;241400621;CC
14184;Cottun;25;14;141;1403;2501;14000;239;0;03;03;112;241400555;CC
14185;Coudray-Rabut;25;14;143;1427;2503;14120;997;1;14;00;120;241400878;CC
14186;Coulombs;25;14;142;1413;2502;14000;022;0;04;08;112;241400548;CC
14187;Coulonces;25;14;144;1438;2505;14000;199;0;05;04;112;241400381;CC
14188;Coulvain;25;14;144;1401;2502;14000;022;0;04;08;112;241400894;CC
14189;Coupesarte;25;14;143;1424;2502;14000;000;0;01;00;400;241400779;CC
14190;Courcy;25;14;142;1425;2502;14000;998;0;03;00;300;241400514;CC
14191;Courseulles-sur-Mer;25;14;142;1413;2502;14118;022;1;14;08;112;241400787;CC
14192;Courson;25;14;144;1430;2505;14000;998;0;04;00;300;241400753;CC
14193;Courtonne-la-Meurdrac;25;14;143;1421;2504;14401;160;4;43;05;111;241400803;CC
14194;Courtonne-les-Deux-Églises;25;14;143;1426;2504;14000;160;0;05;05;112;241400803;CC
14195;Courvaudon;25;14;142;1437;2502;14000;022;0;04;08;112;241400902;CC
14196;Crépon;25;14;141;1428;2502;14000;022;0;04;08;112;241400787;CC
14197;Cresserons;25;14;142;1414;2502;14000;022;0;06;08;112;241400860;CC
14198;Cresseveuille;25;14;143;1415;2502;14000;997;0;04;00;120;241400845;CC
14200;Creully;25;14;142;1413;2502;14000;022;0;06;08;112;241400548;CC
14201;Crèvecoeur-en-Auge;25;14;143;1424;2502;14000;997;0;05;00;120;241400779;CC
14202;Cricqueboeuf;25;14;143;1419;2503;14402;173;4;43;05;111;241400886;CC
14203;Cricqueville-en-Auge;25;14;143;1415;2502;14000;997;0;03;00;120;241400845;CC
14204;Cricqueville-en-Bessin;25;14;141;1420;2501;14000;000;0;03;00;400;241400720;CC
14205;Cristot;25;14;142;1432;2502;14000;022;0;04;08;112;241400662;CC
14206;Crocy;25;14;142;1425;2502;14000;998;0;04;00;300;241400514;CC
14207;Croisilles;25;14;142;1431;2502;14000;022;0;04;08;112;241400621;CC
14208;Croissanville;25;14;143;1424;2502;14000;022;0;04;08;112;241400779;CC
14209;Crouay;25;14;141;1433;2501;14000;239;0;05;03;112;241400670;CC
14210;La Croupte;25;14;143;1426;2504;14000;997;0;03;00;120;241400738;CC
14211;Culey-le-Patry;25;14;142;1431;2502;14000;022;0;04;08;112;241400621;CC
14212;Cully;25;14;142;1413;2502;14000;022;0;03;08;112;241400548;CC
14213;Curcy-sur-Orne;25;14;142;1416;2502;14000;022;0;04;08;112;241400621;CC
14214;Cussy;25;14;141;1403;2501;14000;239;0;03;03;112;241400555;CC
14215;Cuverville;25;14;142;1434;2502;14601;022;6;62;08;111;241400498;CA
14216;Damblainville;25;14;142;1418;2502;14000;365;0;04;01;212;241400514;CC
14217;Dampierre;25;14;144;1401;2502;14000;998;0;03;00;300;241400894;CC
14218;Danestal;25;14;143;1415;2502;14000;997;0;04;00;120;241400845;CC
14219;Danvou-la-Ferrière;25;14;144;1401;2502;14000;000;0;03;00;400;241400894;CC
14220;Deauville;25;14;143;1435;2503;14402;173;4;43;05;111;241400415;CC
14221;Démouville;25;14;142;1434;2502;14601;022;6;62;08;111;241400498;CA
14222;Le Désert;25;14;144;1436;2505;14000;199;0;02;04;112;241400522;CC
14223;Le Détroit;25;14;142;1417;2502;14000;998;0;02;00;300;241400514;CC
14224;Deux-Jumeaux;25;14;141;1420;2501;14000;000;0;02;00;400;241400720;CC
14225;Dives-sur-Mer;25;14;143;1415;2502;14402;173;4;43;05;111;241400811;CC
14226;Donnay;25;14;142;1431;2502;14000;022;0;03;08;112;241400621;CC
14227;Douville-en-Auge;25;14;143;1415;2502;14000;173;0;04;05;112;241400845;CC
14228;Douvres-la-Délivrande;25;14;142;1414;2502;14302;022;3;31;08;112;241400860;CC
14229;Dozulé;25;14;143;1415;2502;14103;997;1;11;00;120;241400845;CC
14230;Drubec;25;14;143;1427;2503;14000;997;0;03;00;120;241400761;CC
14231;Beaufour-Druval;25;14;143;1410;2502;14000;997;0;04;00;120;241400761;CC
14232;Ducy-Sainte-Marguerite;25;14;142;1432;2502;14000;022;0;03;08;112;241400662;CC
14235;Écrammeville;25;14;141;1433;2501;14000;997;0;03;00;120;241400670;CC
14236;Ellon;25;14;141;1402;2501;14000;239;0;04;03;112;241400555;CC
14237;Émiéville;25;14;142;1434;2502;14000;022;0;04;08;112;241400829;CC
14238;Englesqueville-en-Auge;25;14;143;1427;2503;14402;173;4;43;05;111;241400878;CC
14239;Englesqueville-la-Percée;25;14;141;1420;2501;14000;000;0;02;00;400;241400720;CC
14240;Épaney;25;14;142;1425;2502;14000;022;0;04;08;112;241400514;CC
14241;Épinay-sur-Odon;25;14;142;1437;2502;14116;997;1;13;00;120;241400902;CC
14242;Épron;25;14;142;1440;2502;14601;022;6;62;08;111;241400498;CA
14243;Équemauville;25;14;143;1419;2503;00363;281;3;32;02;211;241400886;CC
14244;Eraines;25;14;142;1418;2502;14000;365;0;04;01;212;241400514;CC
14245;Ernes;25;14;142;1425;2502;14000;022;0;04;08;112;241400514;CC
14246;Escoville;25;14;142;1447;2502;14000;022;0;05;08;112;241400829;CC
14248;Espins;25;14;142;1431;2502;14000;022;0;04;08;112;241400621;CC
14249;Esquay-Notre-Dame;25;14;142;1416;2502;14110;022;1;12;08;112;241400746;CC
14250;Esquay-sur-Seulles;25;14;141;1428;2501;14000;997;0;04;00;120;241400555;CC
14251;Esson;25;14;142;1431;2502;14000;022;0;04;08;112;241400621;CC
14252;Estrées-la-Campagne;25;14;142;1407;2502;14000;022;0;04;08;112;241400647;CC
14253;Estry;25;14;144;1436;2505;14000;997;0;04;00;120;241400522;CC
14254;Éterville;25;14;142;1416;2502;14000;022;0;06;08;112;241400498;CA
14255;Étouvy;25;14;144;1404;2505;14000;199;0;04;04;112;241400704;CC
14256;Étréham;25;14;141;1433;2501;14000;997;0;04;00;120;241400670;CC
14257;Évrecy;25;14;142;1416;2502;14110;022;1;12;08;112;241400746;CC
14258;Falaise;25;14;142;1498;2502;14205;365;2;22;01;211;241400514;CC
14259;Familly;25;14;143;1426;2504;14000;998;0;03;00;300;241400910;CC
14260;Fauguernon;25;14;143;1421;2504;14000;160;0;04;05;112;241400530;CC
14261;Le Faulq;25;14;143;1405;2504;14000;997;0;04;00;120;241400878;CC
14264;La Ferrière-Harang;25;14;144;1404;2502;14000;998;0;04;00;300;241400704;CC
14265;Fervaques;25;14;143;1423;2504;14000;160;0;05;05;112;241400738;CC
14266;Feuguerolles-Bully;25;14;142;1416;2502;14000;022;0;06;08;112;241400746;CC
14268;Fierville-Bray;25;14;142;1407;2502;14000;022;0;04;08;112;241400837;CC
14269;Fierville-les-Parcs;25;14;143;1405;2504;14000;997;0;04;00;120;241400878;CC
14270;Firfol;25;14;143;1421;2504;14000;160;0;04;05;112;241400530;CC
14271;Fleury-sur-Orne;25;14;142;1444;2502;14601;022;6;62;08;111;241400498;CA
14272;La Folie;25;14;141;1420;2501;14000;997;0;03;00;120;241400670;CC
14273;La Folletière-Abenon;25;14;143;1426;2504;14000;998;0;03;00;300;241400910;CC
14274;Fontaine-Étoupefour;25;14;142;1416;2502;14601;022;6;62;08;111;241400746;CC
14275;Fontaine-Henry;25;14;142;1413;2502;14000;022;0;04;08;112;241400548;CC
14276;Fontaine-le-Pin;25;14;142;1407;2502;14000;022;0;04;08;112;241400514;CC
14277;Fontenay-le-Marmion;25;14;142;1406;2502;14000;022;0;06;08;112;200026185;CC
14278;Fontenay-le-Pesnel;25;14;142;1432;2502;14000;022;0;05;08;112;241400662;CC
14279;Fontenermont;25;14;144;1430;2505;14000;997;0;03;00;120;241400753;CC
14280;Formentin;25;14;143;1410;2504;14000;997;0;04;00;120;241400761;CC
14281;Formigny;25;14;141;1433;2501;14000;000;0;04;00;400;241400670;CC
14282;Foulognes;25;14;141;1411;2502;14000;997;0;03;00;120;241400613;CC
14283;Fourches;25;14;142;1425;2502;14000;998;0;03;00;300;241400514;CC
14284;Fourneaux-le-Val;25;14;142;1417;2502;14000;365;0;03;01;212;241400514;CC
14285;Le Fournet;25;14;143;1410;2504;14000;997;0;02;00;120;241400761;CC
14286;Fourneville;25;14;143;1419;2503;14000;281;0;04;02;212;241400886;CC
14287;Frénouville;25;14;142;1406;2502;14112;022;1;13;08;112;241400837;CC
14288;Le Fresne-Camilly;25;14;142;1413;2502;14000;022;0;05;08;112;241400696;CC
14289;Fresné-la-Mère;25;14;142;1418;2502;14000;998;0;04;00;300;241400514;CC
14290;Fresney-le-Puceux;25;14;142;1407;2502;14000;022;0;05;08;112;241400647;CC
14291;Fresney-le-Vieux;25;14;142;1407;2502;14000;022;0;04;08;112;241400647;CC
14292;Friardel;25;14;143;1426;2504;14000;998;0;04;00;300;241400910;CC
14293;Fumichon;25;14;143;1421;2504;14000;160;0;04;05;112;241400530;CC
14294;Garcelles-Secqueville;25;14;142;1406;2502;14000;022;0;05;08;112;241400688;CC
14296;Le Gast;25;14;144;1430;2505;14000;998;0;04;00;300;241400753;CC
14297;Gavrus;25;14;142;1416;2502;14000;022;0;04;08;112;241400746;CC
14298;Géfosse-Fontenay;25;14;141;1420;2501;14000;000;0;03;00;400;241400720;CC
14299;Genneville;25;14;143;1419;2503;00363;281;3;32;02;211;241400886;CC
14300;Gerrots;25;14;143;1410;2502;14000;997;0;02;00;120;241400761;CC
14301;Giberville;25;14;142;1434;2502;14601;022;6;62;08;111;241400498;CA
14302;Glanville;25;14;143;1427;2503;14000;173;0;03;05;112;241400878;CC
14303;Glos;25;14;143;1421;2504;14401;160;4;43;05;111;241400803;CC
14304;Gonneville-sur-Honfleur;25;14;143;1419;2503;00363;281;3;32;02;211;241400886;CC
14305;Gonneville-sur-Mer;25;14;143;1415;2502;14402;173;4;43;05;111;241400811;CC
14306;Gonneville-en-Auge;25;14;142;1447;2502;14000;022;0;04;08;112;241400639;CC
14307;Goupillières;25;14;142;1416;2502;14000;022;0;03;08;112;241400621;CC
14308;Goustranville;25;14;143;1415;2502;14000;997;0;03;00;120;241400845;CC
14309;Gouvix;25;14;142;1407;2502;14000;022;0;05;08;112;241400647;CC
14310;Grainville-Langannerie;25;14;142;1407;2502;14000;022;0;05;08;112;241400647;CC
14311;Grainville-sur-Odon;25;14;142;1432;2502;14000;022;0;06;08;112;241400746;CC
14312;Grandcamp-Maisy;25;14;141;1420;2501;14000;000;0;06;00;400;241400720;CC
14313;Grandchamp-le-Château;25;14;143;1424;2504;14000;997;0;02;00;120;241400779;CC
14316;Grangues;25;14;143;1415;2502;14000;173;0;04;05;112;241400845;CC
14317;La Graverie;25;14;144;1404;2505;14000;199;0;06;04;112;241400704;CC
14318;Graye-sur-Mer;25;14;141;1428;2502;14000;022;0;05;08;112;241400787;CC
14319;Grentheville;25;14;142;1406;2502;14000;022;0;05;08;112;241400688;CC
14320;Grimbosq;25;14;142;1407;2502;14000;022;0;04;08;112;241400621;CC
14322;Guéron;25;14;141;1403;2501;14000;239;0;04;03;112;241400555;CC
14324;Hamars;25;14;142;1416;2502;14000;022;0;04;08;112;241400621;CC
14325;Hermanville-sur-Mer;25;14;142;1414;2502;14201;022;2;21;08;112;241400498;CA
14326;Hermival-les-Vaux;25;14;143;1421;2504;14000;160;0;05;05;112;241400803;CC
14327;Hérouville-Saint-Clair;25;14;142;1493;2502;14601;022;6;62;08;111;241400498;CA
14328;Hérouvillette;25;14;142;1447;2502;14111;022;1;12;08;112;241400639;CC
14329;Heuland;25;14;143;1415;2503;14000;173;0;02;05;112;241400845;CC
14330;Heurtevent;25;14;143;1423;2504;14000;000;0;03;00;400;241400738;CC
14331;Hiéville;25;14;143;1429;2502;14119;640;1;14;01;221;241400795;CC
14332;La Hoguette;25;14;142;1418;2502;14000;998;0;05;00;300;241400514;CC
14333;Honfleur;25;14;143;1419;2503;00363;281;3;32;02;211;241400886;CC
14334;L'Hôtellerie;25;14;143;1421;2504;14000;160;0;04;05;112;241400530;CC
14335;Hotot-en-Auge;25;14;143;1410;2502;14000;022;0;04;08;112;241400761;CC
14336;Hottot-les-Bagues;25;14;141;1411;2502;14000;022;0;04;08;112;241400902;CC
14337;La Houblonnière;25;14;143;1449;2504;14000;160;0;04;05;112;241400803;CC
14338;Houlgate;25;14;143;1415;2502;14402;173;4;43;05;111;241400811;CC
14339;Hubert-Folie;25;14;142;1406;2502;14000;022;0;04;08;112;241400688;CC
14341;Ifs;25;14;142;1446;2502;14601;022;6;62;08;111;241400498;CA
14342;Isigny-sur-Mer;25;14;141;1420;2501;14109;000;1;12;00;400;241400720;CC
