NIVGEO;CODGEO;LIBGEO;NB_COM
BV2012;59663;Wormhout;13
BV2012;60057;Beauvais;50
BV2012;60103;Bresles;17
BV2012;60104;Breteuil;43
BV2012;60141;Chantilly;7
BV2012;60143;Chaumont-en-Vexin;17
BV2012;60157;Clermont;15
BV2012;60159;Compiègne;42
BV2012;60175;Creil;31
BV2012;60176;Crépy-en-Valois;34
BV2012;60178;Crèvecoeur-le-Grand;28
BV2012;60188;Trosly-Breuil;15
BV2012;60223;Estrées-Saint-Denis;29
BV2012;60245;Formerie;22
BV2012;60286;Grandvilliers;33
BV2012;60395;Méru;31
BV2012;60439;Mouy;13
BV2012;60471;Noyon;46
BV2012;60482;Orry-la-Ville;4
BV2012;60500;Le Plessis-Belleville;14
BV2012;60509;Pont-Sainte-Maxence;17
BV2012;60533;Ressons-sur-Matz;22
BV2012;60581;Saint-Just-en-Chaussée;24
BV2012;60589;Saint-Maximin;2
BV2012;60612;Senlis;13
BV2012;61001;Alençon;45
BV2012;61006;Argentan;47
BV2012;61038;Bellême;11
BV2012;61145;Domfront en Poiraie;16
BV2012;61168;La Ferté-Macé;32
BV2012;61169;Flers;23
BV2012;61181;Gacé;24
BV2012;61214;L'Aigle;51
BV2012;61230;Longny les Villages;3
BV2012;61293;Mortagne-au-Perche;56
BV2012;61464;Sées;34
BV2012;61483;Bagnoles de l'Orne Normandie;7
BV2012;61486;Tinchebray;7
BV2012;61508;Vimoutiers;20
BV2012;62038;Ardres;20
BV2012;62041;Arras;65
BV2012;62045;Aubigny-en-Artois;22
BV2012;62057;Audruicq;11
BV2012;62060;Auxi-le-Château;38
BV2012;62063;Avesnes-le-Comte;29
BV2012;62080;Bapaume;71
BV2012;62108;Berck;25
BV2012;62119;Béthune;161
BV2012;62160;Boulogne-sur-Mer;17
BV2012;62193;Calais;14
BV2012;62268;Desvres;52
BV2012;62297;Éperlecques - Watten;7
BV2012;62361;Frévent;28
BV2012;62364;Fruges;37
BV2012;62397;Guînes;6
BV2012;62447;Hesdin;45
BV2012;62534;Lumbres;34
BV2012;62560;Marquise;22
BV2012;62588;Montreuil;48
BV2012;62604;Neufchâtel-Hardelot;5
BV2012;62765;Saint-Omer;31
BV2012;62767;Saint-Pol-sur-Ternoise;46
BV2012;62861;Vimy;4
BV2012;62893;Wimereux;7
BV2012;63001;Aigueperse;7
BV2012;63003;Ambert;28
BV2012;63010;Arlanc;18
BV2012;63038;Besse-et-Saint-Anastaise;16
BV2012;63040;Billom;18
BV2012;63047;La Bourboule;20
BV2012;63050;Brassac-les-Mines;44
BV2012;63113;Clermont-Ferrand;48
BV2012;63125;Courpière;18
BV2012;63178;Issoire;55
BV2012;63195;Lezoux;9
BV2012;63210;Maringues;9
BV2012;63214;Veyre-Monton;5
BV2012;63231;La Monnerie-le-Montel;11
BV2012;63236;Mont-Dore;4
BV2012;63283;Pontaumur;13
BV2012;63284;Pont-du-Château;6
BV2012;63285;Pontgibaud;11
BV2012;63291;Puy-Guillaume;8
BV2012;63300;Riom;34
BV2012;63338;Saint-Éloy-les-Mines;22
BV2012;63349;Saint-Georges-de-Mons;9
BV2012;63354;Saint-Gervais-d'Auvergne;12
BV2012;63430;Thiers;7
BV2012;63457;Vic-le-Comte;11
BV2012;64061;Artix;18
BV2012;64062;Arudy;20
BV2012;64063;Arzacq-Arraziguet;22
BV2012;64102;Bayonne;37
BV2012;64160;Cambo-les-Bains;7
BV2012;64233;Garlin;28
BV2012;64256;Hasparren;11
BV2012;64331;Lembeye;37
BV2012;64371;Mauléon-Licharre;37
BV2012;64410;Mourenx;17
BV2012;64416;Navarrenx;26
BV2012;64422;Oloron-Sainte-Marie;42
BV2012;64430;Orthez;33
BV2012;64445;Pau;121
BV2012;64453;Pontacq;7
BV2012;64485;Saint-Jean-Pied-de-Port;34
BV2012;64493;Saint-Palais;32
BV2012;64499;Salies-de-Béarn;14
BV2012;64513;Sauveterre-de-Béarn;19
BV2012;65025;Argelès-Gazost;33
BV2012;65031;Arreau;47
BV2012;65059;Bagnères-de-Bigorre;35
BV2012;65258;Lannemezan;60
BV2012;65286;Lourdes;38
BV2012;65295;Luz-Saint-Sauveur;15
BV2012;65304;Maubourguet;19
BV2012;65440;Tarbes;72
BV2012;65447;Tournay;23
BV2012;65452;Trie-sur-Baïse;35
BV2012;65460;Vic-en-Bigorre;52
BV2012;66003;Amélie-les-Bains-Palalda;14
BV2012;66016;Banyuls-sur-Mer;2
BV2012;66024;Le Boulou;6
BV2012;66037;Canet-en-Roussillon;3
BV2012;66049;Céret;11
BV2012;66088;Ille-sur-Têt;30
BV2012;66108;Millas;3
BV2012;66124;Font-Romeu-Odeillo-Via;40
BV2012;66136;Perpignan;45
BV2012;66149;Prades;43
BV2012;66171;Saint-Cyprien;22
BV2012;66180;Saint-Laurent-de-la-Salanque;6
BV2012;66210;Thuir;10
BV2012;67021;Barr;18
BV2012;67028;Benfeld;16
BV2012;67061;Bouxwiller;11
BV2012;67066;La Broque;32
BV2012;67067;Brumath;19
BV2012;67105;Drulingen;25
BV2012;67130;Erstein;10
BV2012;67152;Geispolsheim;7
BV2012;67180;Haguenau;29
BV2012;67202;Hochfelden;22
BV2012;67222;Ingwiller;23
BV2012;67281;Marckolsheim;11
BV2012;67282;Marlenheim;11
BV2012;67300;Molsheim;19
BV2012;67348;Obernai;8
BV2012;67372;Pfaffenhoffen;16
BV2012;67388;Reichshoffen - Niederbronn-les-Bains;13
BV2012;67411;Rosheim;3
BV2012;67434;Sarre-Union;33
BV2012;67437;Saverne;30
BV2012;67462;Sélestat;22
BV2012;67463;Seltz;22
BV2012;67474;Soultz-sous-Forêts;21
BV2012;67482;Strasbourg;43
BV2012;67495;Truchtersheim;6
BV2012;67507;Villé;18
BV2012;67519;La Wantzenau;2
BV2012;67520;Wasselonne;13
BV2012;67544;Wissembourg;10
BV2012;67550;Woerth;16
BV2012;68004;Altkirch;57
BV2012;68063;Thann - Cernay;20
BV2012;68066;Colmar;24
BV2012;68068;Dannemarie;41
BV2012;68082;Ensisheim;7
BV2012;68112;Guebwiller;19
BV2012;68162;Kaysersberg;7
BV2012;68201;Masevaux;21
BV2012;68224;Mulhouse;41
BV2012;68226;Munster;16
BV2012;68269;Ribeauvillé;15
BV2012;68287;Rouffach;17
BV2012;68292;Saint-Amarin;14
BV2012;68297;Saint-Louis;33
BV2012;68298;Sainte-Marie-aux-Mines;6
BV2012;68309;Sierentz;16
BV2012;68352;Neuf-Brisach;23
BV2012;69006;Amplepuis;19
BV2012;69010;L'Arbresle;18
BV2012;69018;Beaujeu;16
BV2012;69019;Belleville;26
BV2012;69024;Le Bois-d'Oingt;14
BV2012;69066;Cours-la-Ville;11
BV2012;69123;Lyon;161
BV2012;69141;Mornant;7
BV2012;69220;Saint-Laurent-de-Chamousset;10
BV2012;69227;Saint-Martin-en-Haut;4
BV2012;69238;Saint-Symphorien-sur-Coise;9
BV2012;69243;Tarare;15
BV2012;69248;Thizy-les-Bourgs;4
BV2012;69287;Saint-Laurent-de-Mure;2
BV2012;70120;Champagney - Ronchamp;9
BV2012;70198;Dampierre-sur-Salon;51
BV2012;70279;Gray;67
BV2012;70285;Héricourt;29
BV2012;70292;Jussey;45
BV2012;70310;Lure;40
BV2012;70311;Luxeuil-les-Bains;40
BV2012;70334;Marnay;24
BV2012;70421;Port-sur-Saône;15
BV2012;70447;Rioz;46
BV2012;70467;Saint-Loup-sur-Semouse;60
BV2012;70550;Vesoul;77
BV2012;70561;Villersexel;58
BV2012;71014;Autun;26
BV2012;71047;Bourbon-Lancy;15
BV2012;71070;Buxy;17
BV2012;71073;Chagny;38
BV2012;71076;Chalon-sur-Saône;43
BV2012;71090;La Chapelle-de-Guinchay - Crêches-sur-Saône;20
BV2012;71106;Charolles;21
BV2012;71120;Chauffailles;20
BV2012;71133;La Clayette;27
BV2012;71137;Cluny;42
BV2012;71153;Le Creusot;19
BV2012;71158;Cuisery;11
BV2012;71176;Digoin;12
BV2012;71192;Étang-sur-Arroux;14
BV2012;71221;Givry;7
BV2012;71230;Gueugnon;20
BV2012;71263;Louhans;26
BV2012;71270;Mâcon;35
BV2012;71275;Marcigny;23
BV2012;71306;Montceau-les-Mines;18
BV2012;71310;Montchanin;8
BV2012;71342;Paray-le-Monial;11
BV2012;71351;Pierre-de-Bresse;14
BV2012;71417;Saint-Gengoux-le-National;37
BV2012;71419;Saint-Germain-du-Bois;23
BV2012;71512;Sennecey-le-Grand;12
BV2012;71543;Tournus;19
BV2012;72029;Beaumont-sur-Sarthe;15
BV2012;72039;Bonnétable;15
BV2012;72054;Champagné;7
BV2012;72068;La Chartre-sur-le-Loir;10
BV2012;72071;Château-du-Loir;26
BV2012;72089;Conlie;12
BV2012;72090;Connerré;17
BV2012;72124;Écommoy;11
BV2012;72132;La Ferté-Bernard;20
BV2012;72138;Fresnay-sur-Sarthe;16
BV2012;72143;Le Grand-Lucé;11
BV2012;72154;La Flèche;12
BV2012;72168;Loué;15
BV2012;72176;Le Lude;6
BV2012;72180;Mamers;30
BV2012;72181;Le Mans;57
BV2012;72189;Marolles-les-Braults;11
BV2012;72231;Parigné-l'Évêque;3
BV2012;72264;Sablé-sur-Sarthe;29
BV2012;72269;Saint-Calais;19
BV2012;72334;Sillé-le-Guillaume;14
BV2012;72346;La Suze-sur-Sarthe;15
BV2012;72373;Vibraye;14
BV2012;73006;Aime;2
BV2012;73010;Entrelacs;5
BV2012;73011;Albertville;30
BV2012;73054;Bourg-Saint-Maurice;10
BV2012;73055;Bozel;6
BV2012;73065;Chambéry;52
BV2012;73157;Modane;10
BV2012;73171;Montmélian;8
BV2012;73181;Moûtiers;17
BV2012;73248;Saint-Jean-de-Maurienne;31
BV2012;73261;Saint-Michel-de-Maurienne;5
BV2012;73270;Saint-Pierre-d'Albigny;27
BV2012;73303;Ugine;4
BV2012;73330;Yenne;15
BV2012;74001;Abondance;4
BV2012;74010;Annecy;51
BV2012;74012;Annemasse;41
BV2012;74043;Bons-en-Chablais;9
BV2012;74056;Chamonix-Mont-Blanc;3
BV2012;74081;Cluses;28
BV2012;74096;Cruseilles;16
BV2012;74105;Douvaine;9
BV2012;74123;Faverges;6
BV2012;74191;Morzine;9
BV2012;74225;Rumilly;17
BV2012;74256;Sallanches;16
BV2012;74258;Samoëns;4
BV2012;74269;Seyssel;32
BV2012;74276;Taninges;2
BV2012;74280;Thônes;11
BV2012;74281;Thonon-les-Bains;32
BV2012;74311;Viuz-en-Sallaz;14
BV2012;75056;Paris;564
BV2012;76034;Auffay;32
BV2012;76035;Aumale;40
BV2012;76051;Bacqueville-en-Caux;18
BV2012;76057;Barentin;14
BV2012;76101;Blangy-sur-Bresle;25
BV2012;76114;Bolbec;15
BV2012;76146;Buchy;16
BV2012;76159;Cany-Barville;24
BV2012;76164;Rives-en-Seine;10
BV2012;76196;Criquetot-l'Esneval;19
BV2012;76217;Dieppe;43
BV2012;76219;Doudeville;28
BV2012;76222;Duclair;10
BV2012;76255;Eu;28
BV2012;76258;Fauville-en-Caux;23
BV2012;76259;Fécamp;24
BV2012;76276;Forges-les-Eaux;26
BV2012;76302;Goderville;20
BV2012;76312;Gournay-en-Bray;62
BV2012;76351;Le Havre;22
BV2012;76384;Lillebonne;12
BV2012;76400;Luneray;28
BV2012;76462;Neufchâtel-en-Bray;41
BV2012;76482;Offranville;8
BV2012;76540;Rouen;143
BV2012;76647;Saint-Romain-de-Colbosc;17
BV2012;76648;Saint-Saëns;12
BV2012;76655;Saint-Valery-en-Caux;14
BV2012;76752;Yerville;15
BV2012;76758;Yvetot;21
BV2012;77037;Bois-le-Roi;3
BV2012;77051;Bray-sur-Seine;31
BV2012;77053;Brie-Comte-Robert;7
BV2012;77079;Champagne-sur-Seine;7
BV2012;77088;La Chapelle-la-Reine;8
BV2012;77100;Le Châtelet-en-Brie;6
BV2012;77118;Claye-Souilly;11
BV2012;77131;Coulommiers;24
BV2012;77153;Dammartin-en-Goële;13
BV2012;77171;Esbly;22
BV2012;77182;La Ferté-Gaucher;36
BV2012;77183;La Ferté-sous-Jouarre;23
BV2012;77186;Fontainebleau;8
BV2012;77192;Fontenay-Trésigny;13
BV2012;77257;Lizy-sur-Ourcq;27
BV2012;77284;Meaux;22
BV2012;77305;Montereau-Fault-Yonne;38
BV2012;77317;Mormant;10
BV2012;77327;Nangis;20
BV2012;77333;Nemours;25
BV2012;77379;Provins;32
BV2012;77393;Rozay-en-Brie;11
BV2012;77437;Saint-Soupplets;10
BV2012;77449;Serris;5
BV2012;77458;Souppes-sur-Loing;11
BV2012;77470;Gretz-Armainvilliers;6
BV2012;78217;Épône;4
BV2012;78220;Les Essarts-le-Roi;3
BV2012;78265;Garancières - La Queue-les-Yvelines;13
BV2012;78310;Houdan;26
BV2012;78380;Maule;14
BV2012;78420;Montfort-l'Amaury;4
BV2012;78455;Noisy-le-Roi;4
BV2012;78486;Le Perray-en-Yvelines;4
BV2012;78517;Rambouillet;5
BV2012;78531;Rosny-sur-Seine;17
BV2012;78537;Saint-Arnoult-en-Yvelines;7
BV2012;79005;Airvault;23
BV2012;79048;La Crèche;5
BV2012;79049;Bressuire;5
BV2012;79057;Brioux-sur-Boutonne;15
BV2012;79061;Celles-sur-Belle;6
BV2012;79062;Cerizay;9
BV2012;79079;Mauléon;10
BV2012;79083;Chef-Boutonne;20
BV2012;79101;Coulonges-sur-l'Autize;13
BV2012;79174;Melle;18
BV2012;79179;Moncoutant;14
BV2012;79184;La Mothe-Saint-Héray;7
BV2012;79191;Niort;58
BV2012;79195;Nueil-les-Aubiers;4
BV2012;79202;Parthenay;25
BV2012;79270;Saint-Maixent-l'École;20
BV2012;79307;Sauzé-Vaussais;13
BV2012;79311;Secondigny;16
BV2012;79329;Thouars;26
BV2012;80001;Abbeville;56
BV2012;80016;Albert;64
BV2012;80021;Amiens;85
BV2012;80212;Corbie;24
BV2012;80253;Doullens;52
BV2012;80308;Feuquières-en-Vimeu - Fressenneville;9
BV2012;80318;Flixecourt;37
BV2012;80368;Friville-Escarbotin;14
BV2012;80373;Gamaches;13
BV2012;80410;Ham;49
BV2012;80561;Montdidier;51
BV2012;80570;Moreuil;26
BV2012;80606;Oisemont;50
BV2012;80620;Péronne;73
BV2012;80630;Poix-de-Picardie;47
BV2012;80680;Rosières-en-Santerre;29
BV2012;80685;Roye;53
BV2012;80688;Rue;22
BV2012;80721;Saint-Valery-sur-Somme;9
BV2012;80799;Villers-Bretonneux;11
BV2012;81003;Alban;10
BV2012;81004;Albi;41
BV2012;81037;Brassac;11
BV2012;81060;Carmaux;52
BV2012;81065;Castres;28
BV2012;81099;Gaillac;24
BV2012;81105;Graulhet;14
BV2012;81120;Labruguière;6
BV2012;81124;Lacaune;16
BV2012;81140;Lavaur;17
BV2012;81163;Mazamet;21
BV2012;81219;Puylaurens;18
BV2012;81220;Rabastens;7
BV2012;81222;Réalmont;19
BV2012;81271;Saint-Sulpice-la-Pointe;6
BV2012;81308;Valence-d'Albigeois;5
BV2012;82013;Beaumont-de-Lomagne;32
BV2012;82033;Castelsarrasin;25
BV2012;82037;Caussade;25
BV2012;82079;Labastide-Saint-Pierre;6
BV2012;82087;Lafrançaise;10
BV2012;82121;Montauban;12
BV2012;82125;Montech;5
BV2012;82134;Nègrepelisse;11
BV2012;82155;Saint-Antonin-Noble-Val;8
BV2012;82186;Valence;38
BV2012;82190;Verdun-sur-Garonne;10
BV2012;83007;Aups;9
BV2012;83012;Barjols;9
BV2012;83019;Bormes-les-Mimosas - Le Lavandou;3
BV2012;83023;Brignoles;5
BV2012;83032;Carcès;4
BV2012;83036;Cavalaire-sur-Mer;2
BV2012;83042;Cogolin;2
BV2012;83050;Draguignan;20
BV2012;83055;Fayence;8
BV2012;83061;Fréjus;3
BV2012;83064;Garéoult;7
BV2012;83071;La Londe-les-Maures;1
BV2012;83072;Lorgues;4
BV2012;83073;Le Luc;6
BV2012;83081;Montauroux;2
BV2012;83091;Pierrefeu-du-Var;2
BV2012;83092;Carnoules;4
BV2012;83104;Rians;4
BV2012;83106;Rocbaron;1
BV2012;83107;Roquebrune-sur-Argens;1
BV2012;83115;Sainte-Maxime;4
BV2012;83116;Saint-Maximin-la-Sainte-Baume;7
BV2012;83119;Saint-Tropez;3
BV2012;83121;Salernes;5
BV2012;83137;Toulon;28
BV2012;83150;Vinon-sur-Verdon;3
BV2012;84003;Apt;21
BV2012;84007;Avignon;99
BV2012;84019;Bollène;8
BV2012;84026;Cadenet;8
BV2012;84069;Malaucène;3
BV2012;84089;Pertuis;9
BV2012;84091;Piolenc;2
BV2012;84123;Sault;18
BV2012;84133;La Tour-d'Aigues;6
BV2012;84137;Vaison-la-Romaine;15
BV2012;84138;Valréas;21
BV2012;85001;L'Aiguillon-sur-Mer;5
BV2012;85003;Aizenay;9
BV2012;85018;Beauvoir-sur-Mer;4
BV2012;85035;Bretignolles-sur-Mer;4
BV2012;85047;Challans;9
BV2012;85051;Chantonnay;12
BV2012;85059;La Châtaigneraie;20
BV2012;85084;Essarts en Bocage;4
BV2012;85092;Fontenay-le-Comte;33
BV2012;85109;Les Herbiers;10
BV2012;85113;L'Île-d'Yeu;1
BV2012;85114;Jard-sur-Mer;2
BV2012;85128;Luçon;13
BV2012;85135;Mareuil-sur-Lay-Dissais;9
BV2012;85146;Montaigu;14
BV2012;85151;Mortagne-sur-Sèvre;7
BV2012;85152;La Mothe-Achard;7
BV2012;85156;Moutiers-les-Mauxfaits;13
BV2012;85163;Noirmoutier-en-l'Île;4
BV2012;85178;Le Poiré-sur-Vie;6
BV2012;85182;Pouzauges;9
BV2012;85191;La Roche-sur-Yon;15
BV2012;85194;Les Sables-d'Olonne;7
BV2012;85215;Saint-Fulgent;7
BV2012;85223;Sainte-Hermine;6
BV2012;85226;Saint-Hilaire-de-Riez;8
BV2012;85234;Saint-Jean-de-Monts;4
BV2012;85288;Talmont-Saint-Hilaire;2
BV2012;85294;La Tranche-sur-Mer;2
BV2012;86066;Châtellerault;18
BV2012;86070;Chauvigny;21
BV2012;86078;Civray;23
BV2012;86082;Couhé;13
BV2012;86103;Gençay;11
BV2012;86112;L'Isle-Jourdain;11
BV2012;86128;Lencloître;14
BV2012;86137;Loudun;25
BV2012;86139;Lusignan;11
BV2012;86140;Lussac-les-Châteaux;12
BV2012;86160;Mirebeau;11
BV2012;86165;Montmorillon;16
BV2012;86177;Neuville-de-Poitou;5
BV2012;86194;Poitiers;32
BV2012;86207;La Roche-Posay;23
BV2012;86293;Vivonne;5
BV2012;86294;Vouillé;13
BV2012;87001;Aixe-sur-Vienne;8
BV2012;87002;Ambazac;8
BV2012;87011;Bellac;25
BV2012;87014;Bessines-sur-Gartempe;7
BV2012;87032;Châlus;11
BV2012;87040;Châteauneuf-la-Forêt;11
BV2012;87041;Châteauponsac;5
BV2012;87059;Le Dorat;17
BV2012;87064;Eymoutiers;12
BV2012;87085;Limoges;35
BV2012;87106;Nexon;11
BV2012;87126;Rochechouart;17
BV2012;87154;Saint-Junien;11
BV2012;87161;Saint-Léonard-de-Noblat;12
BV2012;87187;Saint-Yrieix-la-Perche;10
BV2012;88075;La Bresse;15
BV2012;88078;Bruyères;36
BV2012;88090;Charmes;63
BV2012;88095;Châtenois;39
BV2012;88114;Contrexéville;35
BV2012;88160;Épinal;64
BV2012;88196;Gérardmer;4
BV2012;88304;Mirecourt;60
BV2012;88319;Moyenmoutier;19
BV2012;88321;Neufchâteau;97
BV2012;88367;Rambervillers;36
BV2012;88372;Raon-l'Étape;11
BV2012;88383;Remiremont;18
BV2012;88413;Saint-Dié-des-Vosges;42
BV2012;88468;Le Thillot;16
BV2012;88516;Vittel;36
BV2012;89003;Aillant-sur-Tholon;14
BV2012;89024;Auxerre;53
BV2012;89025;Avallon;74
BV2012;89068;Chablis;19
BV2012;89086;Charny;4
BV2012;89206;Joigny;11
BV2012;89257;Migennes;17
BV2012;89309;Pont-sur-Yonne;14
BV2012;89345;Saint-Florentin;41
BV2012;89368;Saint-Sauveur-en-Puisaye;18
BV2012;89387;Sens;38
BV2012;89418;Tonnerre;58
BV2012;89419;Toucy;15
BV2012;89464;Villeneuve-sur-Yonne;16
BV2012;90009;Beaucourt;9
BV2012;90010;Belfort;56
BV2012;90033;Delle;23
BV2012;90052;Giromagny;7
BV2012;91016;Angerville;16
BV2012;91045;Ballancourt-sur-Essonne;18
BV2012;91200;Dourdan;13
BV2012;91223;Étampes;26
BV2012;91226;Étréchy;10
BV2012;91338;Limours;9
BV2012;91405;Milly-la-Forêt;12
BV2012;91540;Saint-Chéron;4
BV2012;95250;Fosses;9
BV2012;95351;Louvres;4
BV2012;95355;Magny-en-Vexin;30
BV2012;95370;Marines;22
BV2012;95487;Persan - Beaumont-sur-Oise;21
BV2012;95652;Viarmes;11
BV2012;97101;Pointe-à-Pitre - Les Abymes;14
BV2012;97105;Basse-Terre;11
BV2012;97107;Capesterre-Belle-Eau;2
BV2012;97112;Grand-Bourg;3
BV2012;97129;Sainte-Rose;2
BV2012;97209;Fort-de-France;11
BV2012;97213;Le Lamentin;1
BV2012;97222;Le Robert;14
BV2012;97228;Sainte-Marie;8
BV2012;97302;Cayenne;11
BV2012;97304;Kourou;4
BV2012;97311;Saint-Laurent-du-Maroni;7
BV2012;97404;L'Étang-Salé;2
BV2012;97405;Petite-Île;1
BV2012;97409;Saint-André;2
BV2012;97410;Saint-Benoît;4
BV2012;97411;Saint-Denis;3
BV2012;97412;Saint-Joseph;2
BV2012;97413;Saint-Leu;1
BV2012;97414;Saint-Louis;2
BV2012;97415;Saint-Paul;4
BV2012;97416;Saint-Pierre;3
BV2012;ZZZZZ;Sans objet;17
CV;0101;Ambérieu-en-Bugey;18
CV;0102;Attignat;19
CV;0103;Bellegarde-sur-Valserine;15
CV;0104;Belley;33
CV;0105;Bourg-en-Bresse-1 (Partiel);1
CV;0106;Bourg-en-Bresse-2 (Partiel);3
CV;0107;Ceyzériat;22
CV;0108;Châtillon-sur-Chalaronne;26
CV;0109;Gex;7
CV;0110;Hauteville-Lompnes;37
CV;0111;Lagnieu;25
CV;0112;Meximieux;15
CV;0113;Miribel;8
CV;0114;Nantua;17
CV;0115;Oyonnax;2
CV;0116;Pont-d'Ain;24
CV;0117;Replonges;32
CV;0118;Saint-Étienne-du-Bois;26
CV;0119;Saint-Genis-Pouilly;4
CV;0120;Thoiry;16
CV;0121;Trévoux;12
CV;0122;Villars-les-Dombes;25
CV;0123;Vonnas;19
CV;0189;Groslée-Saint-Benoit;1
CV;0199;Bourg-en-Bresse;1
CV;0201;Bohain-en-Vermandois;31
CV;0202;Château-Thierry;21
CV;0203;Chauny;21
CV;0204;Essômes-sur-Marne;47
CV;0205;Fère-en-Tardenois;78
CV;0206;Guignicourt;77
CV;0207;Guise;45
CV;0208;Hirson;26
CV;0209;Laon-1 (Partiel);29
CV;0210;Laon-2 (Partiel);24
CV;0211;Marle;65
CV;0212;Ribemont;52
CV;0213;Saint-Quentin-1 (Partiel);24
CV;0214;Saint-Quentin-2 (Partiel);10
CV;0215;Saint-Quentin-3 (Partiel);8
CV;0216;Soissons-1 (Partiel);14
CV;0217;Soissons-2 (Partiel);13
CV;0218;Tergnier;24
CV;0219;Vervins;66
CV;0220;Vic-sur-Aisne;50
CV;0221;Villers-Cotterêts;76
CV;0297;Laon;1
CV;0298;Saint-Quentin;1
CV;0299;Soissons;1
CV;0301;Bellerive-sur-Allier;11
CV;0302;Bourbon-l'Archambault;28
CV;0303;Commentry;24
CV;0304;Cusset;4
CV;0305;Dompierre-sur-Besbre;32
CV;0306;Gannat;41
CV;0307;Huriel;29
CV;0308;Lapalisse;31
CV;0309;Montluçon-1 (Partiel);3
CV;0310;Montluçon-2 (Partiel);1
CV;0311;Montluçon-3 (Partiel);14
CV;0312;Montluçon-4 (Partiel);6
CV;0313;Moulins-1 (Partiel);6
CV;0314;Moulins-2 (Partiel);22
CV;0315;Saint-Pourçain-sur-Sioule;22
CV;0316;Souvigny;29
CV;0317;Vichy-1 (Partiel);3
CV;0318;Vichy-2 (Partiel);2
CV;0319;Yzeure;6
CV;0397;Montluçon;1
CV;0398;Moulins;1
CV;0399;Vichy;1
CV;0401;Barcelonnette;14
CV;0402;Castellane;32
CV;0403;Château-Arnoux-Saint-Auban;8
CV;0404;Digne-les-Bains-1 (Partiel);6
CV;0405;Digne-les-Bains-2 (Partiel);6
CV;0406;Forcalquier;15
CV;0407;Manosque-1 (Partiel);2
CV;0408;Manosque-2 (Partiel);2
CV;0409;Manosque-3 (Partiel);2
CV;0410;Oraison;3
CV;0411;Reillanne;21
CV;0412;Riez;26
CV;0413;Seyne;34
CV;0414;Sisteron;15
CV;0415;Valensole;10
CV;0498;Digne-les-Bains;1
CV;0499;Manosque;1
CV;0501;L'Argentière-la-Bessée;8
CV;0502;Briançon-1 (Partiel);9
CV;0503;Briançon-2 (Partiel);3
CV;0504;Chorges;17
CV;0505;Embrun;8
CV;0510;Guillestre;16
CV;0511;Laragne-Montéglin;11
CV;0512;Saint-Bonnet-en-Champsaur;27
CV;0513;Serres;39
CV;0514;Tallard;19
CV;0515;Veynes;8
CV;0598;Briançon;1
CV;0599;Gap;1
CV;0601;Antibes-1 (Partiel);1
CV;0603;Antibes-3 (Partiel);1
CV;0604;Beausoleil;7
CV;0606;Cagnes-sur-Mer-2 (Partiel);2
CV;0609;Le Cannet (Partiel);1
CV;0610;Contes;20
CV;0611;Grasse-1 (Partiel);18
CV;0612;Grasse-2 (Partiel);1
CV;0613;Mandelieu-la-Napoule;5
CV;0614;Menton;6
CV;0617;Nice-3 (Partiel);3
CV;0621;Nice-7 (Partiel);2
CV;0624;Tourrette-Levens;28
CV;0625;Valbonne (Partiel);11
CV;0626;Vence;47
CV;0627;Villeneuve-Loubet;4
CV;0694;Antibes;1
CV;0695;Cagnes-sur-Mer;1
CV;0696;Cannes;1
CV;0697;Le Cannet;1
CV;0698;Grasse;1
CV;0699;Nice;1
CV;0701;Annonay-1 (Partiel);6
CV;0702;Annonay-2 (Partiel);9
CV;0703;Aubenas-1 (Partiel);15
CV;0704;Aubenas-2 (Partiel);14
CV;0705;Bourg-Saint-Andéol;9
CV;0706;Haut-Eyrieux;46
CV;0707;Guilherand-Granges;5
CV;0708;Haut-Vivarais;31
CV;0709;Le Pouzin;13
CV;0710;Privas;15
CV;0711;Sarras;19
CV;0712;Berg-Helvie;19
CV;0713;Haute-Ardèche;41
CV;0714;Tournon-sur-Rhône;13
CV;0715;Vallon-Pont-d'Arc;30
CV;0716;Les Cévennes Ardéchoises;35
CV;0717;Rhône-Eyrieux;17
CV;0798;Annonay;1
CV;0799;Aubenas;1
CV;0801;Attigny;79
CV;0802;Bogny-sur-Meuse;12
CV;0803;Carignan;38
CV;0804;Charleville-Mézières-1 (Partiel);7
CV;0805;Charleville-Mézières-2 (Partiel);5
CV;0806;Charleville-Mézières-3 (Partiel);1
CV;0807;Charleville-Mézières-4 (Partiel);1
CV;0808;Château-Porcien;47
CV;0809;Givet;12
CV;0810;Nouvion-sur-Meuse;35
CV;0811;Rethel;18
CV;0812;Revin;7
CV;0813;Rocroi;33
CV;0814;Sedan-1 (Partiel);8
CV;0815;Sedan-2 (Partiel);7
CV;0816;Sedan-3 (Partiel);7
CV;0817;Signy-l'Abbaye;71
CV;0818;Villers-Semeuse;11
CV;0819;Vouziers;49
CV;0888;Vouziers;1
CV;0889;Chémery-Chéhéry;1
CV;0898;Charleville-Mézières;1
CV;0899;Sedan;1
CV;0901;Haute-Ariège;48
CV;0902;Arize-Lèze;27
CV;0903;Couserans Est;37
CV;0904;Couserans Ouest;29
CV;0905;Foix;6
CV;0906;Mirepoix;35
CV;0907;Pamiers-1 (Partiel);14
CV;0908;Pamiers-2 (Partiel);7
CV;0909;Pays d'Olmes;23
