NIVGEO;CODGEO;LIBGEO;NB_COM
ARR;311;Muret;126
ARR;312;Saint-Gaudens;236
ARR;313;Toulouse;226
ARR;321;Auch;134
ARR;322;Condom;162
ARR;323;Mirande;166
ARR;331;Blaye;63
ARR;332;Bordeaux;82
ARR;333;Langon;197
ARR;334;Lesparre-Médoc;50
ARR;335;Libourne;129
ARR;336;Arcachon;17
ARR;341;Béziers;153
ARR;342;Lodève;122
ARR;343;Montpellier;68
ARR;351;Fougères-Vitré;114
ARR;352;Redon;50
ARR;353;Rennes;111
ARR;354;Saint-Malo;70
ARR;361;Le Blanc;57
ARR;362;Châteauroux;86
ARR;363;La Châtre;51
ARR;364;Issoudun;49
ARR;371;Chinon;106
ARR;372;Tours;54
ARR;373;Loches;113
ARR;381;Grenoble;267
ARR;382;La Tour-du-Pin;137
ARR;383;Vienne;117
ARR;391;Dole;191
ARR;392;Lons-le-Saunier;258
ARR;393;Saint-Claude;60
ARR;401;Dax;152
ARR;402;Mont-de-Marsan;178
ARR;411;Blois;94
ARR;412;Vendôme;105
ARR;413;Romorantin-Lanthenay;77
ARR;421;Montbrison;136
ARR;422;Roanne;115
ARR;423;Saint-Étienne;75
ARR;431;Brioude;111
ARR;432;Le Puy-en-Velay;102
ARR;433;Yssingeaux;44
ARR;442;Nantes;76
ARR;443;Saint-Nazaire;55
ARR;445;Châteaubriant-Ancenis;81
ARR;451;Montargis;126
ARR;452;Orléans;121
ARR;453;Pithiviers;79
ARR;461;Cahors;105
ARR;462;Figeac;118
ARR;463;Gourdon;99
ARR;471;Agen;71
ARR;472;Marmande;98
ARR;473;Villeneuve-sur-Lot;92
ARR;474;Nérac;58
ARR;481;Florac;38
ARR;482;Mende;120
ARR;491;Angers;69
ARR;492;Cholet;32
ARR;493;Saumur;56
ARR;494;Segré;29
ARR;501;Avranches;136
ARR;502;Cherbourg;151
ARR;503;Coutances;97
ARR;504;Saint-Lô;93
ARR;511;Châlons-en-Champagne;100
ARR;512;Épernay;181
ARR;513;Reims;155
ARR;514;Vitry-le-François;113
ARR;515;Sainte-Menehould;67
ARR;521;Chaumont;159
ARR;522;Langres;157
ARR;523;Saint-Dizier;111
ARR;531;Château-Gontier;84
ARR;532;Laval;34
ARR;533;Mayenne;137
ARR;541;Briey;128
ARR;542;Lunéville;164
ARR;543;Nancy;188
ARR;544;Toul;112
ARR;551;Bar-le-Duc;110
ARR;552;Commercy;136
ARR;553;Verdun;255
ARR;561;Lorient;58
ARR;562;Pontivy;96
ARR;563;Vannes;99
ARR;573;Forbach-Boulay-Moselle;169
ARR;575;Sarrebourg-Château-Salins;230
ARR;576;Sarreguemines;83
ARR;577;Thionville;105
ARR;579;Metz;140
ARR;581;Château-Chinon (Ville);80
ARR;582;Clamecy;84
ARR;583;Nevers;82
ARR;584;Cosne-Cours-sur-Loire;63
ARR;591;Avesnes-sur-Helpe;151
ARR;592;Cambrai;116
ARR;593;Douai;64
ARR;594;Dunkerque;111
ARR;595;Lille;124
ARR;596;Valenciennes;82
ARR;601;Beauvais;252
ARR;602;Clermont;146
ARR;603;Compiègne;156
ARR;604;Senlis;133
ARR;611;Alençon;115
ARR;612;Argentan;126
ARR;613;Mortagne-au-Perche;153
ARR;621;Arras;358
ARR;622;Béthune;104
ARR;623;Boulogne-sur-Mer;74
ARR;624;Montreuil;164
ARR;625;Saint-Omer;89
ARR;626;Calais;52
ARR;627;Lens;50
ARR;631;Ambert;58
ARR;632;Clermont-Ferrand;75
ARR;633;Issoire;135
ARR;634;Riom;155
ARR;635;Thiers;44
ARR;641;Bayonne;122
ARR;642;Oloron-Sainte-Marie;155
ARR;643;Pau;269
ARR;651;Argelès-Gazost;87
ARR;652;Bagnères-de-Bigorre;171
ARR;653;Tarbes;212
ARR;661;Céret;64
ARR;662;Perpignan;39
ARR;663;Prades;123
ARR;672;Haguenau-Wissembourg;142
ARR;673;Molsheim;77
ARR;674;Saverne;164
ARR;675;Sélestat-Erstein;101
ARR;678;Strasbourg;33
ARR;681;Altkirch;108
ARR;682;Colmar-Ribeauvillé;98
ARR;684;Mulhouse;79
ARR;686;Thann-Guebwiller;81
ARR;691;Lyon;59
ARR;692;Villefranche-sur-Saône;221
ARR;701;Lure;195
ARR;702;Vesoul;347
ARR;711;Autun;83
ARR;712;Chalon-sur-Saône;149
ARR;713;Charolles;135
ARR;714;Louhans;79
ARR;715;Mâcon;121
ARR;721;La Flèche;119
ARR;722;Mamers;195
ARR;723;Le Mans;47
ARR;731;Albertville;74
ARR;732;Chambéry;155
ARR;733;Saint-Jean-de-Maurienne;56
ARR;741;Annecy;80
ARR;742;Bonneville;61
ARR;743;Saint-Julien-en-Genevois;72
ARR;744;Thonon-les-Bains;68
ARR;751;Paris;1
ARR;761;Dieppe;345
ARR;762;Le Havre;149
ARR;763;Rouen;217
ARR;771;Meaux;143
ARR;772;Melun;59
ARR;773;Provins;179
ARR;774;Fontainebleau;86
ARR;775;Torcy;43
ARR;781;Mantes-la-Jolie;110
ARR;782;Rambouillet;83
ARR;783;Saint-Germain-en-Laye;45
ARR;784;Versailles;24
ARR;791;Bressuire;53
ARR;792;Niort;163
ARR;793;Parthenay;77
ARR;801;Abbeville;164
ARR;802;Amiens;293
ARR;803;Montdidier;111
ARR;804;Péronne;211
ARR;811;Albi;168
ARR;812;Castres;151
ARR;821;Castelsarrasin;103
ARR;822;Montauban;92
ARR;831;Draguignan;54
ARR;832;Toulon;32
ARR;833;Brignoles;67
ARR;841;Apt;57
ARR;842;Avignon;17
ARR;843;Carpentras;77
ARR;851;Fontenay-le-Comte;112
ARR;852;La Roche-sur-Yon;81
ARR;853;Les Sables-d'Olonne;74
ARR;861;Châtellerault;92
ARR;862;Montmorillon;95
ARR;863;Poitiers;87
ARR;871;Bellac;62
ARR;872;Limoges;108
ARR;873;Rochechouart;30
ARR;881;Épinal;214
ARR;882;Neufchâteau;205
ARR;883;Saint-Dié-des-Vosges;88
ARR;891;Auxerre;171
ARR;892;Avallon;139
ARR;893;Sens;118
ARR;901;Belfort;102
ARR;911;Étampes;76
ARR;912;Évry;52
ARR;913;Palaiseau;68
ARR;921;Antony;11
ARR;922;Nanterre;17
ARR;923;Boulogne-Billancourt;8
ARR;931;Bobigny;9
ARR;932;Le Raincy;22
ARR;933;Saint-Denis;9
ARR;941;Créteil;23
ARR;942;Nogent-sur-Marne;14
ARR;943;L'Haÿ-les-Roses;10
ARR;951;Argenteuil;17
ARR;952;Sarcelles;62
ARR;953;Pontoise;106
ARR;9711;Basse-Terre;18
ARR;9712;Pointe-à-Pitre;14
ARR;9721;Fort-de-France;4
ARR;9722;La Trinité;10
ARR;9723;Le Marin;12
ARR;9724;Saint-Pierre;8
ARR;9731;Cayenne;14
ARR;9732;Saint-Laurent-du-Maroni;8
ARR;9741;Saint-Denis;3
ARR;9742;Saint-Pierre;10
ARR;9743;Saint-Benoît;6
ARR;9744;Saint-Paul;5
ARR;ZZZZ;Sans objet;17
AU2010;000;Communes isolées hors influence des pôles;7109
AU2010;001;Paris;1764
AU2010;002;Lyon;503
AU2010;003;Marseille - Aix-en-Provence;90
AU2010;004;Toulouse;453
AU2010;005;Lille (partie française);125
AU2010;006;Bordeaux;252
AU2010;007;Nice;129
AU2010;008;Nantes;108
AU2010;009;Strasbourg (partie française);259
AU2010;010;Grenoble;194
AU2010;011;Rennes;185
AU2010;012;Rouen;277
AU2010;013;Toulon;40
AU2010;014;Douai - Lens;103
AU2010;015;Montpellier;116
AU2010;016;Avignon;97
AU2010;017;Saint-Étienne;117
AU2010;018;Tours;141
AU2010;019;Clermont-Ferrand;184
AU2010;020;Nancy;285
AU2010;021;Orléans;134
AU2010;022;Caen;230
AU2010;023;Angers;80
AU2010;024;Metz;215
AU2010;025;Dijon;295
AU2010;026;Valenciennes (partie française);90
AU2010;027;Béthune;122
AU2010;028;Le Mans;123
AU2010;029;Reims;230
AU2010;030;Brest;51
AU2010;031;Perpignan;66
AU2010;032;Le Havre;81
AU2010;033;Amiens;256
AU2010;034;Mulhouse;60
AU2010;035;Limoges;96
AU2010;036;Bayonne (partie française);60
AU2010;037;Genève (SUI) - Annemasse (partie française);114
AU2010;038;Dunkerque;55
AU2010;039;Poitiers;97
AU2010;040;Nîmes;50
AU2010;041;Besançon;256
AU2010;042;Pau;167
AU2010;043;Lorient;29
AU2010;044;Annecy;59
AU2010;045;Chambéry;85
AU2010;046;Saint-Nazaire;29
AU2010;047;La Rochelle;63
AU2010;048;Troyes;147
AU2010;049;Angoulême;106
AU2010;050;Valence;41
AU2010;051;Saint-Brieuc;46
AU2010;052;Montbéliard;121
AU2010;053;Béziers;40
AU2010;054;Niort;76
AU2010;055;Vannes;32
AU2010;056;Chartres;87
AU2010;057;Bourges;72
AU2010;058;Boulogne-sur-Mer;49
AU2010;059;Thionville;15
AU2010;060;Chalon-sur-Saône;90
AU2010;061;Maubeuge (partie française);55
AU2010;062;Arras;114
AU2010;063;Calais;32
AU2010;064;Colmar;39
AU2010;065;Blois;70
AU2010;066;Quimper;21
AU2010;067;Beauvais;125
AU2010;068;Cherbourg-en-Cotentin;36
AU2010;069;Laval;46
AU2010;070;Creil;23
AU2010;071;Bourg-en-Bresse;69
AU2010;072;Tarbes;110
AU2010;073;Belfort;68
AU2010;074;Saint-Quentin;99
AU2010;075;La Roche-sur-Yon;22
AU2010;076;Vienne;40
AU2010;077;Évreux;83
AU2010;078;Alès;52
AU2010;079;Agen;64
AU2010;080;Charleville-Mézières;103
AU2010;081;Roanne;50
AU2010;082;Sarrebruck (ALL) - Forbach (partie française);25
AU2010;083;Nevers;57
AU2010;084;Cholet;19
AU2010;085;Brive-la-Gaillarde;44
AU2010;086;Montauban;33
AU2010;087;Périgueux;45
AU2010;088;Mâcon;68
AU2010;089;Compiègne;47
AU2010;090;Ajaccio;53
AU2010;091;Albi;45
AU2010;092;Carcassonne;71
AU2010;093;Châteauroux;44
AU2010;094;Fréjus;3
AU2010;095;Épinal;72
AU2010;096;Auxerre;68
AU2010;097;Bastia;54
AU2010;098;Bâle (SUI) - Saint-Louis (partie française);75
AU2010;099;Saint-Omer;52
AU2010;100;Cluses;25
AU2010;101;Narbonne;24
AU2010;102;Sète;7
AU2010;103;Thonon-les-Bains;31
AU2010;104;Rodez;38
AU2010;105;Vichy;37
AU2010;106;Dieppe;59
AU2010;107;Châlons-en-Champagne;66
AU2010;108;Montluçon;38
AU2010;109;Bergerac;67
AU2010;110;Draguignan;10
AU2010;111;Armentières (partie française);10
AU2010;112;Menton - Monaco (partie française);12
AU2010;113;Saint-Malo;16
AU2010;114;Le Puy-en-Velay;49
AU2010;115;Longwy (partie française);56
AU2010;116;Montélimar;29
AU2010;117;Châtellerault;32
AU2010;118;Romans-sur-Isère;28
AU2010;119;Montargis;35
AU2010;120;Alençon;59
AU2010;121;Castres;26
AU2010;122;Mont-de-Marsan;47
AU2010;123;Cambrai;37
AU2010;124;Dole;75
AU2010;125;Aurillac;51
AU2010;126;Lannion;26
AU2010;127;Soissons;63
AU2010;128;Dax;31
AU2010;129;Sens;44
AU2010;130;Moulins;39
AU2010;131;La Teste-de-Buch - Arcachon;4
AU2010;132;Saintes;40
AU2010;133;Haguenau;7
AU2010;134;Dreux;27
AU2010;135;Vesoul;111
AU2010;136;Gap;39
AU2010;137;Berck;31
AU2010;138;Lons-le-Saunier;91
AU2010;139;Aubenas;59
AU2010;140;Villeneuve-sur-Lot;26
AU2010;141;Arles;2
AU2010;142;Rochefort;20
AU2010;143;Salon-de-Provence;4
AU2010;144;Saint-Dizier;43
AU2010;145;Saint-Dié-des-Vosges;37
AU2010;146;Laon;75
AU2010;147;Saint-Lô;39
AU2010;148;Saint-Cyprien;11
AU2010;149;Louviers;20
AU2010;150;Cognac;35
AU2010;151;Royan;14
AU2010;152;Les Sables-d'Olonne;6
AU2010;153;Lunel;9
AU2010;154;Montceau-les-Mines;11
AU2010;155;Flers;31
AU2010;156;Sarreguemines (partie française);24
AU2010;157;Annonay;25
AU2010;158;Saumur;20
AU2010;159;Sallanches;11
AU2010;160;Lisieux;36
AU2010;161;Chaumont;65
AU2010;162;Cahors;41
AU2010;163;Fougères;20
AU2010;164;Abbeville;37
AU2010;165;Oyonnax;21
AU2010;166;Verdun;64
AU2010;167;Auch;47
AU2010;168;Morlaix;11
AU2010;169;Vendôme;36
AU2010;170;Albertville;22
AU2010;171;Sarrebourg;52
AU2010;172;Le Creusot;11
AU2010;173;Dives-sur-Mer;32
AU2010;174;Saint-Avold (partie française);9
AU2010;175;Épernay;19
AU2010;176;Manosque;8
AU2010;177;Libourne;8
AU2010;178;Vierzon;11
AU2010;179;Beaune;25
AU2010;180;Marmande;22
AU2010;181;Château-Thierry;35
AU2010;182;Bar-le-Duc;43
AU2010;183;Pamiers;29
AU2010;184;Saint-Amand-les-Eaux;11
AU2010;185;Sedan;17
AU2010;186;Vitry-le-François;62
AU2010;187;Vernon;3
AU2010;188;Granville;17
AU2010;189;Eu;24
AU2010;190;Guéret;32
AU2010;191;Tulle;25
AU2010;192;Thann - Cernay;9
AU2010;193;Dinard;9
AU2010;194;Tournon-sur-Rhône;11
AU2010;195;Sablé-sur-Sarthe;20
AU2010;196;Pontarlier;20
AU2010;197;Saint-Gaudens;40
AU2010;198;Guebwiller;12
AU2010;199;Vire Normandie;8
AU2010;200;Beaucaire;2
AU2010;201;Redon;9
AU2010;202;Millau;13
AU2010;203;Romorantin-Lanthenay;11
AU2010;204;Vitré;12
AU2010;205;Fontenay-le-Comte;15
AU2010;206;Mayenne;16
AU2010;207;Fécamp;13
AU2010;208;Pont-Audemer;29
AU2010;209;Saint-Hilaire-de-Riez;6
AU2010;210;Concarneau;2
AU2010;211;Thouars;18
AU2010;212;Dinan;9
AU2010;213;Hazebrouck;4
AU2010;214;Issoire;28
AU2010;215;Montbrison;13
AU2010;216;Auray;4
AU2010;217;Castelsarrasin;4
AU2010;218;Digne-les-Bains;23
AU2010;219;Mazamet;8
AU2010;220;Guingamp;13
AU2010;221;La Bresse;14
AU2010;222;Lunéville;8
AU2010;223;Figeac;33
AU2010;224;Lillebonne;10
AU2010;225;Autun;22
AU2010;226;Challans;3
AU2010;227;Château-Gontier;15
AU2010;228;Saint-Marcellin;16
AU2010;229;Châteaubriant;10
AU2010;230;Pont-à-Mousson;7
AU2010;231;Châteaudun;11
AU2010;232;Oloron-Sainte-Marie;27
AU2010;233;Tergnier;7
AU2010;234;Gien;7
AU2010;235;Pontivy;7
AU2010;236;Penmarch;7
AU2010;237;Toul;4
AU2010;238;Argentan;21
AU2010;239;Bayeux;22
AU2010;240;Bagnols-sur-Cèze;4
AU2010;241;Agde;1
AU2010;242;Lourdes;33
AU2010;243;Remiremont;6
AU2010;244;Brignoles;4
AU2010;245;Saint-Brevin-les-Pins;4
AU2010;246;Saint-Amand-Montrond;22
AU2010;247;La Ferté-Bernard;21
AU2010;248;Castelnaudary;16
AU2010;249;Apt;11
AU2010;250;Chauny;10
AU2010;251;Saverne;9
AU2010;252;Privas;14
AU2010;253;L'Aigle;20
AU2010;254;Parthenay;10
AU2010;255;Villefranche-de-Rouergue;16
AU2010;256;Paimpol;9
AU2010;257;Sélestat;1
AU2010;258;Sarlat-la-Canéda;17
AU2010;259;Decazeville;9
AU2010;260;Bressuire;1
AU2010;261;Avranches;14
AU2010;262;Briançon;9
AU2010;263;Nogent-le-Rotrou;14
AU2010;264;Gray;32
AU2010;265;Foix;17
AU2010;266;Thiers;7
AU2010;267;Saint-Girons;39
AU2010;268;Caudry;4
AU2010;269;Issoudun;11
AU2010;270;Tarare;9
AU2010;271;Mende;15
AU2010;272;Sainte-Maxime;2
AU2010;273;Pornic;3
AU2010;274;Loudéac;8
AU2010;275;Coutances;17
AU2010;276;Carmaux;6
AU2010;277;La Flèche;3
AU2010;278;Senlis;2
AU2010;279;Les Herbiers;3
AU2010;280;Creutzwald;3
AU2010;281;Honfleur;11
AU2010;282;Le Grau-du-Roi;2
AU2010;283;Douarnenez;2
AU2010;284;Le Thillot;8
AU2010;285;Gaillac;3
AU2010;286;Louhans;14
AU2010;287;Avallon;37
AU2010;288;Fourmies;2
AU2010;289;Romilly-sur-Seine;3
AU2010;290;Mourenx;9
AU2010;291;Noyon;4
AU2010;292;Luxeuil-les-Bains;14
AU2010;293;Bernay;10
AU2010;294;Belley;16
AU2010;295;Bédarieux;12
AU2010;296;Limoux;16
AU2010;297;Yvetot;4
AU2010;298;Langres;31
AU2010;299;Pont-Saint-Esprit;5
AU2010;300;Bagnères-de-Bigorre;15
AU2010;301;Reichshoffen - Niederbronn-les-Bains;4
AU2010;302;Cosne-Cours-sur-Loire;6
AU2010;303;Champagnole;25
AU2010;304;Fumel;9
AU2010;305;Provins;5
AU2010;306;Rethel;16
AU2010;307;Bollène;1
AU2010;308;Ussel;15
AU2010;309;Crest;8
AU2010;310;Évron;10
AU2010;311;Brioude;16
AU2010;312;Saint-Jean-de-Maurienne;10
AU2010;313;Saint-Vincent-de-Tyrosse;4
AU2010;314;Bormes-les-Mimosas - Le Lavandou;3
AU2010;315;Saint-Claude;8
AU2010;316;Céret;4
AU2010;317;Pont-l'Abbé;4
AU2010;318;Langon;6
AU2010;319;Saint-Rémy-de-Provence;3
AU2010;320;Saint-Jean-d'Angély;12
AU2010;321;Quimperlé;2
AU2010;322;Chamonix-Mont-Blanc;3
AU2010;323;Le Luc;2
AU2010;324;Saint-Pol-de-Léon;3
AU2010;325;Porto-Vecchio;3
AU2010;326;Graulhet;2
AU2010;327;Pierrelatte;1
AU2010;328;Saint-Flour;16
AU2010;329;Montaigu;3
AU2010;330;Neufchâteau;23
AU2010;331;Jarny;3
AU2010;332;Saint-Junien;2
AU2010;333;Orthez;5
AU2010;334;Migennes;4
AU2010;335;Sully-sur-Loire;7
AU2010;336;Châtillon-sur-Seine;38
AU2010;337;Carhaix-Plouguer;7
AU2010;338;Lavaur;4
AU2010;339;Biscarrosse;1
AU2010;340;Bellegarde-sur-Valserine;2
AU2010;341;Lesneven;4
AU2010;342;Nérac;6
AU2010;343;Landivisiau;3
AU2010;344;Digoin;4
AU2010;345;Loches;8
AU2010;346;Lure;7
AU2010;347;Saint-Jean-de-Monts;3
AU2010;348;Luçon;3
AU2010;349;Ploërmel;4
AU2010;350;Saint-Maixent-l'École;4
AU2010;351;Lamballe;1
AU2010;352;Le Blanc;12
AU2010;353;Paray-le-Monial;5
AU2010;354;Capbreton;2
AU2010;355;Bourg-Saint-Maurice;4
AU2010;356;Uzès;4
AU2010;357;Ambert;9
AU2010;358;La Tremblade;4
AU2010;359;Pithiviers;3
AU2010;360;Montpon-Ménestérol;7
AU2010;361;Cogolin;1
AU2010;362;Péronne;8
AU2010;363;Gournay-en-Bray;11
AU2010;364;Saint-Pol-sur-Ternoise;16
AU2010;365;Falaise;9
AU2010;366;Delle (partie française);3
AU2010;367;Hirson;3
AU2010;368;Saint-Tropez;3
AU2010;369;Joigny;1
AU2010;370;Albert;2
AU2010;371;Segré;1
AU2010;372;Gérardmer;2
AU2010;373;Carentan les Marais;4
AU2010;374;Brassac-les-Mines;6
AU2010;375;Ancenis;2
AU2010;376;Blaye;8
AU2010;377;Tonneins;2
AU2010;378;Lézignan-Corbières;1
AU2010;379;Cavalaire-sur-Mer;2
AU2010;380;Valréas;1
AU2010;381;Saint-Paul-Trois-Châteaux;2
AU2010;382;Prades;6
AU2010;383;Chinon;3
AU2010;384;Pézenas;2
AU2010;385;Lodève;9
AU2010;386;Mirecourt;17
AU2010;387;Revel;3
AU2010;388;Loudun;6
AU2010;389;Gueugnon;5
AU2010;390;Lannemezan;12
AU2010;391;Calvi;7
AU2010;392;Feurs;3
AU2010;393;Corte;20
AU2010;394;Saint-Affrique;3
AU2010;395;Charlieu;4
AU2010;396;Morteau;2
AU2010;397;Bar-sur-Aube;18
AU2010;398;Mimizan;4
AU2010;399;Thônes;5
AU2010;400;Montbard;16
AU2010;401;Le Vigan;15
AU2010;402;Marvejols;7
AU2010;403;Clermont-l'Hérault;3
AU2010;404;Marennes;2
AU2010;405;Argenton-sur-Creuse;3
AU2010;406;Givet;5
AU2010;407;Saint-Vallier;5
AU2010;408;La Châtre;6
AU2010;409;Avesnes-sur-Helpe;5
AU2010;410;Condom;6
AU2010;411;Ugine;3
AU2010;412;Port-Saint-Louis-du-Rhône;1
AU2010;413;Les Andelys;2
AU2010;414;Clamecy;17
AU2010;415;Wissembourg (partie française);2
AU2010;416;Montmorillon;5
AU2010;417;Mortagne-au-Perche;11
AU2010;418;Valognes;2
AU2010;419;Raon-l'Étape;3
AU2010;420;La Voulte-sur-Rhône;3
AU2010;421;Plouhinec - Audierne;2
AU2010;422;Saint-Aignan;4
AU2010;423;Aire-sur-l'Adour;4
AU2010;424;Cadenet;3
AU2010;425;Longué-Jumelles;2
AU2010;426;Château-du-Loir;3
AU2010;427;Commercy;3
AU2010;428;Chantonnay;1
AU2010;429;Ham;4
AU2010;430;Carnac;3
AU2010;431;Vaison-la-Romaine;4
AU2010;432;Mauléon;1
AU2010;433;Commentry;3
AU2010;434;Sainte-Sigolène;2
AU2010;435;Aigues-Mortes;1
AU2010;436;Decize;2
AU2010;437;Terrasson-Lavilledieu;2
AU2010;438;Embrun;4
AU2010;439;Caussade;2
AU2010;440;Saint-Yrieix-la-Perche;2
AU2010;441;Valence;5
AU2010;442;Hauts de Bienne;2
AU2010;443;Marseillan;1
AU2010;444;Condé-en-Normandie;2
AU2010;445;Lavelanet;4
AU2010;446;Revin;2
AU2010;447;Crozon;1
AU2010;448;Sainte-Marie-aux-Mines;2
AU2010;449;Locminé;2
AU2010;450;Sisteron;2
AU2010;451;Nyons;2
AU2010;452;Hesdin;10
AU2010;453;Sarzeau;1
AU2010;454;Faverges-Seythenex;2
AU2010;455;Ganges;4
AU2010;456;Sézanne;10
AU2010;457;Doué-la-Fontaine;1
AU2010;458;Lesparre-Médoc;2
AU2010;459;Le Cateau-Cambrésis;2
AU2010;460;Mussidan;7
AU2010;461;Mamers;6
AU2010;462;Yssingeaux;2
AU2010;463;Bourg-Saint-Andéol;1
AU2010;464;Château-Arnoux-Saint-Auban;3
AU2010;465;Verneuil-sur-Avre;3
AU2010;466;Agon-Coutainville;4
AU2010;467;La Mure;5
AU2010;468;Argelès-Gazost;13
AU2010;469;Tonnerre;8
AU2010;470;Égletons;7
AU2010;471;Mauléon-Licharre;9
AU2010;472;Briey;2
AU2010;473;Soustons;1
AU2010;474;Saint-Chély-d'Apcher;8
AU2010;475;La Réole;7
AU2010;476;Roye;5
AU2010;477;Rosporden;1
AU2010;478;Ruffec;10
AU2010;479;Montrichard;4
AU2010;480;Chemillé-en-Anjou;1
AU2010;481;Boën;6
AU2010;482;Peyrehorade;6
AU2010;483;Chauvigny;1
AU2010;484;Questembert;1
AU2010;485;Friville-Escarbotin;4
AU2010;486;Guer;2
AU2010;487;Aubusson;9
AU2010;488;Guise;4
AU2010;489;Doullens;2
AU2010;490;Aubigny-sur-Nère;3
AU2010;491;Chauffailles;6
AU2010;492;Tréguier;4
AU2010;493;Bessan;2
AU2010;494;Mauges-sur-Loire;1
AU2010;495;La Ferté-Macé;2
AU2010;496;Beaupréau-en-Mauges;1
AU2010;497;Semur-en-Auxois;16
AU2010;498;Souillac;6
AU2010;499;Amélie-les-Bains-Palalda;3
AU2010;500;La Charité-sur-Loire;3
AU2010;501;Fleurance;2
AU2010;502;Castillon-la-Bataille;3
AU2010;503;Bourbon-Lancy;5
AU2010;504;Sainte-Menehould;8
AU2010;505;Saint-Pierre-d'Oléron;1
AU2010;506;Dieuze;13
AU2010;507;Vittel;4
AU2010;508;Casteljaloux;8
AU2010;509;Penta-di-Casinca;6
AU2010;510;Surgères;1
AU2010;511;Jonzac;5
AU2010;512;Bogny-sur-Meuse;2
AU2010;513;Montdidier;2
AU2010;514;Briare;2
AU2010;515;Loireauxence;1
AU2010;516;Saint-Hilaire-du-Harcouët;3
AU2010;517;Forcalquier;3
AU2010;518;Bohain-en-Vermandois;1
AU2010;519;Oraison;2
AU2010;520;Villedieu-les-Poêles-Rouffigny;5
AU2010;521;Mortagne-sur-Sèvre;1
AU2010;522;Aime-la-Plagne;2
AU2010;523;Rambervillers;2
AU2010;524;Nogent-sur-Seine;1
AU2010;525;Saint-Pourçain-sur-Sioule;3
AU2010;526;Beaumont-le-Roger;4
AU2010;527;L'Île-Rousse;6
AU2010;528;Bourgueil;3
AU2010;529;Vouziers;9
AU2010;530;Tournus;1
AU2010;531;Fumay;2
AU2010;532;Baugé-en-Anjou;1
AU2010;534;Gannat;1
AU2010;535;Le Cheylard;10
AU2010;536;Espalion;2
AU2010;537;Die;10
AU2010;538;Descartes;3
AU2010;539;Saint-Just-en-Chaussée;2
AU2010;540;Hauteville-Lompnes;5
AU2010;541;Biars-sur-Cère;7
