CODGEO;LIBGEO;REG;DEP;ARR;CV;ZE2010;UU2010;AU2010;TUU2010;TDUU2010;TAU2010;CATAEU2010;EPCI;NATURE_EPCI;POP2010;POP1999;CAT_ZDIFF;MODE_COLLECTE;GR_ROTATION
35329;Sougéal;53;35;354;3526;5312;35000;998;0;05;00;300;243500576;CC;642;586;1;1;4
35330;Taillis;53;35;351;3543;5314;35000;204;0;05;04;112;243500808;CA;1002;770;1;1;3
35331;Talensac;53;35;353;3523;5312;35000;011;0;07;09;112;243500550;CC;2353;2046;2;1;3
35332;Teillay;53;35;352;3503;5312;35000;011;0;05;09;112;243500642;CC;997;786;1;1;4
35333;Le Theil-de-Bretagne;53;35;351;3533;5312;35201;011;2;21;09;112;243500634;CC;1556;1129;1;1;5
35334;Thorigné-Fouillard;53;35;353;3519;5312;35701;011;7;72;09;111;243500139;CA;7140;6631;2;1;1
35335;Thourie;53;35;351;3533;5312;35000;011;0;05;09;112;243500634;CC;707;526;1;1;2
35336;Le Tiercent;53;35;351;3536;5312;35000;997;0;03;00;120;243500501;CC;177;165;1;1;5
35337;Tinténiac;53;35;354;3541;5312;35110;011;1;13;09;112;243500733;CC;3373;2440;2;1;5
35338;Torcé;53;35;351;3502;5314;35000;997;0;06;00;120;243500808;CA;1147;916;1;1;2
35339;Trans-la-Forêt;53;35;354;3526;5312;35000;000;0;05;00;400;243500576;CC;550;585;1;1;3
35340;Treffendel;53;35;353;3527;5312;35000;011;0;06;09;112;243500618;CC;1246;767;1;1;3
35341;Tremblay;53;35;351;3501;5310;35000;000;0;06;00;400;243500543;CC;1508;1424;1;1;5
35342;Trémeheuc;53;35;354;3509;5312;35000;997;0;04;00;120;243500733;CC;366;313;1;1;1
35343;Tresboeuf;53;35;352;3540;5312;35000;011;0;06;09;112;243500642;CC;1198;923;1;1;5
35344;Tressé;53;35;354;3509;5313;35000;113;0;04;06;112;243500733;CC;340;250;1;1;3
35345;Trévérien;53;35;354;3541;5312;35000;011;0;05;09;112;243500733;CC;840;524;1;1;3
35346;Trimer;53;35;354;3541;5312;35000;011;0;03;09;112;243500733;CC;177;102;1;1;2
35347;Val-d'Izé;53;35;351;3543;5314;35000;997;0;07;00;120;243500808;CA;2493;2083;2;1;2
35348;Vendel;53;35;351;3535;5312;35000;997;0;04;00;120;243500592;CC;437;339;1;1;5
35350;Vergéal;53;35;351;3502;5314;35000;997;0;05;00;120;243500808;CA;738;589;1;1;3
35351;Le Verger;53;35;353;3523;5312;35000;011;0;06;09;112;243500139;CA;1514;1099;1;1;4
35352;Vern-sur-Seiche;53;35;353;3546;5312;35216;011;2;22;09;112;243500139;CA;8146;7455;2;1;2
35353;Vezin-le-Coquet;53;35;353;3549;5312;35303;011;3;32;09;112;243500139;CA;4382;4029;2;1;3
35354;Vieux-Viel;53;35;354;3526;5312;35000;998;0;04;00;300;243500576;CC;288;275;1;1;5
35355;Vieux-Vy-sur-Couesnon;53;35;353;3534;5312;35000;011;0;06;09;112;243500675;CC;1104;861;1;1;4
35356;Vignoc;53;35;353;3517;5312;35000;011;0;06;09;112;243500667;CC;1798;1096;1;1;3
35357;Villamée;53;35;351;3520;5310;35000;997;0;04;00;120;243500535;CC;335;313;1;1;1
35358;La Ville-ès-Nonais;53;35;354;3508;5313;35000;113;0;05;06;112;243500782;CA;1036;681;1;1;5
35359;Visseiche;53;35;351;3515;5312;35000;997;0;05;00;120;243500600;CC;827;688;1;1;4
35360;Vitré;53;35;351;3599;5314;35302;204;3;32;04;111;243500808;CA;16834;15324;3;2;
35361;Le Vivier-sur-Mer;53;35;354;3511;5313;35000;998;0;06;00;300;243500691;CC;1014;1009;1;1;2
35362;Le Tronchet;53;35;354;3508;5313;35000;997;0;05;00;120;243500782;CA;1053;841;1;1;5
35363;Pont-Péan;53;35;353;3547;5312;35701;011;7;72;09;111;243500139;CA;3697;3203;2;1;2
36001;Aigurande;24;36;363;3601;2409;36000;000;0;06;00;400;200007052;CC;1567;1667;1;1;3
36002;Aize;24;36;364;3623;2409;36000;000;0;03;00;400;243600210;CC;128;126;1;1;1
36003;Ambrault;24;36;364;3613;2409;36000;093;0;05;06;112;243600368;CC;917;714;1;1;2
36004;Anjouin;24;36;364;3618;2414;36000;998;0;04;00;300;243600202;CC;344;339;1;1;2
36005;Ardentes;24;36;362;3602;2409;36108;093;1;13;06;112;243600327;CA;3774;3322;2;1;4
36006;Argenton-sur-Creuse;24;36;362;3603;2409;36203;405;2;22;01;221;243600228;CC;5120;5146;2;1;4
36007;Argy;24;36;362;3606;2409;36000;998;0;05;00;300;243600301;CC;617;614;1;1;4
36008;Arpheuilles;24;36;362;3608;2409;36000;000;0;04;00;400;ZZZZZZZZZ;;242;254;1;1;3
36009;Arthon;24;36;362;3602;2409;36000;093;0;06;06;112;243600327;CA;1183;995;1;1;1
36010;Azay-le-Ferron;24;36;361;3615;2407;36000;000;0;05;00;400;243600343;CC;912;991;1;1;4
36011;Bagneux;24;36;364;3618;2414;36000;000;0;03;00;400;243600202;CC;195;174;1;1;5
36012;Baraize;24;36;363;3611;2409;36000;000;0;04;00;400;200001006;CC;319;301;1;1;4
36013;Baudres;24;36;362;3614;2409;36000;000;0;05;00;400;243600293;CC;486;495;1;1;3
36014;Bazaiges;24;36;363;3611;2409;36000;000;0;04;00;400;200001006;CC;230;230;1;1;5
36015;Beaulieu;24;36;361;3617;2409;36000;000;0;02;00;400;200017978;CC;80;95;1;1;3
36016;Bélâbre;24;36;361;3604;2407;36000;000;0;05;00;400;243600285;CC;1020;1028;1;1;2
36017;La Berthenoux;24;36;363;3609;2409;36000;998;0;04;00;300;243600350;CC;452;468;1;1;1
36018;Le Blanc;24;36;361;3605;2407;36201;352;2;21;01;221;243600319;CC;6968;6995;2;1;1
36019;Bommiers;24;36;364;3613;2409;36000;093;0;04;06;112;243600368;CC;293;260;1;1;1
36020;Bonneuil;24;36;361;3617;2409;36000;000;0;02;00;400;200017978;CC;100;83;1;1;3
36021;Les Bordes;24;36;364;3612;2408;36000;269;0;05;02;212;243600236;CC;925;940;1;1;4
36022;Bouesse;24;36;362;3603;2409;36000;093;0;04;06;112;243600228;CC;370;398;1;1;2
36023;Bouges-le-Château;24;36;362;3614;2409;36000;000;0;04;00;400;243600293;CC;283;255;1;1;1
36024;Bretagne;24;36;362;3614;2409;36000;093;0;02;06;112;243600293;CC;143;81;1;1;1
36025;Briantes;24;36;363;3609;2409;36000;408;0;05;01;222;243600350;CC;608;557;1;1;4
36026;Brion;24;36;362;3614;2409;36000;093;0;04;06;112;243600293;CC;501;440;1;1;5
36027;Brives;24;36;364;3613;2409;36000;093;0;04;06;112;243600368;CC;276;198;1;1;2
36028;La Buxerette;24;36;363;3601;2409;36000;000;0;03;00;400;200007052;CC;109;128;1;1;5
36029;Buxeuil;24;36;364;3623;2409;36000;000;0;04;00;400;243600210;CC;220;227;1;1;4
36030;Buxières-d'Aillac;24;36;362;3602;2409;36000;093;0;04;06;112;200018521;CC;225;217;1;1;1
36031;Buzançais;24;36;362;3606;2409;36109;642;1;14;01;221;243600301;CC;4494;4576;2;1;5
36032;Ceaulmont;24;36;363;3611;2409;36000;998;0;05;00;300;200001006;CC;719;652;1;1;3
36033;Celon;24;36;362;3603;2409;36000;998;0;04;00;300;243600228;CC;403;381;1;1;1
36034;Chabris;24;36;364;3618;2414;36104;000;1;12;00;400;243600202;CC;2790;2656;2;1;5
36035;Chaillac;24;36;361;3617;2409;36000;000;0;06;00;400;200017978;CC;1118;1170;1;1;3
36036;Chalais;24;36;361;3604;2407;36000;000;0;03;00;400;243600285;CC;169;165;1;1;2
36037;La Champenoise;24;36;364;3612;2409;36000;093;0;04;06;112;243600368;CC;315;250;1;1;2
36038;Champillet;24;36;363;3609;2409;36000;998;0;03;00;300;243600350;CC;154;154;1;1;1
36040;La Chapelle-Orthemale;24;36;362;3606;2409;36000;093;0;03;06;112;243600301;CC;126;95;1;1;1
36041;La Chapelle-Saint-Laurian;24;36;364;3623;2409;36101;998;1;12;00;300;243600210;CC;134;141;1;1;2
36042;Chasseneuil;24;36;362;3603;2409;36000;998;0;05;00;300;243600228;CC;666;620;1;1;4
36043;Chassignolles;24;36;363;3609;2409;36000;998;0;05;00;300;243600350;CC;589;543;1;1;3
36044;Châteauroux;24;36;362;3698;2409;36501;093;5;51;06;111;243600327;CA;46140;49598;3;2;
36045;Châtillon-sur-Indre;24;36;362;3608;2409;36107;000;1;12;00;400;ZZZZZZZZZ;;2828;3120;2;1;1
36046;La Châtre;24;36;363;3609;2409;36202;408;2;22;01;221;243600350;CC;4482;4548;2;1;5
36047;La Châtre-Langlin;24;36;361;3617;2409;36000;000;0;05;00;400;200017978;CC;567;566;1;1;5
36048;Chavin;24;36;362;3603;2409;36000;998;0;04;00;300;243600228;CC;283;301;1;1;5
36049;Chazelet;24;36;361;3617;2409;36000;000;0;03;00;400;243600319;CC;118;146;1;1;5
36050;Chezelles;24;36;362;3606;2409;36000;093;0;04;06;112;243600301;CC;442;409;1;1;2
36051;Chitray;24;36;361;3619;2409;36000;000;0;03;00;400;243600319;CC;165;143;1;1;3
36052;Chouday;24;36;364;3613;2408;36000;269;0;03;02;212;243600368;CC;162;153;1;1;4
36053;Ciron;24;36;361;3605;2409;36000;998;0;05;00;300;ZZZZZZZZZ;;528;533;1;1;2
36054;Cléré-du-Bois;24;36;362;3608;2409;36000;000;0;04;00;400;ZZZZZZZZZ;;282;267;1;1;1
36055;Clion;24;36;362;3608;2409;36000;000;0;06;00;400;ZZZZZZZZZ;;1118;1155;1;1;4
36056;Cluis;24;36;363;3616;2409;36000;000;0;06;00;400;200018521;CC;1020;1063;1;1;1
36057;Coings;24;36;362;3614;2409;36000;093;0;05;06;112;ZZZZZZZZZ;;852;814;1;1;4
36058;Concremiers;24;36;361;3605;2407;36000;352;0;05;01;222;243600319;CC;644;611;1;1;3
36059;Condé;24;36;364;3613;2408;36000;269;0;04;02;212;243600368;CC;229;231;1;1;4
36060;Crevant;24;36;363;3601;2409;36000;000;0;05;00;400;200007052;CC;739;713;1;1;1
36061;Crozon-sur-Vauvre;24;36;363;3601;2409;36000;000;0;04;00;400;200007052;CC;379;388;1;1;1
36062;Cuzion;24;36;363;3611;2409;36000;000;0;04;00;400;200001006;CC;446;504;1;1;3
36063;Déols;24;36;362;3624;2409;36501;093;5;51;06;111;243600327;CA;7916;8066;2;1;2
36064;Diors;24;36;362;3602;2409;36000;093;0;05;06;112;243600327;CA;712;675;1;1;2
36065;Diou;24;36;364;3612;2408;36000;998;0;04;00;300;243600236;CC;279;235;1;1;5
36066;Douadic;24;36;361;3605;2407;36000;352;0;04;01;222;243600319;CC;458;440;1;1;3
36067;Dunet;24;36;361;3617;2409;36000;000;0;03;00;400;200017978;CC;111;106;1;1;5
36068;Dun-le-Poëlier;24;36;364;3618;2414;36000;000;0;04;00;400;243600202;CC;471;457;1;1;4
36069;Écueillé;24;36;362;3610;2409;36000;000;0;06;00;400;243600269;CC;1313;1411;1;1;1
36070;Éguzon-Chantôme;24;36;363;3611;2409;36000;000;0;06;00;400;200001006;CC;1337;1373;1;1;2
36071;Étrechet;24;36;362;3602;2409;36000;093;0;05;06;112;243600327;CA;887;802;1;1;2
36072;Faverolles;24;36;362;3622;2414;36000;000;0;04;00;400;243600244;CC;352;379;1;1;4
36073;Feusines;24;36;363;3620;2409;36000;998;0;04;00;300;243600350;CC;203;192;1;1;5
36074;Fléré-la-Rivière;24;36;362;3608;2409;36000;000;0;05;00;400;ZZZZZZZZZ;;608;594;1;1;1
36075;Fontenay;24;36;364;3623;2409;36000;000;0;02;00;400;243600210;CC;84;86;1;1;4
36076;Fontgombault;24;36;361;3621;2407;36000;352;0;04;01;222;243600319;CC;267;283;1;1;4
36077;Fontguenand;24;36;362;3622;2414;36000;000;0;04;00;400;243600244;CC;238;230;1;1;5
36078;Fougerolles;24;36;363;3616;2409;36000;998;0;04;00;300;200018521;CC;332;287;1;1;3
36079;Francillon;24;36;362;3614;2409;36000;093;0;02;06;112;243600293;CC;71;72;1;1;4
36080;Frédille;24;36;362;3610;2409;36000;000;0;02;00;400;243600269;CC;66;74;1;1;4
36081;Gargilesse-Dampierre;24;36;363;3611;2409;36000;000;0;04;00;400;200001006;CC;319;324;1;1;4
36082;Gehée;24;36;362;3610;2409;36000;000;0;04;00;400;243600269;CC;270;301;1;1;2
36083;Giroux;24;36;364;3623;2408;36000;998;0;03;00;300;243600210;CC;126;117;1;1;2
36084;Gournay;24;36;363;3616;2409;36000;998;0;04;00;300;200018521;CC;330;283;1;1;4
36085;Guilly;24;36;364;3623;2409;36000;000;0;04;00;400;243600210;CC;247;223;1;1;4
36086;Heugnes;24;36;362;3610;2409;36000;000;0;04;00;400;243600269;CC;388;436;1;1;5
36087;Ingrandes;24;36;361;3605;2407;36000;352;0;04;01;222;243600319;CC;336;318;1;1;5
36088;Issoudun;24;36;364;3699;2408;36301;269;3;31;02;211;243600236;CC;13090;13680;3;2;
36089;Jeu-les-Bois;24;36;362;3602;2409;36000;093;0;04;06;112;243600327;CA;394;343;1;1;4
36090;Jeu-Maloches;24;36;362;3610;2409;36000;000;0;03;00;400;243600269;CC;131;121;1;1;1
36091;Lacs;24;36;363;3609;2409;36000;408;0;05;01;222;243600350;CC;652;615;1;1;2
36092;Langé;24;36;362;3622;2409;36000;000;0;04;00;400;243600244;CC;297;293;1;1;1
36093;Levroux;24;36;362;3614;2409;36106;000;1;12;00;400;243600293;CC;2834;2913;2;1;3
36094;Lignac;24;36;361;3604;2409;36000;000;0;05;00;400;243600285;CC;558;572;1;1;3
36095;Lignerolles;24;36;363;3620;2409;36000;000;0;03;00;400;243600350;CC;118;138;1;1;2
36096;Lingé;24;36;361;3621;2407;36000;000;0;04;00;400;ZZZZZZZZZ;;252;238;1;1;2
36097;Liniez;24;36;364;3623;2409;36000;998;0;04;00;300;243600210;CC;338;305;1;1;1
36098;Lizeray;24;36;364;3612;2408;36000;998;0;03;00;300;243600368;CC;101;100;1;1;2
36099;Lourdoueix-Saint-Michel;24;36;363;3601;2409;36000;000;0;04;00;400;200007052;CC;350;426;1;1;1
36100;Lourouer-Saint-Laurent;24;36;363;3609;2409;36000;408;0;04;01;222;243600350;CC;254;224;1;1;1
36101;Luant;24;36;362;3602;2409;36000;093;0;06;06;112;ZZZZZZZZZ;;1394;1279;1;1;5
36102;Luçay-le-Libre;24;36;364;3623;2408;36000;000;0;03;00;400;243600210;CC;119;102;1;1;2
36103;Luçay-le-Mâle;24;36;362;3622;2414;36000;000;0;06;00;400;243600244;CC;1480;1707;1;1;2
36104;Lurais;24;36;361;3621;2407;36000;998;0;04;00;300;243600319;CC;231;237;1;1;2
36105;Lureuil;24;36;361;3621;2407;36000;000;0;04;00;400;243600319;CC;268;287;1;1;3
36106;Luzeret;24;36;361;3619;2409;36000;000;0;03;00;400;243600319;CC;147;160;1;1;3
36107;Lye;24;36;362;3622;2414;36000;998;0;05;00;300;243600244;CC;823;803;1;1;2
36108;Lys-Saint-Georges;24;36;363;3616;2409;36000;093;0;04;06;112;200018521;CC;246;213;1;1;3
36109;Le Magny;24;36;363;3609;2409;36202;408;2;22;01;221;243600350;CC;1034;858;1;1;2
36110;Maillet;24;36;363;3616;2409;36000;998;0;04;00;300;200018521;CC;265;247;1;1;5
36111;Malicornay;24;36;363;3616;2409;36000;998;0;03;00;300;200018521;CC;175;196;1;1;4
36112;Mâron;24;36;362;3602;2409;36000;093;0;05;06;112;243600327;CA;734;677;1;1;5
36113;Martizay;24;36;361;3621;2407;36000;000;0;06;00;400;243600343;CC;1045;1050;1;1;5
36114;Mauvières;24;36;361;3604;2407;36000;352;0;04;01;222;243600285;CC;338;310;1;1;3
36115;Menetou-sur-Nahon;24;36;364;3618;2414;36000;000;0;03;00;400;243600202;CC;121;113;1;1;1
36116;Ménétréols-sous-Vatan;24;36;364;3623;2409;36000;998;0;03;00;300;243600210;CC;124;124;1;1;3
36117;Le Menoux;24;36;362;3603;2409;36000;998;0;04;00;300;243600228;CC;461;420;1;1;5
36118;Méobecq;24;36;362;3606;2409;36000;093;0;04;06;112;243600301;CC;366;362;1;1;4
36119;Mérigny;24;36;361;3621;2407;36000;998;0;05;00;300;243600319;CC;563;572;1;1;5
36120;Mers-sur-Indre;24;36;363;3616;2409;36000;093;0;05;06;112;200018521;CC;622;584;1;1;3
36121;Meunet-Planches;24;36;364;3613;2408;36000;998;0;03;00;300;243600368;CC;194;140;1;1;3
36122;Meunet-sur-Vatan;24;36;364;3623;2408;36000;998;0;03;00;300;243600210;CC;197;176;1;1;5
36123;Mézières-en-Brenne;24;36;361;3615;2409;36000;000;0;06;00;400;243600343;CC;1076;1159;1;1;4
36124;Migné;24;36;361;3619;2409;36000;000;0;04;00;400;243600343;CC;277;296;1;1;3
36125;Migny;24;36;364;3612;2408;36000;269;0;03;02;212;243600236;CC;119;99;1;1;2
36126;Montchevrier;24;36;363;3601;2409;36000;000;0;05;00;400;200007052;CC;496;537;1;1;3
36127;Montgivray;24;36;363;3609;2409;36202;408;2;22;01;221;243600350;CC;1705;1681;1;1;3
36128;Montierchaume;24;36;362;3624;2409;36000;093;0;06;06;112;243600327;CA;1688;1758;1;1;3
36129;Montipouret;24;36;363;3616;2409;36000;093;0;05;06;112;200018521;CC;569;507;1;1;3
36130;Montlevicq;24;36;363;3609;2409;36000;998;0;03;00;300;243600350;CC;102;116;1;1;2
36131;Mosnay;24;36;362;3603;2409;36000;093;0;04;06;112;243600228;CC;477;439;1;1;4
36132;La Motte-Feuilly;24;36;363;3609;2409;36000;998;0;01;00;300;243600350;CC;36;42;1;1;4
36133;Mouhers;24;36;363;3616;2409;36000;000;0;04;00;400;200018521;CC;249;250;1;1;2
36134;Mouhet;24;36;361;3617;2409;36000;000;0;05;00;400;200017978;CC;512;479;1;1;4
36135;Moulins-sur-Céphons;24;36;362;3614;2409;36000;000;0;04;00;400;243600293;CC;326;320;1;1;3
36136;Murs;24;36;362;3608;2409;36000;000;0;03;00;400;ZZZZZZZZZ;;125;137;1;1;4
36137;Néons-sur-Creuse;24;36;361;3621;2407;36000;000;0;04;00;400;243600319;CC;399;389;1;1;5
36138;Néret;24;36;363;3609;2409;36000;000;0;04;00;400;243600350;CC;217;208;1;1;3
36139;Neuillay-les-Bois;24;36;362;3606;2409;36000;093;0;05;06;112;243600301;CC;685;560;1;1;5
36140;Neuvy-Pailloux;24;36;364;3613;2409;36000;093;0;06;06;112;243600368;CC;1309;1158;1;1;1
36141;Neuvy-Saint-Sépulchre;24;36;363;3616;2409;36000;998;0;06;00;300;200018521;CC;1695;1654;1;1;1
36142;Niherne;24;36;362;3625;2409;36000;093;0;06;06;112;243600301;CC;1551;1482;1;1;3
36143;Nohant-Vic;24;36;363;3609;2409;36000;998;0;04;00;300;243600350;CC;477;501;1;1;2
36144;Nuret-le-Ferron;24;36;361;3619;2409;36000;998;0;04;00;300;243600319;CC;327;315;1;1;4
36145;Obterre;24;36;361;3615;2409;36000;000;0;04;00;400;243600343;CC;247;267;1;1;3
36146;Orsennes;24;36;363;3601;2409;36000;000;0;05;00;400;200007052;CC;793;790;1;1;2
36147;Orville;24;36;364;3618;2414;36000;998;0;03;00;300;243600202;CC;128;120;1;1;1
36148;Oulches;24;36;361;3619;2409;36000;000;0;04;00;400;243600319;CC;417;374;1;1;2
36149;Palluau-sur-Indre;24;36;362;3608;2409;36000;998;0;05;00;300;ZZZZZZZZZ;;770;830;1;1;4
36150;Parnac;24;36;361;3617;2409;36000;000;0;05;00;400;200017978;CC;519;562;1;1;3
36151;Parpeçay;24;36;364;3618;2414;36000;000;0;04;00;400;243600202;CC;248;244;1;1;5
36152;Paudy;24;36;364;3612;2408;36000;269;0;04;02;212;243600236;CC;466;435;1;1;4
36153;Paulnay;24;36;361;3615;2409;36000;000;0;04;00;400;243600343;CC;356;354;1;1;2
36154;Le Pêchereau;24;36;362;3603;2409;36203;405;2;22;01;221;243600228;CC;1968;1885;1;1;4
36155;Pellevoisin;24;36;362;3610;2409;36000;000;0;05;00;400;243600269;CC;833;885;1;1;2
36156;Pérassay;24;36;363;3620;2409;36000;000;0;04;00;400;243600350;CC;387;443;1;1;3
36157;La Pérouille;24;36;362;3602;2409;36000;093;0;04;06;112;243600319;CC;432;334;1;1;5
36158;Badecon-le-Pin;24;36;363;3611;2409;36000;998;0;05;00;300;200001006;CC;762;697;1;1;5
36159;Le Poinçonnet;24;36;362;3602;2409;36501;093;5;51;06;111;243600327;CA;5829;5021;2;1;5
36160;Pommiers;24;36;363;3611;2409;36000;000;0;04;00;400;200001006;CC;273;268;1;1;4
36161;Le Pont-Chrétien-Chabenet;24;36;362;3603;2409;36000;998;0;05;00;300;243600228;CC;966;881;1;1;5
36162;Poulaines;24;36;364;3618;2414;36000;000;0;05;00;400;243600202;CC;878;836;1;1;4
36163;Pouligny-Notre-Dame;24;36;363;3620;2409;36000;000;0;05;00;400;243600350;CC;615;605;1;1;2
36164;Pouligny-Saint-Martin;24;36;363;3620;2409;36000;000;0;04;00;400;243600350;CC;237;254;1;1;2
36165;Pouligny-Saint-Pierre;24;36;361;3605;2407;36000;352;0;06;01;222;243600319;CC;1056;978;1;1;1
36166;Préaux;24;36;362;3610;2409;36000;000;0;03;00;400;243600269;CC;162;184;1;1;2
36167;Preuilly-la-Ville;24;36;361;3621;2407;36000;352;0;03;01;222;243600319;CC;168;130;1;1;2
36168;Prissac;24;36;361;3604;2409;36000;000;0;05;00;400;243600285;CC;670;738;1;1;5
36169;Pruniers;24;36;364;3613;2409;36000;997;0;05;00;120;243600368;CC;543;416;1;1;3
36170;Reboursin;24;36;364;3623;2409;36000;998;0;03;00;300;243600210;CC;121;98;1;1;2
36171;Reuilly;24;36;364;3612;2408;36000;998;0;06;00;300;243600236;CC;2078;1962;2;1;1
36172;Rivarennes;24;36;361;3619;2409;36000;998;0;05;00;300;243600319;CC;604;545;1;1;2
36173;Rosnay;24;36;361;3605;2407;36000;000;0;05;00;400;243600319;CC;578;526;1;1;4
36174;Roussines;24;36;361;3617;2409;36000;000;0;04;00;400;200017978;CC;354;392;1;1;3
36175;Rouvres-les-Bois;24;36;362;3614;2409;36000;000;0;04;00;400;243600293;CC;330;361;1;1;4
36176;Ruffec;24;36;361;3605;2407;36000;352;0;05;01;222;243600319;CC;636;525;1;1;3
36177;Sacierges-Saint-Martin;24;36;361;3617;2409;36000;000;0;04;00;400;243600319;CC;312;337;1;1;1
36178;Saint-Aigny;24;36;361;3605;2407;36000;352;0;04;01;222;243600319;CC;296;256;1;1;1
36179;Saint-Aoustrille;24;36;364;3612;2408;36000;269;0;03;02;212;243600368;CC;177;159;1;1;4
36180;Saint-Août;24;36;363;3609;2409;36000;997;0;05;00;120;243600350;CC;881;814;1;1;2
36181;Saint-Aubin;24;36;364;3613;2408;36000;269;0;03;02;212;243600368;CC;198;169;1;1;2
36182;Saint-Benoît-du-Sault;24;36;361;3617;2409;36000;000;0;05;00;400;200017978;CC;652;766;1;1;3
36183;Sainte-Cécile;24;36;364;3618;2414;36000;000;0;03;00;400;243600202;CC;99;99;1;1;3
36184;Saint-Chartier;24;36;363;3609;2409;36000;998;0;05;00;300;243600350;CC;584;540;1;1;3
36185;Saint-Christophe-en-Bazelle;24;36;364;3618;2414;36000;000;0;04;00;400;243600202;CC;381;373;1;1;5
36186;Saint-Christophe-en-Boucherie;24;36;363;3609;2409;36000;998;0;04;00;300;243600350;CC;247;246;1;1;3
36187;Saint-Civran;24;36;361;3617;2409;36000;000;0;03;00;400;243600319;CC;177;154;1;1;3
36188;Saint-Cyran-du-Jambot;24;36;362;3608;2409;36000;000;0;04;00;400;ZZZZZZZZZ;;205;181;1;1;2
36189;Saint-Denis-de-Jouhet;24;36;363;3601;2409;36000;000;0;05;00;400;200007052;CC;954;1007;1;1;1
36190;Sainte-Fauste;24;36;364;3613;2409;36000;093;0;04;06;112;243600368;CC;299;253;1;1;1
36191;Saint-Florentin;24;36;364;3623;2409;36101;998;1;12;00;300;243600210;CC;503;451;1;1;4
36192;Saint-Gaultier;24;36;361;3619;2409;36105;998;1;12;00;300;243600228;CC;1883;1934;1;1;2
36193;Sainte-Gemme;24;36;361;3615;2409;36000;997;0;04;00;120;243600343;CC;262;272;1;1;5
36194;Saint-Genou;24;36;362;3606;2409;36000;998;0;06;00;300;243600301;CC;1016;1038;1;1;1
36195;Saint-Georges-sur-Arnon;24;36;364;3612;2408;36000;269;0;05;02;212;243600236;CC;548;431;1;1;5
36196;Saint-Gilles;24;36;361;3617;2409;36000;000;0;02;00;400;200017978;CC;114;133;1;1;2
36197;Saint-Hilaire-sur-Benaize;24;36;361;3604;2407;36000;352;0;04;01;222;243600285;CC;358;303;1;1;3
36198;Saint-Lactencin;24;36;362;3606;2409;36000;093;0;04;06;112;243600301;CC;406;353;1;1;1
36199;Sainte-Lizaigne;24;36;364;3612;2408;36000;269;0;06;02;212;243600236;CC;1240;1160;1;1;5
36200;Saint-Marcel;24;36;362;3603;2409;36203;405;2;22;01;221;243600228;CC;1552;1644;1;1;2
36201;Saint-Martin-de-Lamps;24;36;362;3614;2409;36000;997;0;03;00;120;243600293;CC;170;146;1;1;2
36202;Saint-Maur;24;36;362;3625;2409;36501;093;5;51;06;111;243600327;CA;3268;3340;2;1;4
36203;Saint-Médard;24;36;362;3608;2409;36000;000;0;01;00;400;ZZZZZZZZZ;;45;73;1;1;2
36204;Saint-Michel-en-Brenne;24;36;361;3615;2409;36000;000;0;04;00;400;243600343;CC;325;308;1;1;5
36205;Saint-Pierre-de-Jards;24;36;364;3623;2408;36000;997;0;03;00;120;243600210;CC;117;137;1;1;2
36206;Saint-Pierre-de-Lamps;24;36;362;3614;2409;36000;000;0;01;00;400;243600293;CC;43;44;1;1;5
36207;Saint-Plantaire;24;36;363;3601;2409;36000;000;0;05;00;400;200007052;CC;549;550;1;1;4
36208;Sainte-Sévère-sur-Indre;24;36;363;3620;2409;36000;000;0;05;00;400;243600350;CC;840;899;1;1;3
36209;Saint-Valentin;24;36;364;3612;2408;36000;998;0;04;00;300;243600368;CC;278;276;1;1;2
36210;Sarzay;24;36;363;3616;2409;36000;998;0;04;00;300;243600350;CC;328;300;1;1;5
36211;Sassierges-Saint-Germain;24;36;362;3602;2409;36000;093;0;04;06;112;243600327;CA;469;407;1;1;1
36212;Saulnay;24;36;361;3615;2409;36000;000;0;03;00;400;243600343;CC;183;179;1;1;3
36213;Sauzelles;24;36;361;3621;2407;36000;352;0;04;01;222;243600319;CC;234;231;1;1;1
36214;Sazeray;24;36;363;3620;2409;36000;000;0;04;00;400;243600350;CC;331;319;1;1;5
36215;Ségry;24;36;364;3613;2408;36000;269;0;05;02;212;243600236;CC;519;465;1;1;4
36216;Selles-sur-Nahon;24;36;362;3610;2409;36000;000;0;02;00;400;243600269;CC;70;72;1;1;2
36217;Sembleçay;24;36;364;3618;2414;36000;000;0;03;00;400;243600202;CC;104;106;1;1;1
36218;Sougé;24;36;362;3606;2409;36000;998;0;03;00;300;243600301;CC;153;161;1;1;1
36219;Tendu;24;36;362;3603;2409;36000;093;0;05;06;112;243600228;CC;592;451;1;1;3
36220;Thenay;24;36;361;3619;2409;36105;998;1;12;00;300;243600319;CC;888;827;1;1;3
36221;Thevet-Saint-Julien;24;36;363;3609;2409;36000;998;0;04;00;300;243600350;CC;460;455;1;1;3
36222;Thizay;24;36;364;3613;2408;36000;997;0;04;00;120;243600368;CC;257;250;1;1;2
36223;Tilly;24;36;361;3604;2409;36000;000;0;03;00;400;243600285;CC;168;189;1;1;5
36224;Tournon-Saint-Martin;24;36;361;3621;2407;36000;000;0;06;00;400;243600319;CC;1214;1251;1;1;1
