CODGEO;LIBGEO;DEP;REG;EPCI;NATURE_EPCI;ARR;CV;ZE2010;UU2010;TUU2014;TDUU2014;AU2010;TAU2014;CATAEU2010;BV2012
43105;Javaugues;43;84;244301032;CC;431;4310;8307;43000;0;03;311;01;212;43040
43106;Jax;43;84;200073393;CC;431;4310;8307;43000;0;03;000;00;400;43112
43107;Josat;43;84;200073393;CC;431;4310;8307;43000;0;02;000;00;400;43112
43108;Jullianges;43;84;200073419;CA;432;4311;0060;43000;0;04;000;00;400;43080
43109;Lafarre;43;84;244301123;CC;432;4318;8308;43000;0;02;000;00;400;48080
43110;Lamothe;43;84;244301032;CC;431;4304;8307;43000;0;05;311;01;212;43040
43111;Landos;43;84;244301123;CC;432;4318;8308;43000;0;05;000;00;400;43157
43112;Langeac;43;84;200073393;CC;431;4307;8307;43104;1;14;652;01;221;43112
43113;Lantriac;43;84;200073401;CC;432;4308;8308;43000;0;06;114;06;112;43157
43114;Lapte;43;84;244301016;CC;433;4319;0060;43000;0;06;998;00;300;43268
43115;Laussonne;43;84;200073401;CC;432;4308;8308;43000;0;06;997;00;120;43157
43116;Laval-sur-Doulon;43;84;200073419;CA;431;4311;8307;43000;0;02;000;00;400;43040
43117;Lavaudieu;43;84;244301032;CC;431;4304;8307;43000;0;04;311;01;212;43040
43118;Lavoûte-Chilhac;43;84;200073393;CC;431;4310;8307;43000;0;04;000;00;400;43112
43119;Lavoûte-sur-Loire;43;84;200073419;CA;432;4306;8308;43000;0;05;114;06;112;43157
43120;Lempdes-sur-Allagnon;43;84;244301099;CC;431;4317;8307;43000;0;06;998;00;300;63050
43121;Léotoing;43;84;244301032;CC;431;4317;8307;43000;0;04;998;00;300;63050
43122;Lissac;43;84;200073419;CA;432;4316;8308;43000;0;04;114;06;112;43157
43123;Lorlanges;43;84;244301032;CC;431;4317;8307;43000;0;04;998;00;300;63050
43124;Loudes;43;84;200073419;CA;432;4316;8308;43000;0;05;114;06;112;43157
43125;Lubilhac;43;84;244301032;CC;431;4310;8307;43000;0;03;998;00;300;15119
43126;Malrevers;43;84;200073419;CA;432;4306;8308;43000;0;05;114;06;112;43157
43127;Malvalette;43;84;200073427;CC;433;4302;0060;43000;0;05;017;09;112;43137
43128;Malvières;43;84;200073419;CA;431;4311;8308;43000;0;03;000;00;400;63010
43129;Le Mas-de-Tence;43;84;244301107;CC;433;4303;0060;43000;0;03;000;00;400;43244
43130;Mazet-Saint-Voy;43;84;244301107;CC;433;4308;0060;43000;0;06;000;00;400;43051
43131;Mazerat-Aurouze;43;84;200073393;CC;431;4310;8307;43000;0;04;000;00;400;43112
43132;Mazeyrat-d'Allier;43;84;200073393;CC;431;4310;8307;43000;0;06;998;00;300;43112
43133;Mercoeur;43;84;200073393;CC;431;4310;8307;43000;0;03;000;00;400;43040
43134;Mézères;43;84;200073419;CA;432;4306;0060;43000;0;03;998;00;300;43268
43135;Le Monastier-sur-Gazeille;43;84;200073401;CC;432;4308;8308;43000;0;06;000;00;400;43157
43136;Monistrol-d'Allier;43;84;200073393;CC;431;4307;8307;43000;0;03;000;00;400;43157
43137;Monistrol-sur-Loire;43;84;200073427;CC;433;4309;0060;43301;3;31;997;00;120;43137
43138;Monlet;43;84;200073419;CA;432;4311;8308;43000;0;04;000;00;400;43157
43139;Montclard;43;84;200073393;CC;431;4310;8307;43000;0;02;000;00;400;43040
43140;Le Monteil;43;84;200073419;CA;432;4313;8308;43401;4;43;114;06;111;43157
43141;Montfaucon-en-Velay;43;84;244300307;CC;433;4303;0060;43000;0;06;000;00;400;43087
43142;Montregard;43;84;244300307;CC;433;4303;0060;43000;0;05;000;00;400;43087
43143;Montusclat;43;84;200073401;CC;432;4308;8308;43000;0;03;114;06;112;43200
43144;Moudeyres;43;84;200073401;CC;432;4308;8308;43000;0;03;997;00;120;43157
43145;Ouides;43;84;244301123;CC;432;4318;8308;43000;0;02;114;06;112;43157
43147;Paulhac;43;84;244301032;CC;431;4304;8307;43202;2;22;311;01;211;43040
43148;Paulhaguet;43;84;200073393;CC;431;4310;8307;43000;0;05;000;00;400;43112
43149;Pébrac;43;84;200073393;CC;431;4307;8307;43000;0;03;000;00;400;43112
43150;Le Pertuis;43;84;200073419;CA;432;4306;8308;43000;0;04;998;00;300;43200
43151;Pinols;43;84;200073393;CC;431;4307;8307;43000;0;04;000;00;400;43112
43152;Polignac;43;84;200073419;CA;432;4313;8308;43000;0;07;114;06;112;43157
43153;Pont-Salomon;43;84;244301131;CC;433;4301;0060;00753;7;72;017;09;111;42218
43154;Pradelles;43;84;244301123;CC;432;4318;8308;43000;0;05;000;00;400;48080
43155;Prades;43;84;200073393;CC;431;4307;8307;43000;0;02;000;00;400;43112
43156;Présailles;43;84;200073401;CC;432;4308;8308;43000;0;03;000;00;400;43157
43157;Le Puy-en-Velay;43;84;200073419;CA;432;4399;8308;43401;4;43;114;06;111;43157
43158;Queyrières;43;84;200073401;CC;432;4306;8308;43000;0;04;997;00;120;43200
43159;Raucoules;43;84;244300307;CC;433;4303;0060;43000;0;05;000;00;400;43087
43160;Rauret;43;84;244301123;CC;432;4318;8308;43000;0;03;000;00;400;48080
43162;Retournac;43;84;244301016;CC;433;4302;0060;43000;0;07;000;00;400;43162
43163;Riotord;43;84;244300307;CC;433;4303;0060;43000;0;06;000;00;400;43087
43164;Roche-en-Régnier;43;84;200073419;CA;432;4311;0060;43000;0;04;000;00;400;43157
43165;Rosières;43;84;200073419;CA;432;4306;8308;43000;0;06;998;00;300;43157
43166;Saint-André-de-Chalencon;43;84;200073427;CC;433;4302;0060;43000;0;04;000;00;400;43162
43167;Saint-Arcons-d'Allier;43;84;200073393;CC;431;4307;8307;43000;0;04;000;00;400;43112
43168;Saint-Arcons-de-Barges;43;84;244301123;CC;432;4318;8308;43000;0;03;000;00;400;48080
43169;Saint-Austremoine;43;84;200073393;CC;431;4310;8307;43000;0;01;000;00;400;43112
43170;Saint-Beauzire;43;84;244301032;CC;431;4310;8307;43000;0;04;311;01;212;15119
43171;Saint-Bérain;43;84;200073393;CC;431;4307;8307;43000;0;02;000;00;400;43112
43172;Saint-Bonnet-le-Froid;43;84;244300307;CC;433;4303;0060;43000;0;04;000;00;400;43087
43173;Saint-Christophe-d'Allier;43;84;200073393;CC;431;4307;8308;43000;0;02;000;00;400;48080
43174;Saint-Christophe-sur-Dolaison;43;84;200073419;CA;432;4318;8308;43000;0;05;114;06;112;43157
43175;Saint-Cirgues;43;84;200073393;CC;431;4310;8307;43000;0;03;000;00;400;43112
43177;Saint-Didier-en-Velay;43;84;244301131;CC;433;4305;0060;43105;1;14;017;09;112;43177
43178;Saint-Didier-sur-Doulon;43;84;200073393;CC;431;4310;8307;43000;0;03;000;00;400;43040
43180;Saint-Étienne-du-Vigan;43;84;244301123;CC;432;4318;8308;43000;0;03;000;00;400;48080
43181;Saint-Étienne-Lardeyrol;43;84;200073419;CA;432;4306;8308;43000;0;05;114;06;112;43157
43182;Saint-Étienne-sur-Blesle;43;84;244301032;CC;431;4317;8307;43000;0;02;000;00;400;15119
43183;Sainte-Eugénie-de-Villeneuve;43;84;200073393;CC;431;4310;8307;43000;0;02;000;00;400;43112
43184;Saint-Ferréol-d'Auroure;43;84;244301131;CC;433;4301;0060;00753;7;72;017;09;111;42218
43185;Sainte-Florine;43;84;244301099;CC;431;4317;8307;00352;3;31;374;01;221;63050
43186;Saint-Front;43;84;200073401;CC;432;4308;8308;43000;0;04;000;00;400;43157
43187;Saint-Geneys-près-Saint-Paulien;43;84;200073419;CA;432;4316;8308;43000;0;04;114;06;112;43157
43188;Saint-Georges-d'Aurac;43;84;200073393;CC;431;4310;8307;43000;0;04;000;00;400;43112
43189;Saint-Georges-Lagricol;43;84;200073419;CA;432;4311;0060;43000;0;05;000;00;400;43080
43190;Saint-Germain-Laprade;43;84;200073419;CA;432;4314;8308;43000;0;07;114;06;112;43157
43191;Saint-Géron;43;84;244301032;CC;431;4304;8307;43000;0;04;998;00;300;63050
43192;Saint-Haon;43;84;244301123;CC;432;4318;8308;43000;0;04;000;00;400;48080
43193;Saint-Hilaire;43;84;244301099;CC;431;4317;8307;43000;0;03;998;00;300;63050
43194;Saint-Hostien;43;84;200073419;CA;432;4306;8308;43000;0;05;114;06;112;43157
43195;Saint-Ilpize;43;84;200073393;CC;431;4310;8307;43000;0;03;998;00;300;43040
43196;Saint-Jean-d'Aubrigoux;43;84;200073419;CA;432;4311;0060;43000;0;03;000;00;400;43080
43197;Saint-Jean-de-Nay;43;84;200073419;CA;432;4316;8308;43000;0;04;000;00;400;43157
43198;Saint-Jean-Lachalm;43;84;244301123;CC;432;4318;8308;43000;0;04;997;00;120;43157
43199;Saint-Jeures;43;84;244301107;CC;433;4303;0060;43000;0;05;000;00;400;43244
43200;Saint-Julien-Chapteuil;43;84;200073401;CC;432;4306;8308;43000;0;06;114;06;112;43200
43201;Saint-Julien-d'Ance;43;84;200073419;CA;432;4311;0060;43000;0;04;000;00;400;43080
43202;Saint-Julien-des-Chazes;43;84;200073393;CC;431;4307;8307;43000;0;02;000;00;400;43112
43203;Saint-Julien-du-Pinet;43;84;244301016;CC;433;4319;0060;43000;0;04;998;00;300;43268
43204;Saint-Julien-Molhesabate;43;84;244300307;CC;433;4303;0060;43000;0;03;000;00;400;43087
43205;Saint-Just-Malmont;43;84;244301131;CC;433;4301;0060;43103;1;14;017;09;112;42218
43206;Saint-Just-près-Brioude;43;84;244301032;CC;431;4310;8307;43000;0;04;311;01;212;43040
43207;Saint-Laurent-Chabreuges;43;84;244301032;CC;431;4304;8307;43000;0;04;311;01;212;43040
43208;Sainte-Marguerite;43;84;200073393;CC;431;4310;8307;43000;0;01;998;00;300;43112
43210;Saint-Martin-de-Fugères;43;84;200073401;CC;432;4308;8308;43000;0;04;000;00;400;43157
43211;Saint-Maurice-de-Lignon;43;84;244301016;CC;433;4309;0060;43000;0;07;998;00;300;43137
43212;Saint-Pal-de-Chalencon;43;84;200073427;CC;433;4311;0060;43000;0;06;000;00;400;43080
43213;Saint-Pal-de-Mons;43;84;200073427;CC;433;4305;0060;43203;2;22;434;01;221;43224
43214;Saint-Pal-de-Senouire;43;84;200073419;CA;431;4311;8308;43000;0;03;000;00;400;63010
43215;Saint-Paul-de-Tartas;43;84;244301123;CC;432;4318;8308;43000;0;04;000;00;400;48080
43216;Saint-Paulien;43;84;200073419;CA;432;4316;8308;43000;0;07;114;06;112;43157
43217;Saint-Pierre-du-Champ;43;84;200073419;CA;432;4311;0060;43000;0;05;000;00;400;43080
43218;Saint-Pierre-Eynac;43;84;200073401;CC;432;4306;8308;43000;0;06;114;06;112;43157
43219;Saint-Préjet-Armandon;43;84;200073393;CC;431;4310;8307;43000;0;03;998;00;300;43040
43220;Saint-Préjet-d'Allier;43;84;200073393;CC;431;4307;8307;43000;0;03;000;00;400;43234
43221;Saint-Privat-d'Allier;43;84;200073419;CA;432;4316;8308;43000;0;04;000;00;400;43157
43222;Saint-Privat-du-Dragon;43;84;200073393;CC;431;4310;8307;43000;0;03;998;00;300;43112
43223;Saint-Romain-Lachalm;43;84;244300307;CC;433;4303;0060;43000;0;06;017;09;112;43087
43224;Sainte-Sigolène;43;84;200073427;CC;433;4305;0060;43203;2;22;434;01;221;43224
43225;Saint-Vénérand;43;84;200073393;CC;431;4307;8307;43000;0;01;000;00;400;48080
43226;Saint-Vert;43;84;244301099;CC;431;4317;8307;43000;0;03;000;00;400;43040
43227;Saint-Victor-Malescours;43;84;244301131;CC;433;4305;0060;43000;0;05;017;09;112;42218
43228;Saint-Victor-sur-Arlanc;43;84;200073419;CA;432;4311;0060;43000;0;02;000;00;400;43080
43229;Saint-Vidal;43;84;200073419;CA;432;4316;8308;43000;0;05;114;06;112;43157
43230;Saint-Vincent;43;84;200073419;CA;432;4306;8308;43000;0;05;114;06;112;43157
43231;Salettes;43;84;200073401;CC;432;4308;8308;43000;0;03;000;00;400;43157
43232;Salzuit;43;84;200073393;CC;431;4310;8307;43000;0;04;000;00;400;43040
43233;Sanssac-l'Église;43;84;200073419;CA;432;4316;8308;43000;0;06;114;06;112;43157
43234;Saugues;43;84;200073393;CC;431;4307;8307;43000;0;06;000;00;400;43234
43236;La Séauve-sur-Semène;43;84;244301131;CC;433;4305;0060;43105;1;14;017;09;112;43177
43237;Sembadel;43;84;200073419;CA;431;4311;8308;43000;0;04;000;00;400;43080
43238;Séneujols;43;84;244301123;CC;432;4318;8308;43000;0;04;114;06;112;43157
43239;Siaugues-Sainte-Marie;43;84;200073393;CC;431;4307;8307;43000;0;05;000;00;400;43112
43240;Solignac-sous-Roche;43;84;200073427;CC;433;4302;0060;43000;0;04;000;00;400;43162
43241;Solignac-sur-Loire;43;84;200073419;CA;432;4318;8308;43000;0;06;114;06;112;43157
43242;Tailhac;43;84;200073393;CC;431;4307;8307;43000;0;02;000;00;400;43112
43244;Tence;43;84;244301107;CC;433;4303;0060;43102;1;13;000;00;400;43244
43245;Thoras;43;84;200073393;CC;431;4307;8307;43000;0;04;000;00;400;43234
43246;Tiranges;43;84;200073427;CC;433;4302;0060;43000;0;04;000;00;400;43080
43247;Torsiac;43;84;244301032;CC;431;4317;8307;43000;0;02;998;00;300;63050
43249;Valprivas;43;84;200073427;CC;433;4302;0060;43000;0;04;997;00;120;43137
43250;Vals-le-Chastel;43;84;200073393;CC;431;4310;8307;43000;0;01;998;00;300;43040
43251;Vals-près-le-Puy;43;84;200073419;CA;432;4312;8308;43401;4;43;114;06;111;43157
43252;Varennes-Saint-Honorat;43;84;200073393;CC;432;4311;8308;43000;0;01;000;00;400;43112
43253;Les Vastres;43;84;200073401;CC;432;4308;0060;43000;0;04;000;00;400;43051
43254;Vazeilles-Limandre;43;84;200073419;CA;432;4316;8308;43000;0;04;114;06;112;43157
43256;Venteuges;43;84;200073393;CC;431;4307;8307;43000;0;04;000;00;400;43234
43257;Vergezac;43;84;200073419;CA;432;4316;8308;43000;0;04;114;06;112;43157
43258;Vergongheon;43;84;244301099;CC;431;4317;8307;00352;3;31;374;01;221;63050
43259;Vernassal;43;84;200073419;CA;432;4316;8308;43000;0;04;114;06;112;43157
43260;Le Vernet;43;84;200073419;CA;432;4316;8308;43000;0;01;000;00;400;43157
43261;Vézézoux;43;84;244301099;CC;431;4317;8307;00352;3;31;374;01;221;63050
43262;Vieille-Brioude;43;84;244301032;CC;431;4304;8307;43000;0;06;311;01;212;43040
43263;Vielprat;43;84;244301123;CC;432;4318;8308;43000;0;02;000;00;400;48080
43264;Villeneuve-d'Allier;43;84;200073393;CC;431;4310;8307;43000;0;04;311;01;212;43040
43265;Les Villettes;43;84;200073427;CC;433;4309;0060;43000;0;06;997;00;120;43224
43267;Vorey;43;84;200073419;CA;432;4306;8308;43000;0;06;998;00;300;43157
43268;Yssingeaux;43;84;244301016;CC;433;4319;0060;43201;2;22;462;01;221;43268
44001;Abbaretz;44;52;244400537;CC;445;4408;5203;44000;0;07;008;09;112;44113
44002;Aigrefeuille-sur-Maine;44;52;200067635;CA;442;4407;5203;44104;1;13;008;09;112;44002
44003;Ancenis;44;52;244400552;CC;445;4401;5201;44301;3;31;375;01;111;44003
44005;Chaumes-en-Retz;44;52;200067346;CA;443;4489;5203;44216;2;21;008;09;112;44186
44006;Assérac;44;52;244400610;CA;443;4409;5204;44000;0;06;046;08;112;44072
44007;Avessac;44;52;243500741;CC;445;4419;5203;44000;0;07;997;00;120;35236
44009;Basse-Goulaine;44;52;244400404;ME;442;4429;5203;44701;7;73;008;09;111;44109
44010;Batz-sur-Mer;44;52;244400610;CA;443;4402;5204;44601;6;62;046;08;111;44184
44012;La Bernerie-en-Retz;44;52;200067346;CA;443;4420;5203;44304;3;32;273;02;211;44131
44013;Besné;44;52;244400644;CA;443;4427;5204;44000;0;07;046;08;112;44129
44014;Le Bignon;44;52;244400438;CC;442;4428;5203;44000;0;07;008;09;112;44109
44015;Blain;44;52;244400453;CC;445;4403;5203;44213;2;22;008;09;112;44015
44016;La Boissière-du-Doré;44;52;200067866;CC;442;4430;5203;44000;0;06;008;09;112;44169
44017;Bonnoeuvre;44;52;244400552;CC;445;4401;5201;44000;0;05;998;00;300;44180
44018;Bouaye;44;52;244400404;ME;442;4421;5203;44701;7;73;008;09;111;44109
44019;Bouée;44;52;200072734;CC;443;4403;5203;44000;0;05;008;09;112;44195
44020;Bouguenais;44;52;244400404;ME;442;4421;5203;44701;7;73;008;09;111;44109
44021;Villeneuve-en-Retz;44;52;200071546;CC;443;4410;5203;44000;0;07;998;00;300;44131
44022;Boussay;44;52;200067635;CA;442;4407;5203;44102;1;12;998;00;300;44043
44023;Bouvron;44;52;244400453;CC;445;4403;5203;44000;0;07;008;09;112;44015
44024;Brains;44;52;244400404;ME;442;4421;5203;44000;0;07;008;09;112;44109
44025;Campbon;44;52;200072734;CC;443;4403;5204;44000;0;07;008;09;112;44195
44026;Carquefou;44;52;244400404;ME;442;4404;5203;44701;7;73;008;09;111;44109
44027;Casson;44;52;244400503;CC;445;4418;5203;44000;0;07;008;09;112;44110
44028;Le Cellier;44;52;244400552;CC;445;4418;5203;44000;0;07;008;09;112;44109
44029;Divatte-sur-Loire;44;52;200067866;CC;442;4430;5203;44218;2;21;008;09;112;44169
44030;La Chapelle-des-Marais;44;52;244400644;CA;443;4409;5204;44108;1;14;046;08;112;44072
44031;La Chapelle-Glain;44;52;200072726;CC;445;4406;5202;44000;0;05;998;00;300;44180
44032;La Chapelle-Heulin;44;52;200067866;CC;442;4430;5203;44000;0;07;008;09;112;44212
44033;La Chapelle-Launay;44;52;200072734;CC;443;4403;5204;44215;3;31;008;09;112;44195
44035;La Chapelle-sur-Erdre;44;52;244400404;ME;442;4405;5203;44701;7;73;008;09;111;44109
44036;Châteaubriant;44;52;200072726;CC;445;4406;5202;44302;3;31;229;03;211;44036
44037;Château-Thébaud;44;52;200067635;CA;442;4431;5203;44000;0;07;008;09;112;44109
44038;Chauvé;44;52;200067346;CA;443;4420;5204;44000;0;07;998;00;300;44187
44039;Cheix-en-Retz;44;52;200067346;CA;442;4410;5203;44000;0;06;008;09;112;44109
44041;La Chevrolière;44;52;244400438;CC;442;4428;5203;44123;2;21;008;09;112;44109
44043;Clisson;44;52;200067635;CA;442;4407;5203;00365;3;32;997;00;120;44043
44044;Conquereuil;44;52;243500741;CC;445;4408;5203;44000;0;06;997;00;120;44067
44045;Cordemais;44;52;200072734;CC;442;4403;5203;44000;0;07;008;09;112;44158
44046;Corsept;44;52;244400586;CC;443;4423;5204;44000;0;07;998;00;300;44187
44047;Couëron;44;52;244400404;ME;442;4424;5203;44701;7;73;008;09;111;44109
44048;Couffé;44;52;244400552;CC;445;4401;5203;44000;0;07;008;09;112;44003
44049;Le Croisic;44;52;244400610;CA;443;4402;5204;44601;6;62;046;08;111;44184
44050;Crossac;44;52;200000438;CC;443;4419;5204;44000;0;07;046;08;112;44129
44051;Derval;44;52;200072726;CC;445;4408;5203;44000;0;07;998;00;300;44051
44052;Donges;44;52;244400644;CA;443;4427;5204;44601;6;62;046;08;111;44184
44053;Drefféac;44;52;200000438;CC;443;4419;5204;44000;0;07;046;08;112;44161
44054;Erbray;44;52;200072726;CC;445;4406;5202;44000;0;07;229;03;212;44036
44055;La Baule-Escoublac;44;52;244400610;CA;443;4402;5204;44601;6;62;046;08;111;44184
44056;Fay-de-Bretagne;44;52;244400503;CC;445;4405;5203;44000;0;07;008;09;112;44015
44057;Fégréac;44;52;243500741;CC;445;4419;5204;44000;0;07;997;00;120;35236
44058;Fercé;44;52;200072726;CC;445;4406;5202;44000;0;05;229;03;212;44036
44061;Frossay;44;52;244400586;CC;443;4423;5204;44000;0;07;997;00;120;44187
44062;Le Gâvre;44;52;244400453;CC;445;4403;5203;44000;0;06;008;09;112;44015
44063;Gétigné;44;52;200067635;CA;442;4407;5203;00365;3;32;997;00;120;44043
44064;Gorges;44;52;200067635;CA;442;4407;5203;00365;3;32;997;00;120;44043
44065;Grand-Auverné;44;52;200072726;CC;445;4406;5202;44000;0;05;998;00;300;44036
44066;Grandchamps-des-Fontaines;44;52;244400503;CC;445;4405;5203;44118;2;21;008;09;112;44209
44067;Guémené-Penfao;44;52;243500741;CC;445;4408;5203;44122;2;21;998;00;300;44067
44068;Guenrouet;44;52;200000438;CC;443;4419;5204;44000;0;07;997;00;120;44161
44069;Guérande;44;52;244400610;CA;443;4409;5204;44601;6;62;046;08;111;44184
44070;La Haie-Fouassière;44;52;200067635;CA;442;4431;5203;44116;1;14;008;09;112;44109
44071;Haute-Goulaine;44;52;200067635;CA;442;4429;5203;44701;7;73;008;09;111;44109
44072;Herbignac;44;52;244400610;CA;443;4409;5204;44201;2;21;046;08;112;44072
44073;Héric;44;52;244400503;CC;445;4418;5203;44121;2;21;008;09;112;44209
44074;Indre;44;52;244400404;ME;442;4424;5203;44701;7;73;008;09;111;44109
44075;Issé;44;52;200072726;CC;445;4406;5202;44000;0;06;998;00;300;44036
44076;Jans;44;52;200072726;CC;445;4408;5203;44000;0;06;997;00;120;44051
44077;Joué-sur-Erdre;44;52;244400552;CC;445;4418;5203;44000;0;07;008;09;112;44110
44078;Juigné-des-Moutiers;44;52;200072726;CC;445;4406;5202;44000;0;04;998;00;300;49248
44079;Le Landreau;44;52;200067866;CC;442;4430;5203;44000;0;07;008;09;112;44169
44080;Lavau-sur-Loire;44;52;200072734;CC;443;4403;5204;44000;0;05;008;09;112;44195
44081;Legé;44;52;200071546;CC;442;4428;5203;44114;1;14;668;01;221;44081
44082;Ligné;44;52;244400552;CC;445;4418;5203;44113;1;14;008;09;112;44110
44083;La Limouzinière;44;52;244400438;CC;442;4428;5203;44000;0;07;008;09;112;44188
44084;Le Loroux-Bottereau;44;52;200067866;CC;442;4430;5203;44303;3;31;008;09;112;44169
44085;Louisfert;44;52;200072726;CC;445;4406;5202;44000;0;05;229;03;212;44036
44086;Lusanger;44;52;200072726;CC;445;4408;5202;44000;0;06;998;00;300;44051
44087;Machecoul-Saint-Même;44;52;200071546;CC;442;4410;5203;44202;2;22;546;01;221;44087
44088;Maisdon-sur-Sèvre;44;52;200067635;CA;442;4407;5203;44000;0;07;008;09;112;44002
44089;Malville;44;52;200072734;CC;443;4403;5203;44000;0;07;008;09;112;44195
44090;La Marne;44;52;200071546;CC;442;4410;5203;44000;0;06;008;09;112;44087
44091;Marsac-sur-Don;44;52;200072726;CC;445;4408;5203;44000;0;06;008;09;112;44113
44092;Massérac;44;52;243500741;CC;445;4408;5203;44000;0;05;997;00;120;44067
44093;Maumusson;44;52;244400552;CC;445;4401;5201;44000;0;06;997;00;120;44180
44094;Mauves-sur-Loire;44;52;244400404;ME;442;4404;5203;44105;1;13;008;09;112;44109
44095;La Meilleraye-de-Bretagne;44;52;200072726;CC;445;4406;5203;44000;0;06;998;00;300;44036
44096;Mésanger;44;52;244400552;CC;445;4401;5201;44000;0;07;997;00;120;44003
44097;Mesquer;44;52;244400610;CA;443;4409;5204;44000;0;06;046;08;112;44184
44098;Missillac;44;52;200000438;CC;443;4419;5204;44119;2;21;046;08;112;44129
44099;Moisdon-la-Rivière;44;52;200072726;CC;445;4406;5202;44000;0;06;998;00;300;44036
44100;Monnières;44;52;200067635;CA;442;4407;5203;44000;0;07;008;09;112;44043
44101;La Montagne;44;52;244400404;ME;442;4423;5203;44701;7;73;008;09;111;44109
44102;Montbert;44;52;244400438;CC;442;4428;5203;44204;2;21;008;09;112;44223
44103;Montoir-de-Bretagne;44;52;244400644;CA;443;4427;5204;44601;6;62;046;08;111;44184
44104;Montrelais;44;52;244400552;CC;445;4401;5205;44000;0;05;997;00;120;44213
44105;Mouais;44;52;200072726;CC;445;4408;5202;44000;0;04;997;00;120;44051
44106;Les Moutiers-en-Retz;44;52;200067346;CA;443;4420;5203;44304;3;32;273;02;211;44131
44107;Mouzeil;44;52;244400552;CC;445;4418;5203;44000;0;06;008;09;112;44110
44108;Mouzillon;44;52;200067866;CC;442;4430;5203;44000;0;07;008;09;112;44212
44109;Nantes;44;52;244400404;ME;442;4496;5203;44701;7;73;008;09;111;44109
44110;Nort-sur-Erdre;44;52;244400503;CC;445;4418;5203;44209;2;22;008;09;112;44110
44111;Notre-Dame-des-Landes;44;52;244400503;CC;445;4418;5203;44000;0;07;008;09;112;44209
44112;Noyal-sur-Brutz;44;52;200072726;CC;445;4406;5202;44000;0;05;229;03;212;44036
44113;Nozay;44;52;244400537;CC;445;4408;5203;44110;1;14;008;09;112;44113
44114;Orvault;44;52;244400404;ME;442;4425;5203;44701;7;73;008;09;111;44109
44115;Oudon;44;52;244400552;CC;445;4401;5203;44000;0;07;008;09;112;44003
44116;Paimboeuf;44;52;244400586;CC;443;4423;5204;44106;1;13;998;00;300;44187
44117;Le Pallet;44;52;200067866;CC;442;4430;5203;44103;1;13;008;09;112;44212
44118;Pannecé;44;52;244400552;CC;445;4401;5201;44000;0;06;997;00;120;44110
44119;Paulx;44;52;200071546;CC;442;4410;5203;44000;0;06;998;00;300;44087
44120;Le Pellerin;44;52;244400404;ME;442;4423;5203;44117;1;14;008;09;112;44109
44121;Petit-Auverné;44;52;200072726;CC;445;4406;5202;44000;0;04;998;00;300;44036
44122;Petit-Mars;44;52;244400503;CC;445;4418;5203;44109;1;13;008;09;112;44110
44123;Pierric;44;52;243500741;CC;445;4408;5203;44000;0;05;998;00;300;44051
44124;Le Pin;44;52;244400552;CC;445;4401;5201;44000;0;05;998;00;300;44180
44125;Piriac-sur-Mer;44;52;244400610;CA;443;4409;5204;44206;2;21;046;08;112;44211
44126;La Plaine-sur-Mer;44;52;200067346;CA;443;4420;5204;44401;4;41;245;03;211;44154
44127;La Planche;44;52;200067635;CA;442;4407;5203;44000;0;07;008;09;112;85146
44128;Plessé;44;52;243500741;CC;445;4419;5203;44000;0;07;008;09;112;44067
44129;Pontchâteau;44;52;200000438;CC;443;4419;5204;44214;3;31;046;08;112;44129
44130;Pont-Saint-Martin;44;52;244400438;CC;442;4428;5203;44701;7;73;008;09;111;44109
44131;Pornic;44;52;200067346;CA;443;4420;5204;44304;3;32;273;02;211;44131
44132;Pornichet;44;52;244400644;CA;443;4402;5204;44601;6;62;046;08;111;44184
44133;Port-Saint-Père;44;52;200067346;CA;442;4410;5203;44701;7;73;008;09;111;44109
44134;Pouillé-les-Côteaux;44;52;244400552;CC;445;4401;5201;44000;0;05;997;00;120;44003
44135;Le Pouliguen;44;52;244400610;CA;443;4402;5204;44601;6;62;046;08;111;44184
44136;Préfailles;44;52;200067346;CA;443;4420;5204;44401;4;41;245;03;211;44154
44137;Prinquiau;44;52;200072734;CC;443;4403;5204;44000;0;07;008;09;112;44195
44138;Puceul;44;52;244400537;CC;445;4408;5203;44000;0;06;008;09;112;44113
44139;Quilly;44;52;200072734;CC;443;4403;5204;44000;0;06;008;09;112;44161
44140;La Regrippière;44;52;200067866;CC;442;4430;5203;44000;0;06;008;09;112;44212
44141;La Remaudière;44;52;200067866;CC;442;4430;5203;44000;0;06;008;09;112;44169
44142;Remouillé;44;52;200067635;CA;442;4407;5203;44000;0;06;008;09;112;44002
44143;Rezé;44;52;244400404;ME;442;4497;5203;44701;7;73;008;09;111;44109
44144;Riaillé;44;52;244400552;CC;445;4418;5203;44000;0;07;997;00;120;44110
44145;Rouans;44;52;200067346;CA;442;4410;5203;44000;0;07;008;09;112;44109
44146;Rougé;44;52;200072726;CC;445;4406;5202;44000;0;07;229;03;212;44036
44148;Ruffigné;44;52;200072726;CC;445;4406;5202;44000;0;05;229;03;212;44036
44149;Saffré;44;52;244400537;CC;445;4408;5203;44000;0;07;008;09;112;44113
44150;Saint-Aignan-Grandlieu;44;52;244400404;ME;442;4421;5203;44701;7;73;008;09;111;44109
44151;Saint-André-des-Eaux;44;52;244400644;CA;443;4402;5204;44601;6;62;046;08;111;44184
