CODGEO;LIBGEO;REG;DEP;ARR;CV;ZE1990;ZE2010;UU1999;AU1999;EU1999;TAU1999;TUU1999;TDUU1999;BV;EPCI;NATURE_EPCI;ZAUER1999
80169;Cannessières;22;80;801;8032;2212;0055;80000;000;9Z;00;0;02;80606;248000580;CC;6
80170;Cantigny;22;80;803;8027;2219;2210;80000;000;9Z;00;0;03;80561;248000739;CC;6
80171;Caours;22;80;801;8001;2211;2209;80401;173;1T;05;4;42;80001;248000556;CC;1
80172;Cappy;22;80;804;8014;2202;2210;80000;000;9Z;00;0;04;80016;248000747;CC;6
80173;Cardonnette;22;80;802;8041;2202;2210;80000;032;1T;08;0;04;80021;248000697;CC;2
80174;Le Cardonnois;22;80;803;8027;2219;2210;80000;000;9Z;00;0;02;80561;248000739;CC;6
80175;Carnoy;22;80;804;8016;2219;2211;80000;000;9Z;00;0;02;80016;248000465;CC;6
80176;Carrépuis;22;80;803;8038;2219;2210;80000;000;9Z;00;0;04;80685;ZZZZZZZZZ;;5
80177;Cartigny;22;80;804;8033;2219;2211;80000;318;4O;01;0;05;80620;248000721;CC;2
80179;Caulières;22;80;802;8035;2202;2210;80000;000;9Z;00;0;03;80630;248000762;CC;6
80180;Cavillon;22;80;802;8034;2202;2210;80000;032;1T;08;0;02;80021;248000481;CC;2
80181;Cayeux-en-Santerre;22;80;803;8028;2202;2210;80000;032;1T;08;0;02;80680;248000432;CC;2
80182;Cayeux-sur-Mer;22;80;801;8040;2212;0055;80109;000;9Z;00;1;12;80368;248000663;CC;6
80183;Cerisy-Buleux;22;80;801;8022;2212;0055;80000;000;9Z;00;0;04;80606;248000580;CC;6
80184;Cerisy;22;80;804;8014;2202;2210;80000;000;9Z;00;0;04;80016;248000499;CC;6
80185;Champien;22;80;803;8038;2219;2210;80000;000;9Z;00;0;04;80685;ZZZZZZZZZ;;5
80186;Chaulnes;22;80;804;8015;2219;2211;80000;000;9Z;00;0;06;80186;248000549;CC;6
80187;La Chaussée-Tirancourt;22;80;802;8034;2202;2210;80101;032;1T;08;1;11;80021;248000481;CC;2
80188;Chaussoy-Epagny;22;80;803;8005;2202;2210;80000;032;1T;08;0;05;80010;248000523;CC;2
80189;La Chavatte;22;80;803;8037;2219;2210;80000;000;9Z;00;0;01;80685;248000507;CC;6
80190;Chépy;22;80;801;8029;2212;0055;80000;000;9Z;00;0;06;80308;248000630;CC;6
80191;Chilly;22;80;803;8037;2219;2210;80000;000;9Z;00;0;03;80680;248000507;CC;6
80192;Chipilly;22;80;804;8014;2202;2210;80000;000;9Z;00;0;03;80016;248000499;CC;6
80193;Chirmont;22;80;803;8005;2202;2210;80000;032;1T;08;0;03;80010;248000523;CC;2
80194;Chuignes;22;80;804;8015;2219;2211;80000;000;9Z;00;0;03;80620;248000549;CC;6
80195;Chuignolles;22;80;804;8014;2202;2210;80000;000;9Z;00;0;03;80016;248000747;CC;6
80196;Citerne;22;80;801;8023;2202;2210;80000;000;9Z;00;0;04;80606;248000614;CC;6
80197;Cizancourt;22;80;804;8030;2219;2211;80000;000;9Z;00;0;01;80620;248000358;CC;6
80198;Clairy-Saulchoix;22;80;802;8026;2202;2210;80000;032;1T;08;0;04;80021;248000531;CA;2
80199;Cléry-sur-Somme;22;80;804;8033;2219;2211;80000;318;4O;01;0;05;80620;248000721;CC;2
80200;Cocquerel;22;80;801;8004;2211;2209;80000;999;1T;00;0;03;80001;248000705;CC;3
80201;Coigneux;22;80;802;8003;2202;2210;80000;000;9Z;00;0;02;80016;248000747;CC;6
80202;Coisy;22;80;802;8041;2202;2210;80000;032;1T;08;0;04;80798;248000697;CC;2
80203;Colincamps;22;80;802;8003;2202;2210;80000;000;9Z;00;0;02;80016;248000747;CC;6
80204;Combles;22;80;804;8016;2219;2211;80000;000;9Z;00;0;05;80620;248000465;CC;6
80205;Condé-Folie;22;80;802;8034;2202;2210;80106;032;1T;08;1;11;80001;248000614;CC;2
80206;Contalmaison;22;80;804;8006;2202;2210;80000;000;9Z;00;0;02;80016;248000747;CC;6
80207;Contay;22;80;802;8041;2202;2210;80000;032;1T;08;0;04;80016;248000697;CC;2
80208;Conteville;22;80;801;8019;2211;2210;80000;000;9Z;00;0;03;62060;248000689;CC;6
80209;Contoire;22;80;803;8028;2202;2210;80000;000;9Z;00;0;04;80561;248000432;CC;6
80210;Contre;22;80;802;8017;2202;2210;80000;032;1T;08;0;02;80211;248000648;CC;2
80211;Conty;22;80;802;8017;2202;2210;80000;032;1T;08;0;06;80211;248000648;CC;2
80212;Corbie;22;80;802;8018;2202;2210;80207;032;1T;08;2;22;80212;248000499;CC;2
