"cod2017";"cod2016";"annee";"typemodif";"ratio"
"01095";"01095";"2017-01-01";"d";0.815094339622642
"01098";"01098";"2017-01-01";"d";0.841584158415842
"01095";"01172";"2017-01-01";"d";0.184905660377358
"01098";"01316";"2017-01-01";"d";0.158415841584158
"51171";"02344";"2017-01-01";"d";0.0333106730115568
"03168";"03168";"2017-01-01";"d";0.884834663625998
"03168";"03318";"2017-01-01";"d";0.115165336374002
"04033";"04033";"2017-01-01";"d";0.509887005649718
"04033";"04198";"2017-01-01";"d";0.490112994350282
"05101";"05101";"2017-01-01";"d";0.386234817813765
"05101";"05175";"2017-01-01";"d";0.613765182186235
"08053";"08053";"2017-01-01";"d";0.817238627294493
"08491";"08072";"2017-01-01";"d";0.110602798708288
"08053";"08371";"2017-01-01";"d";0.0482841181165203
"08490";"08443";"2016-06-01";"d";0.0243407707910751
"08053";"08475";"2017-01-01";"d";0.134477254588986
"08490";"08490";"2016-06-01";"d";0.902411539328375
"08491";"08491";"2017-01-01";"d";0.889397201291712
"08490";"08493";"2016-06-01";"d";0.0732476898805499
"09062";"09062";"2017-01-01";"d";0.891891891891892
"09062";"09317";"2017-01-01";"d";0.108108108108108
"12090";"12020";"2017-01-01";"d";0.209650016989467
"12090";"12090";"2017-01-01";"d";0.790349983010533
"14281";"14004";"2017-01-01";"d";0.277699859747546
"14005";"14005";"2017-01-01";"d";0.374161073825503
"14355";"14008";"2017-01-01";"d";0.238427947598253
"14011";"14011";"2017-01-01";"d";0.55110426296867
"14027";"14027";"2017-01-01";"d";0.686532831451276
"14431";"14031";"2017-01-01";"d";0.00829455796075258
"14027";"14056";"2017-01-01";"d";0.0633626097867001
"14579";"14073";"2017-01-01";"d";0.160578386605784
"14005";"14074";"2017-01-01";"d";0.219798657718121
"14410";"14075";"2017-01-01";"d";0.153259949195597
"14654";"14081";"2017-01-01";"d";0.0298756250801385
"14098";"14098";"2017-01-01";"d";0.479354009910075
"14654";"14099";"2017-01-01";"d";0.0371842543915887
"14098";"14109";"2017-01-01";"d";0.0866213984217288
"14027";"14128";"2017-01-01";"d";0.0219573400250941
"14342";"14142";"2017-01-01";"d";0.079115610015983
"14143";"14143";"2017-01-01";"d";0.560864146240133
"14658";"14151";"2017-01-01";"d";0.0837240455458808
"14098";"14157";"2017-01-01";"d";0.249220040374381
"14456";"14158";"2017-01-01";"d";0.188454376163873
"14349";"14164";"2017-01-01";"d";0.609046849757674
"14005";"14176";"2017-01-01";"d";0.0531319910514541
"14406";"14186";"2017-01-01";"d";0.372911169744943
"14431";"14189";"2017-01-01";"d";0.00374266639692494
"14658";"14192";"2017-01-01";"d";0.0957803081044876
"14200";"14200";"2017-01-01";"d";0.723908523908524
"14431";"14201";"2017-01-01";"d";0.0522961764110864
"14431";"14208";"2017-01-01";"d";0.0524984827028121
"14406";"14212";"2017-01-01";"d";0.170624450307828
"14672";"14217";"2017-01-01";"d";0.157766990291262
"14027";"14219";"2017-01-01";"d";0.0353408615641991
"14281";"14235";"2017-01-01";"d";0.280504908835905
"14005";"14268";"2017-01-01";"d";0.296420581655481
"14658";"14279";"2017-01-01";"d";0.0319267693681625
"14281";"14281";"2017-01-01";"d";0.333800841514726
"14658";"14296";"2017-01-01";"d";0.0459924090198705
"14431";"14313";"2017-01-01";"d";0.00697956706453571
"14654";"14331";"2017-01-01";"d";0.0342351583536351
"14342";"14342";"2017-01-01";"d";0.701118806606287
"14347";"14347";"2017-01-01";"d";0.637867647058823
"14349";"14349";"2017-01-01";"d";0.390953150242326
"14672";"14350";"2017-01-01";"d";0.0813106796116505
"14355";"14355";"2017-01-01";"d";0.615720524017467
"14357";"14357";"2017-01-01";"d";0.372362869198312
"14431";"14359";"2017-01-01";"d";0.0157798907546025
"14143";"14372";"2017-01-01";"d";0.313253012048193
"14475";"14373";"2017-01-01";"d";0.115706115266168
"14011";"14376";"2017-01-01";"d";0.125321006676939
"14281";"14382";"2017-01-01";"d";0.107994389901823
"14431";"14386";"2017-01-01";"d";0.0543192393283431
"14431";"14387";"2017-01-01";"d";0.0329759255512846
"14406";"14406";"2017-01-01";"d";0.330694810905893
"14410";"14410";"2017-01-01";"d";0.846740050804403
"14347";"14413";"2017-01-01";"d";0.362132352941176
"14658";"14415";"2017-01-01";"d";0.0104934137084171
"14658";"14416";"2017-01-01";"d";0.0283545434248716
"14658";"14417";"2017-01-01";"d";0.216566197812012
"14431";"14422";"2017-01-01";"d";0.109346550677726
"14098";"14423";"2017-01-01";"d";0.0545054138374014
"14431";"14431";"2017-01-01";"d";0.50141614404208
"14654";"14433";"2017-01-01";"d";0.0194896781638672
"14431";"14444";"2017-01-01";"d";0.0155775844628768
"14654";"14450";"2017-01-01";"d";0.0250032055391717
"14456";"14456";"2017-01-01";"d";0.811545623836127
"14342";"14462";"2017-01-01";"d";0.121204049014385
"14654";"14472";"2017-01-01";"d";0.202461854083857
"14475";"14475";"2017-01-01";"d";0.722833260008799
"14027";"14477";"2017-01-01";"d";0.0734002509410289
"14342";"14481";"2017-01-01";"d";0.0583377730420884
"14654";"14489";"2017-01-01";"d";0.0307731760482113
"14431";"14493";"2017-01-01";"d";0.0230629172567267
"14027";"14508";"2017-01-01";"d";0.0702634880803011
"14005";"14517";"2017-01-01";"d";0.0564876957494407
"14098";"14525";"2017-01-01";"d";0.0756102037071022
"14527";"14527";"2017-01-01";"d";0.652509652509653
"14027";"14544";"2017-01-01";"d";0.0491426181514011
"14406";"14548";"2017-01-01";"d";0.125769569041337
"14591";"14551";"2017-01-01";"d";0.259602649006622
"14098";"14568";"2017-01-01";"d";0.0546889337493118
"14200";"14577";"2017-01-01";"d";0.14968814968815
"14579";"14579";"2017-01-01";"d";0.839421613394216
"14654";"14580";"2017-01-01";"d";0.0130785998204898
"14011";"14581";"2017-01-01";"d";0.155624036979969
"14591";"14591";"2017-01-01";"d";0.740397350993377
"14672";"14596";"2017-01-01";"d";0.257281553398058
"14357";"14597";"2017-01-01";"d";0.372362869198312
"14431";"14600";"2017-01-01";"d";0.0736394901881448
"14527";"14608";"2017-01-01";"d";0.347490347490348
"14658";"14611";"2017-01-01";"d";0.121232417950435
"14654";"14616";"2017-01-01";"d";0.0484677522759328
"14654";"14654";"2017-01-01";"d";0.453776125144249
"14658";"14658";"2017-01-01";"d";0.277740567090868
"14357";"14662";"2017-01-01";"d";0.255274261603376
"14712";"14666";"2017-01-01";"d";0.33578386326043
"14658";"14671";"2017-01-01";"d";0.0881893279749944
"14672";"14672";"2017-01-01";"d";0.503640776699029
"14654";"14688";"2017-01-01";"d";0.0400051288626747
"14355";"14690";"2017-01-01";"d";0.145851528384279
"14011";"14695";"2017-01-01";"d";0.167950693374422
"14475";"14702";"2017-01-01";"d";0.161460624725033
"14712";"14712";"2017-01-01";"d";0.66421613673957
"14143";"14722";"2017-01-01";"d";0.125882841711674
"14654";"14729";"2017-01-01";"d";0.02718297217592
"14431";"14749";"2017-01-01";"d";0.050070807202104
"14654";"14750";"2017-01-01";"d";0.0384664700602641
"14200";"14757";"2017-01-01";"d";0.126403326403326
"14342";"14763";"2017-01-01";"d";0.0402237613212573
"15141";"15031";"2016-12-01";"d";0.115972588297312
"15141";"15035";"2016-12-01";"d";0.221929362150764
"15138";"15044";"2017-01-01";"d";0.0595297648824412
"15141";"15047";"2016-12-01";"d";0.0574591460200316
"15142";"15099";"2017-01-01";"d";0.150543789353177
"15138";"15138";"2017-01-01";"d";0.940470235117559
"15141";"15141";"2016-12-01";"d";0.52925672113864
"15142";"15142";"2017-01-01";"d";0.631940469376073
