"cod1999";"cod1990";"annee";"typemodif";"ratio"
"54602";"55227";"1997-01-01";"c";1
"02738";"02630";"1992-01-01";"d";0.214876033057851
"02738";"02738";"1992-01-01";"d";0.785123966942149
"16339";"16022";"1994-01-01";"d";0.555555555555556
"16297";"16159";"1997-01-01";"d";0.303370786516854
"16297";"16297";"1997-01-01";"d";0.696629213483146
"16339";"16339";"1994-01-01";"d";0.444444444444444
"26020";"26020";"1992-05-01";"d";0.6
"26020";"26265";"1992-05-01";"d";0.4
"27297";"27297";"1995-06-19";"d";0.619718309859155
"27297";"27328";"1995-06-19";"d";0.380281690140845
"35206";"35073";"1993-01-01";"d";0.516218721037998
"35206";"35206";"1993-01-01";"d";0.483781278962002
"62119";"62119";"1997-11-20";"d";0.937309334960342
"62119";"62847";"1997-11-20";"d";0.0626906650396583
"62473";"62110";"1996-01-01";"d";0.19761630
"62473";"62473";"1996-01-01";"d";0.49596309
"62473";"62575";"1996-01-01";"d";0.30642060
"70004";"70004";"1994-01-01";"d";0.971830985915493
"70004";"70073";"1994-01-01";"d";0.028169014084507
"71101";"71101";"1997-01-01";"d";0.866323907455013
"71101";"71560";"1997-01-01";"d";0.133676092544987
"88106";"88034";"1995-07-01";"d";0.654054054054054
"88106";"88106";"1995-07-01";"d";0.345945945945946
"08047";"08352";"1991-01-01";"f";1
"08352";"08352";"1991-01-01";"f";1
"16029";"16029";"1993-10-01";"f";1
"16063";"16029";"1993-10-01";"f";1
"32045";"32045";"1994-01-01";"f";1
"32323";"32045";"1994-01-01";"f";1
"52113";"52113";"1990-07-01";"f";1
"52145";"52113";"1990-07-01";"f";1
"52170";"52113";"1990-07-01";"f";1
"52228";"52113";"1990-07-01";"f";1
"52240";"52374";"1992-01-01";"f";1
"52354";"52374";"1992-01-01";"f";1
"52374";"52374";"1992-01-01";"f";1
"52375";"52374";"1992-01-01";"f";1
"52539";"52374";"1992-01-01";"f";1
"52444";"52444";"1997-01-01";"f";1
"52468";"52444";"1997-01-01";"f";1
"57011";"57011";"1998-01-01";"f";1
"57248";"57011";"1998-01-01";"f";1
"57573";"57011";"1998-01-01";"f";1
"57675";"57011";"1998-01-01";"f";1
"59287";"59349";"1997-03-01";"f";1
"59349";"59349";"1997-03-01";"f";1
"64145";"64417";"1997-01-01";"f";1
"64417";"64417";"1997-01-01";"f";1
"64235";"64493";"1997-01-01";"f";1
"64493";"64493";"1997-01-01";"f";1
"67340";"67340";"1992-12-31";"f";1
"67558";"67340";"1992-12-31";"f";1
"67026";"67513";"1992-01-01";"f";1
"67027";"67513";"1992-01-01";"f";1
"67144";"67513";"1992-01-01";"f";1
"67513";"67513";"1992-01-01";"f";1
"74166";"74281";"1995-05-25";"f";1
"74281";"74281";"1995-05-25";"f";1
"79079";"79079";"1992-01-01";"f";1
"79235";"79079";"1992-01-01";"f";1
"89315";"89341";"1998-01-01";"f";1
"89341";"89341";"1998-01-01";"f";1
"89325";"89344";"1999-01-01";"f";1
"89344";"89344";"1999-01-01";"f";1
"90068";"90068";"1997-01-01";"f";1
"90073";"90068";"1997-01-01";"f";1
"97357";"97357";"1993-01-01";"f";1
"97362";"97357";"1993-01-01";"f";1
