"cod1982";"cod1990";"annee";"typemodif";"ratio"
"05023";"05023";"1989-01-01";"d";0.969582084288485
"05023";"05109";"1989-01-01";"d";0.0304179157115147
"05123";"05112";"1983-02-14";"d";0.0490523968784838
"05123";"05123";"1983-02-14";"d";0.950947603121516
"07132";"07132";"1989-01-01";"d";0.926369075011505
"07132";"07318";"1989-01-01";"d";0.0736309249884952
"08119";"08119";"1986-01-01";"d";0.744360902255639
"08125";"08125";"1989-01-01";"d";0.547008547008547
"08470";"08233";"1985-01-01";"d";0.457142857142857
"08125";"08297";"1989-01-01";"d";0.452991452991453
"08119";"08377";"1986-01-01";"d";0.255639097744361
"08470";"08470";"1985-01-01";"d";0.542857142857143
"10316";"10043";"1990-01-01";"d";0.363636363636364
"10316";"10316";"1990-01-01";"d";0.636363636363636
"11195";"11195";"1989-01-01";"d";0.651785714285714
"11195";"11234";"1989-01-01";"d";0.348214285714286
"14336";"14336";"1983-01-01";"d";0.633540372670807
"14336";"14376";"1983-01-01";"d";0.366459627329193
"15003";"15003";"1985-10-01";"d";0.907216494845361
"15003";"15024";"1985-10-01";"d";0.0927835051546392
"15140";"15140";"1983-01-01";"d";0.645110410094637
"15140";"15160";"1983-01-01";"d";0.354889589905363
"21331";"21074";"1983-01-01";"d";0.313370473537604
"21331";"21268";"1983-01-01";"d";0.213091922005571
"21331";"21331";"1983-01-01";"d";0.473537604456825
"22213";"22103";"1984-01-01";"d";0.187250996015936
"22296";"22165";"1984-07-05";"d";0.408256880733945
"22204";"22204";"1986-09-01";"d";0.84366576819407
"22213";"22213";"1984-01-01";"d";0.812749003984064
"22204";"22269";"1986-09-01";"d";0.15633423180593
"22296";"22296";"1984-07-05";"d";0.591743119266055
"24068";"24068";"1989-02-15";"d";0.941729323308271
"24450";"24375";"1984-01-01";"d";0.18125
"24450";"24450";"1984-01-01";"d";0.81875
"24068";"24560";"1989-02-15";"d";0.0582706766917293
"25317";"25317";"1986-01-01";"d";0.672727272727273
"25592";"25362";"1985-01-01";"d";0.229813664596273
"25317";"25414";"1986-01-01";"d";0.327272727272727
