"cod2012";"cod2011";"annee";"typemodif";"ratio"
"28361";"28042";"2012-01-01";"d";0.37874251497006
"28361";"28361";"2012-01-01";"d";0.62125748502994
"76108";"76095";"2012-01-01";"d";0.395311692582327
"76108";"76108";"2012-01-01";"d";0.604688307417673
"52031";"52031";"2012-01-01";"f";1
"52278";"52031";"2012-01-01";"f";1
"52033";"52332";"2012-01-01";"f";1
"52332";"52332";"2012-01-01";"f";1
"52465";"52332";"2012-01-01";"f";1
"52266";"52427";"2012-01-01";"f";1
"52427";"52427";"2012-01-01";"f";1
"52124";"52504";"2012-01-01";"f";1
"52504";"52504";"2012-01-01";"f";1
